symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
WHBRADY,2026-09-17,485.0,487.0,11,11,100.0,0.05,2
THACKER,2026-09-17,952.0,949.0,6,6,100.0,0.06,4
UPHOT,2026-09-17,1475.0,1480.0,53,53,100.0,0.78,5
SHIVAAGRO,2026-09-17,39.89,38.71,130,130,100.0,0.05,15
SIMPLXREA,2026-09-17,126.01,126.25,6,6,100.0,0.01,5
SUNLOC,2026-09-17,73.49,73.49,20,20,100.0,0.01,1
SURAJLTD,2026-09-17,197.32,201.9,151,151,100.0,0.3,3
SAYAJIIND,2026-09-17,113.0,113.0,3,3,100.0,0.0,2
PACIFICI,2026-09-17,136.1,148.5,1,1,100.0,0.0,1
MSL,2026-09-17,136.0,136.22,530,530,100.0,0.72,7
ONIXSOLAR,2026-09-17,395.95,376.2,7550,7550,100.0,28.4,83
PBMPOLY,2026-09-17,61.0,60.0,278,278,100.0,0.17,7
POLYSPIN,2026-09-17,28.95,29.38,55,55,100.0,0.02,2
RHETAN,2026-09-17,21.67,20.59,246581,246581,100.0,50.77,834
SAB,2026-09-17,175.05,174.18,1,1,100.0,0.0,1
EUROBOND,2026-09-17,149.84,148.49,698,698,100.0,1.04,19
ELITECON,2026-09-17,8.15,7.75,642833,642833,100.0,49.82,2423
GKWLIMITED,2026-09-17,1589.2,1604.9,28,28,100.0,0.45,16
KANCOTEA,2026-09-17,55.3,55.62,34,34,100.0,0.02,5
ZENITHEXPO,2026-09-17,195.0,196.95,1,1,100.0,0.0,1
YOGI,2026-09-17,160.0,163.0,7,7,100.0,0.01,3
ALFREDHE,2026-09-17,2820.0,2820.0,1,1,100.0,0.03,1
ARYAMAN,2026-09-17,610.0,610.0,38,38,100.0,0.23,2
KEYFINSERV,2026-09-17,246.25,246.25,93,93,100.0,0.23,4
LAKSHMIMIL,2026-09-17,7850.0,7968.5,5,5,100.0,0.4,5
