symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,76529,90472088,90548617,1196019.4480325,141616685521181.0,5472288.9048425,8359415,24013.1
BANKNIFTY,27393,3110114,3137507,475573.733895,5387646425174.4,809637.735639,1505351,57685.75
INFY,124608,756100,880708,518457.81944,332499568260.0,570360.00204,610920,1054.2
RELIANCE,71442,723180,794622,472825.9583,491468475170.0,536762.51,625798,1311.5
TCS,103261,748361,851622,408449.08667,295023163486.25,447940.6715325,575571,2135.9
HDFCBANK,84671,313449,398120,377530.04481,140145817483.0,394564.13714,1012143,781.0
BHARTIARTL,35728,243167,278895,323150.709425,222008584298.5,341913.27241,190225,1906.9
ICICIBANK,18564,108720,127284,175483.75152,103413102583.0,185010.14735,305389,1347.8
AMBER,18974,165815,184789,151316.02726,136105976965.0,177236.79691,62895,7870.0
BHEL,13751,86371,100122,150045.36225,96170011691.25,169649.9104125,67656,417.0
WIPRO,28619,130667,159286,151419.8769,73237160070.0,160794.5526,240894,180.5
COFORGE,24533,138179,162712,139090.1079825,77926929549.5,155723.8684775,99377,1468.0
SBIN,16180,185414,201594,126122.45655,145297335360.0,138880.41015,230712,1036.0
PERSISTENT,25146,112229,137375,126134.03868,56246904878.5,137077.237465,79899,4837.0
HCLTECH,31157,139561,170718,125816.53315,57461806957.0,134476.77772,189192,1135.9
DIXON,18038,164054,182092,112859.805185,104808806424.5,131329.66943,133856,12571.0
BAJFINANCE,16922,54373,71295,121993.75725,39777015450.0,127825.31175,150334,965.0
TECHM,12722,88348,101070,105471.88362,75636525378.0,115930.6974,70058,1414.0
ADANIENT,10361,64658,75019,97313.6319084,61767153639.9,109499.3593074,114230,3030.0
ADANIPOWER,11559,46922,58481,95276.152085,40103209882.0,103884.505905,69210,231.7
BSE,6081,68369,74450,82184.0378675,103837664186.0,100709.0422275,88281,4024.8
MCX,6457,38747,45204,89694.773955,66482746461.5,99688.36357,65308,2804.5
LT,12038,78350,90388,88569.79159,58055926554.5,94935.367135,176882,4210.0
