symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,0.8515167642362994,-1.7407407407407407,1.04,1.89,1.23,-0.19,-3.63,-2.97
HDFCBANK,Finance,NIFTY_FIN_SERVICE,-0.4556962025316484,3.5895409339392743,1.04,1.89,5.34,-1.5,1.7,-1.75
BHARTIARTL,Communications,,4.106463878326991,1.3377042246074105,1.04,1.89,,3.07,-0.55,
ICICIBANK,Finance,NIFTY_FIN_SERVICE,-0.162409567399957,8.888888888888896,1.04,1.89,5.34,-1.2,7.0,3.55
SBIN,Finance,NIFTY_FIN_SERVICE,0.6528046421663443,9.448943106530658,1.04,1.89,5.34,-0.39,7.56,4.11
TCS,Technology Services,NIFTY_IT,-2.9288321167883127,-8.721204581528022,1.04,1.89,-4.8,-3.97,-10.61,-3.92
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,2.791932059447978,6.629225856183232,1.04,1.89,5.34,1.75,4.74,1.29
LT,Industrial Services,NIFTY_ENERGY,1.726392251815985,7.5326337343230145,1.04,1.89,1.23,0.69,5.64,6.3
LICI,Finance,NIFTY_FIN_SERVICE,9.776674937965256,5.964071856287419,1.04,1.89,5.34,8.74,4.07,0.62
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,-0.6863636363636322,0.224770642201839,1.04,1.89,-1.81,-1.73,-1.67,2.03
ADANIPOWER,Utilities,NIFTY_ENERGY,3.009473452302275,6.022675736961451,1.04,1.89,1.23,1.97,4.13,4.79
SUNPHARMA,Health Technology,NIFTY_PHARMA,2.469746974697475,-2.107199159222276,1.04,1.89,-0.51,1.43,-4.0,-1.6
INFY,Technology Services,NIFTY_IT,-5.716814159292027,-9.902748414376314,1.04,1.89,-4.8,-6.76,-11.79,-5.1
ADANIPORTS,Transportation,NIFTY_AUTO,-0.6416530723219116,1.890369709474159,1.04,1.89,2.76,-1.68,0.0,-0.87
AXISBANK,Finance,NIFTY_FIN_SERVICE,-0.9766763848396568,8.332668846184516,1.04,1.89,5.34,-2.02,6.44,2.99
MARUTI,Consumer Durables,NIFTY_AUTO,-0.9520295202952028,2.450381679389313,1.04,1.89,2.76,-1.99,0.56,-0.31
KOTAKBANK,Finance,NIFTY_FIN_SERVICE,-1.4338235294117705,5.551181102362198,1.04,1.89,5.34,-2.47,3.66,0.21
TITAN,Consumer Durables,NIFTY_AUTO,3.5891968727789623,7.7713694173321555,1.04,1.89,2.76,2.55,5.88,5.01
ADANIENT,Distribution Services,NIFTY_FIN_SERVICE,3.364864864864862,12.892037488008269,1.04,1.89,5.34,2.32,11.0,7.55
M&M,Consumer Durables,NIFTY_AUTO,-0.8608414239482172,-1.0210016155088824,1.04,1.89,2.76,-1.9,-2.91,-3.78
ITC,Consumer Non-Durables,NIFTY_FMCG,1.480836236933798,-4.789146779993454,1.04,1.89,-1.81,0.44,-6.68,-2.98
NTPC,Utilities,NIFTY_ENERGY,2.7000559597090192,-5.872547762533652,1.04,1.89,1.23,1.66,-7.76,-7.1
ULTRACEMCO,Non-Energy Minerals,NIFTY_METAL,1.4232342999466288,-1.118723441158616,1.04,1.89,-0.93,0.38,-3.01,-0.19
JSWSTEEL,Non-Energy Minerals,NIFTY_METAL,-2.300777083650756,-0.1401650833203515,1.04,1.89,-0.93,-3.34,-2.03,0.79
BEL,Electronic Technology,NIFTY_IT,4.733009708737864,2.384624510618107,1.04,1.89,-4.8,3.69,0.49,7.18
ONGC,Energy Minerals,NIFTY_ENERGY,-1.0481757710139177,-17.021636240703184,1.04,1.89,1.23,-2.09,-18.91,-18.25
