identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY23-06-2026PE24100.00,Index Options,NIFTY,23-Jun-2026,Put,24100,54.45,8010738,303931.405089,166651,24102.9,-60.85549964054637
OPTIDXNIFTY23-06-2026CE24100.00,Index Options,NIFTY,23-Jun-2026,Call,24100,64.55,7560987,438828.3439995,171128,24102.9,-9.657102869139258
OPTIDXNIFTY23-06-2026CE24150.00,Index Options,NIFTY,23-Jun-2026,Call,24150,40.35,6854954,282804.554747,155229,24102.9,-25.55350553505535
OPTIDXNIFTY23-06-2026CE24200.00,Index Options,NIFTY,23-Jun-2026,Call,24200,24.3,6252817,176595.1841225,205342,24102.9,-39.92583436341162
OPTIDXNIFTY23-06-2026PE24150.00,Index Options,NIFTY,23-Jun-2026,Put,24150,80.0,5003757,265106.55149549997,65658,24102.9,-53.32555425904317
OPTIDXNIFTY23-06-2026PE24000.00,Index Options,NIFTY,23-Jun-2026,Put,24000,23.6,4550998,82177.370886,202239,24102.9,-72.54217568353694
OPTIDXNIFTY23-06-2026CE24300.00,Index Options,NIFTY,23-Jun-2026,Call,24300,8.05,3352762,40338.756003,162409,24102.9,-63.73873873873874
OPTIDXNIFTY23-06-2026PE24200.00,Index Options,NIFTY,23-Jun-2026,Put,24200,113.4,3268394,237174.279004,45942,24102.9,-45.36256323777403
OPTIDXNIFTY23-06-2026PE24050.00,Index Options,NIFTY,23-Jun-2026,Put,24050,35.15,3234941,83877.1677185,104206,24102.9,-67.36304549675023
OPTIDXNIFTY23-06-2026CE24250.00,Index Options,NIFTY,23-Jun-2026,Call,24250,14.0,2849956,52276.742908,96869,24102.9,-52.94117647058823
OPTIDXNIFTY23-06-2026PE23900.00,Index Options,NIFTY,23-Jun-2026,Put,23900,10.5,2553178,20578.61468,126352,24102.9,-80.26315789473684
OPTIDXNIFTY23-06-2026CE24000.00,Index Options,NIFTY,23-Jun-2026,Call,24000,131.35,2145599,220771.409105,78877,24102.9,11.313559322033898
OPTIDXNIFTY23-06-2026CE24400.00,Index Options,NIFTY,23-Jun-2026,Call,24400,4.05,2120258,11121.813339,107873,24102.9,-68.11023622047244
OPTIDXNIFTY23-06-2026PE23950.00,Index Options,NIFTY,23-Jun-2026,Put,23950,15.6,1914200,22856.5051,82210,24102.9,-77.37490935460478
OPTIDXNIFTY23-06-2026CE24050.00,Index Options,NIFTY,23-Jun-2026,Call,24050,95.15,1883868,147872.334792,36898,24102.9,1.3312034078807242
OPTIDXNIFTY23-06-2026CE24350.00,Index Options,NIFTY,23-Jun-2026,Call,24350,5.4,1866958,14635.083762,62185,24102.9,-67.27272727272727
OPTIDXNIFTY23-06-2026CE24500.00,Index Options,NIFTY,23-Jun-2026,Call,24500,2.6,1728793,4921.873671,159722,24102.9,-67.0886075949367
OPTIDXNIFTY23-06-2026PE23800.00,Index Options,NIFTY,23-Jun-2026,Put,23800,5.0,1565111,6470.168874,125569,24102.9,-83.36106489184692
OPTIDXNIFTY23-06-2026PE23850.00,Index Options,NIFTY,23-Jun-2026,Put,23850,6.95,1278079,7061.386475,71562,24102.9,-82.60325406758449
OPTIDXNIFTY23-06-2026PE23500.00,Index Options,NIFTY,23-Jun-2026,Put,23500,1.5,1133433,1606.074561,125163,24102.9,-72.97297297297297
