symbol,company,sector,industry,country,currency,fundamental_currency_code,type,typespecs,number_of_employees,total_shares_outstanding_fundamental,float_shares_percent_current,close,open,high,low,change_pct,change_abs,gap,vwap,value_traded,price_52_week_high,price_52_week_low,high_all,high_1m,low_1m,high_3m,low_3m,high_6m,low_6m,volume,average_volume_10d_calc,average_volume_30d_calc,average_volume_90d_calc,rel_volume,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,perf_1y,perf_5y,perf_all,volatility_d,volatility_w,volatility_m,ATR,beta_1_year,beta_3_year,sma20,sma50,sma100,sma200,ema50,ema200,RSI,RSI7,momentum,awesome_osc,CCI20,stoch_k,stoch_d,stoch_rsi_k,stoch_rsi_d,macd,macd_signal,ADX,adx_plus_di,adx_minus_di,williams_r,ROC,UO,BBPower,bb_upper,bb_lower,recommend_all,recommend_ma,recommend_other,tech_rating,ma_rating,osc_rating,candle_patterns,market_cap,pe,price_earnings_growth_ttm,pb,price_sales_current,price_free_cash_flow_ttm,enterprise_value_ebitda_ttm,enterprise_value_fq,price_to_cash_f_operating_activities_ttm,roe,return_on_assets,return_on_invested_capital,gross_margin,operating_margin,net_margin,pre_tax_margin,debt_to_equity,total_debt_to_total_equity_fq,current_ratio,quick_ratio,div_yield,dividends_yield,dividend_payout_ratio_ttm,recommendation_mark,price_target_1y,price_target_average,number_of_analyst_opinions_fq,eps_ttm
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,India,INR,INR,stock,common,,13532500000.0,48.6367,1330.8,1316.7,1344.9,1314.1,1.626575028636881,21.299999999999955,0.5498281786941616,1329.9333333333334,13723298763.6,1611.8,1253.2,1611.8,1371.1,1253.2,1473.4,1253.2,1611.8,1253.2,10312067,16760864.5,17287909.900000002,17922551.622222222,0.5933590924615535,1.1784383790770168,-1.4222222222222256,-6.281690140845073,-15.381191581356907,-15.43496219101481,-7.002096436058703,30.299235160232296,8237.222747773467,2.69385891484667,1.8244029757926765,1.8035421364760305,27.402013690586138,0.9139645,1.0715243,1311.085000000001,1347.9559999999997,1374.1120000000017,1421.017500000001,1342.0600808815416,1393.3681903242282,51.988946622769056,60.29658412242436,67.5,-17.125588235291616,48.07627211627332,80.62252425294632,76.96783904302407,88.51580035940476,91.97584558497635,-9.46295510146615,-16.180760914806513,18.413901814978743,21.222981310131672,20.538997098259085,-15.376226826608647,4.853450992751332,53.32541879787504,32.31073938835789,1371.5335326537383,1250.6364673462635,0.045454545454545456,0.0,0.09090909090909091,Neutral,Neutral,Neutral,,17718829691100.0,22.29493036603692,1.3732972719076146,1.9920815208617324,1.6761686002827227,,11.781630347808594,21555306338254.5,,9.24606376950945,3.9132700185380704,7.06007289508876,26.536602160952498,11.4698089988924,7.64032806826211,11.6496203719381,0.4402508766302,,1.09791151658925,0.789477768293629,0.42005575285447,0.45824263947760346,10.051817117239368,1.076923,1687.28,1687.28,,59.6907
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,India,INR,INR,stock,common,,15397600000.0,99.61880000000001,787.1,789.9,789.9,783.1,0.9361374711464566,7.300000000000068,1.2952038984354992,786.6999999999999,16635169596.0,1020.5,726.65,1020.5,802.95,732.3,820.05,726.65,1006.4,726.65,21134760,34836038.8,37747900.666666664,41750411.08888889,0.6059688775667138,-0.36708860759493384,3.681749324902858,4.2516556291390755,-20.73514602215508,-20.775037745344736,-18.502795609857106,5.651006711409399,33358.02337938363,1.2897458817520142,1.4285995927716482,1.8558402023132547,16.7306992848437,1.1038094,1.0637982,763.5475000000006,774.4140000000016,821.5210000000021,899.7219999999984,780.8865651717513,862.596747258553,57.134802479002516,62.18222265092137,48.450000000000045,21.354558823527555,86.35085279766352,79.73578674215611,84.22002462301874,78.82687081103275,88.85305434891767,4.125395096630882,-1.3079830179438594,20.24351299446881,27.824647895456316,18.59878034511643,-22.434536447275306,6.602559761630663,53.67872979184168,26.259926753182526,802.3766189057588,724.7183810942423,0.22424242424242424,0.26666666666666666,0.18181818181818182,Buy,Buy,Buy,,12012604804688.0,15.975238481834788,2.381794393586093,,,,,,,13.765023464607,1.63356169446594,6.4420195955474195,,32.95187578164424,24.526755001216564,20.6153616252247,1.0041379418372,,,,1.41025641025641,1.6666666666666667,26.265279321143552,1.035714,1047.186047,1047.186047,,49.27
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,India,INR,INR,stock,common,28730.0,6090358638.0,52.34139999999996,1921.3,1915.8,1924.5,1901.0,0.5495080594515386,10.5,0.2616705045007327,1915.6000000000001,4949190026.7,2174.5,1740.5,2174.5,1924.5,1768.6,1953.8,1740.5,2125.0,1740.5,2575959,7098410.099999999,9968063.36666667,9522237.555555556,0.34468800896567053,4.361759913090709,1.5862105430127427,5.780983317733854,-8.986262434864994,-9.149801399659552,2.1968085106382955,263.8194213089034,8113.799806047019,1.2361914781693846,1.6045427511047228,1.8846740139630491,36.549365820863464,0.9548174,0.91731024,1836.9149999999986,1844.8459999999984,1877.8739999999996,1952.0644999999986,1852.4156274857964,1893.994744681325,65.15369660048063,79.59981340924425,108.0,35.04352941176717,175.61360095316047,96.60599130379516,95.28713190082668,99.6517813078489,99.6517813078489,11.954684106118975,-0.5980115641953203,18.16006357246523,29.253133122073045,16.434487458759687,-2.0525978191148453,6.798221234018897,73.3191973022097,108.73282352663091,1914.0974403605,1759.7325596394971,0.4454545454545455,0.8,0.09090909090909091,Buy,Strong buy,Neutral,,11623241516750.0,43.71240319248655,,7.855510612278441,5.519747620591279,,11.368881855992713,12856636395998.299,,20.3215106088605,4.99786850321746,9.08236481301509,42.6672063886909,31.7404423698221,12.6533847017246,21.2388516434346,1.31098991926557,,0.516976809353505,0.513533368824056,0.838310803730483,1.2574662055957246,0.0,1.19697,2287.272727,2287.272727,,43.9532
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,India,INR,INR,stock,common,,7172390000.0,97.1701,1353.4,1353.0,1362.7,1348.4,0.5124396583735679,6.900000000000091,0.4827330115113257,1354.8333333333335,4756003241.0,1500.0,1187.6,1500.0,1362.7,1213.7,1393.1,1187.6,1443.9,1187.6,3514115,16588730.900000026,17042824.833333332,17468736.333333336,0.20302547747701294,-0.08858703676360684,8.969404186795499,9.401018511033884,-0.762575157647739,0.706897834660317,-4.102600439311264,113.55424063116374,21167.71362945341,1.201423909819048,1.10461119385553,1.8737989225692748,24.363058565429906,1.0261433,0.82298404,1291.9649999999997,1291.708,1312.6770000000024,1346.0934999999995,1294.791930762994,1328.6867452099327,67.20892114435237,78.29176725159914,103.20000000000005,66.10382352940906,116.33245560731892,89.73154362416103,86.34601043997013,97.85087385546774,94.98888577067663,21.08048242766563,12.079715873603458,25.98281104009375,36.54709774929909,12.76409040039126,-6.2416107382550035,6.149019607843145,53.53269899234753,75.79333881010348,1373.4698286913642,1210.4601713086352,0.603030303030303,0.9333333333333333,0.2727272727272727,Strong buy,Strong buy,Buy,,9660220593199.0,18.09842203797807,2.449821298726264,,,,,,,16.0148883957153,1.9488939274335397,9.55076371105473,,34.54095028467912,24.298603010859576,24.7727112240369,0.6066876859418521,,,,0.816750816750817,0.8910008910008911,0.0,1.06383,1683.466667,1683.466667,,74.78
SBIN,State Bank of India,Finance,Regional Banks,India,INR,INR,stock,common,245131.0,9230620000.0,44.7923,1037.0,1038.0,1041.65,1033.6,0.18355714423728056,1.900000000000091,0.2801661675200552,1037.4166666666667,4656202590.0,1234.7,786.55,1234.7,1045.7,937.2,1120.95,933.9,1234.7,933.9,4490070,12110502.700000018,16183485.56666668,17302435.855555512,0.3466957816575815,0.2901353965183752,9.054579871700497,-1.7247915087187304,6.555692560624738,5.471928397070784,31.682539682539684,146.25978992496343,5684.609480288817,0.7788312693498629,1.4866907255534259,1.7960853960160321,19.768690078394155,0.82792264,1.1525116,994.5824999999999,1021.8960000000001,1063.9409999999987,996.6352500000007,1017.4658882613223,991.0008136205448,62.28835132639701,73.50857578428202,55.049999999999955,36.11264705882377,114.01715503347718,93.14900153609824,92.14815731677896,91.40272517006899,94.56603260424377,8.486017100829372,-0.2175351109462902,17.713705373434003,27.47552687231554,19.463120079137102,-8.018433179723544,3.420763937369099,61.38983812859505,46.12757694158972,1050.892963281713,938.2720367182866,0.19696969696969696,0.6666666666666666,-0.2727272727272727,Buy,Strong buy,Sell,spinning_top_black,9554151781427.0,11.391923927873853,2.3973272798482146,1.605712931509221,2.4212666192028287,,,13679121507762.8,,15.3805889022211,1.06549105918184,6.660692553910601,,28.129242852760616,21.10902565975224,16.0689479575009,1.3396637584022402,,0.209744933826459,,1.67624752427419,1.6762475242741899,19.059776292055098,1.2375,1211.6,1211.6,,91.0294
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,India,INR,INR,stock,common,584519.0,3618090000.0,28.210400000000003,2134.4,2132.2,2157.0,2125.7,0.4423529411764749,9.400000000000091,0.33882352941175614,2139.0333333333333,6219007683.2,3489.9,2059.9,4592.25,2457.4,2059.9,2614.0,2059.9,3350.0,2059.9,2913703,4141916.0,5378211.0,4619471.988888889,0.6468830523808223,-2.627737226277368,-8.438076444596964,-11.21833534378769,-35.401470899791164,-33.61119751166407,-37.68175182481751,-35.88465004505857,1324.4765162259114,1.5053864609305172,2.0694799805125834,2.495693105061022,61.01915931306205,0.9218592,1.1424986,2217.670000000001,2345.776000000003,2515.488000000002,2816.584999999994,2325.77479250651,2756.915588196656,37.681625249915434,36.08865178402147,-17.0,-103.31735294117789,-84.95826729780453,21.866554615082322,25.15154402848508,27.043060048673528,32.339283373587165,-52.98731751664582,-54.51237617518011,17.83978901200088,19.859659127714544,33.71087048068387,-77.63434404082858,-0.7717340771734035,45.09687372719992,-92.09183491867134,2372.675910855044,2062.664089144958,-0.37575757575757573,-0.9333333333333333,0.18181818181818182,Sell,Strong sell,Buy,,7693500699015.0,15.692836834640703,11.545948995452504,7.201087396585584,2.8793375711086373,15.290155621944324,10.156621314145418,8194939359337.899,14.225745599003776,48.723737103705,28.7776936324748,44.8560477273452,30.921538006374,25.0309900719419,18.4292621179608,24.5250373566124,0.10638754196195499,,2.18595068457169,2.18179728797977,3.00978179082017,5.173062452972159,47.054983012415896,1.511111,2889.547619,2889.547619,,136.0111
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,India,INR,INR,stock,common,,6225343712.0,44.3155,962.75,966.05,972.95,961.55,0.09877313370763627,0.9500000000000455,0.4418798086920358,965.75,3939342902.75,1102.5,787.9,1102.5,972.95,860.45,992.25,792.45,1046.0,787.9,4091761,8283620.8,9469266.0,9506894.977777777,0.4816809802276655,2.20276008492569,6.01805968505671,15.993975903614459,-4.772502472799209,-2.575389597247525,7.3299888517279825,59.10593290365229,67699.29672956756,1.185585772970734,1.4912941674414508,2.2167319030089208,22.795397745947014,1.4610689,0.9464611,914.8925000000002,921.2840000000006,925.8109999999992,965.073000000001,920.5573182999574,931.5336537333624,63.1071373342495,74.2149492118043,91.64999999999998,37.858382352941476,108.39493145599326,92.30007146546859,93.72186071130791,99.60039496375471,99.25266866282799,11.833693065005377,2.9411348473475547,18.500888574025574,34.609619876935305,17.718034681439235,-9.319323892188251,8.552260683278838,64.38277046904479,68.12235158360568,983.390801256295,846.3941987437053,0.28787878787878785,0.6666666666666666,-0.09090909090909091,Buy,Strong buy,Neutral,,5985012418140.0,31.54488859764089,2.2885440312333922,,,,25.671338337980696,,,18.052322754331,3.70516814376295,4.96055743867703,59.6108086337044,43.7265523464435,23.0431198123146,31.261748817817804,3.21563939760184,,8.39303787544012,,0.457713512951212,0.6241547903880162,19.609317040169685,1.444444,1064.138889,1064.138889,,30.52
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,India,INR,INR,stock,common,437442.0,1375730000.0,84.8409,4201.4,4228.0,4235.4,4190.0,-0.19005083859932534,-8.0,0.44186819974344005,4208.933333333333,3778075338.7999997,4440.0,3288.1,4440.0,4244.9,3854.4,4244.9,3470.0,4440.0,3288.1,899242,2055106.2000000062,2017481.7,3113005.3222222216,0.4215751048649554,1.728813559322025,7.535193242897354,22.13372093023255,3.3554735547355383,2.723716381418084,16.25345877144437,179.16279069767438,7462.489760628441,1.0835322195703971,1.3499296044980085,1.6683200228655959,81.21418354490173,1.3695475,1.2626173,4041.2500000000014,4013.4539999999993,3960.745999999998,3921.9480000000003,4001.7539989911393,3895.1465484172804,64.62496527415405,71.74815482443923,325.89999999999964,199.99941176470838,114.87081553680633,88.57020913358944,89.01114953460528,94.5831463557716,96.29395124915884,62.13209818210589,35.23184429853652,19.250779395307628,34.24237398843209,17.22634515663657,-11.139564660691434,7.711634107573187,61.8220812808851,225.51816820802742,4271.623587895728,3810.876412104275,0.3090909090909091,0.8,-0.18181818181818182,Buy,Strong buy,Sell,,5791269463059.0,35.94626967830253,5.185834395197411,4.5245293047540684,2.026294876277625,,22.073970908372708,5465896141860.46,,16.8428484034919,4.18899050298388,10.4602183989046,12.762874705320701,8.67037685198086,6.09629805490392,9.7129749084484,1.1482918808525602,,1.25396859789389,1.21315641099677,0.902698593690612,0.9026985936906118,25.721035068600706,1.37931,4424.62069,4424.62069,,116.88
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,India,INR,INR,stock,common,,12649995000.0,3.500000000000008,442.1,446.1,446.1,438.5,0.4430307849596832,1.9500000000000455,1.3518118823128584,442.23333333333335,1410426766.9,490.0,360.75,611.0,450.2,391.55,450.2,360.75,454.0,360.75,3190289,4708966.6,5645730.366666666,4103832.277777778,0.676977206035433,9.702233250620353,5.892215568862281,16.5337726523888,3.3668459200374175,3.4152046783625782,-4.699288639793049,1.3990825688073447,1.3990825688073447,1.7331812998859801,3.0369044153002474,2.367073013772192,10.395996525925993,1.225277,1.4144157,410.72375000000085,406.9400000000002,408.2762499999998,423.4482499999992,408.031158268916,418.9635356519799,70.43799941541148,82.67724280772197,46.60000000000002,20.457426470587507,183.02762025999974,84.0031599150612,81.42386829017128,100.0,99.22900719546112,7.126048958501258,2.610072027471975,20.282608419101678,41.08193399523965,11.452696018309481,-13.810741687979485,9.457786580836853,60.54568054424474,50.140443748624875,439.2061282143852,382.2413717856165,0.4454545454545455,0.8,0.09090909090909091,Buy,Strong buy,Neutral,,5567262928284.0,9.734369082534062,0.5128383882027118,,,,,,,11.6343965876657,0.9897929549876511,,,5.59249360662008,5.87629436953503,5.28396875742008,,,1.7760475716128,,1.36332651670075,2.2722108611679164,22.018477906659268,1.22,511.33,511.33,,45.4164
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,India,INR,INR,stock,common,24989.0,2349590000.0,37.735600000000005,2184.9,2203.7,2208.2,2182.5,-0.44199398523648126,-9.699999999999818,0.41465415109814585,2191.866666666667,888596645.1,2707.3908675,2022.5,2987.97501195,2238.1,2065.7,2408.0,2022.5,2479.6,2022.5,406699,1344555.3,1949795.5333333341,2023482.4555555556,0.2777932031820822,-0.6863636363636322,0.22477064220183904,5.550724637681164,-5.111612959263434,-5.904392764857877,-3.2990793146037416,-11.050656123052343,3467.9841316315265,1.1775486827033135,1.5768406965119295,1.952508198799044,45.34937162535745,0.3995805,0.8657455,2154.995000000001,2215.8199999999974,2237.544,2334.4458334627548,2198.035916673216,2288.9650730563644,50.563839467108664,53.49718813077713,74.80000000000018,-3.8567647058871444,59.86053569297292,83.74381341098889,86.75753575078367,86.92945226408649,93.45964302287659,-4.141949711999132,-14.764276965851352,19.987547236331334,20.363433329331233,14.536627424259697,-26.049868766404067,2.442798199549883,46.624209514532886,38.72041345855814,2244.186422793678,2065.8035772063236,0.045454545454545456,0.0,0.09090909090909091,Neutral,Neutral,Neutral,,5159467325089.0,34.140662843570794,0.8322819680694021,10.53288318984817,7.87548000748036,,33.83893158058503,4777745345911.96,,21.5261715287189,13.2341886338579,21.0234057797946,43.7090942377226,20.858315407265,16.1151540116252,20.9483271545609,0.030324791234945303,,1.22329410251463,0.915300019293845,1.95819481761465,1.8671159888883828,64.05139108685837,1.447368,2563.736842,2563.736842,,63.997
ADANIPOWER,Adani Power Limited,Utilities,Electric Utilities,India,INR,INR,stock,common,25634.0,19284700000.0,21.456300000000002,231.44,231.5,232.78,229.03,-0.13807386952019038,-0.3199999999999932,-0.11218501898515314,231.08333333333337,2674793970.64,254.2,107.74,254.2,254.2,214.8,254.2,149.2,254.2,128.1,11557181,29115553.5,39366719.766666666,39463985.78888889,0.3683059623221986,1.9784093412645998,4.961451247165532,53.271523178807946,59.94471319972357,61.56369982547993,115.09293680297398,770.7299376019517,971.4814814814814,1.6373400864515566,2.8863713199835725,3.5651609819193717,7.808904580773546,0.91724217,1.069278,230.10049999999995,219.32440000000003,182.7906,164.25519999999997,213.95942848811762,171.17917024008193,56.70816062835584,60.003913477205714,5.590000000000003,-1.007000000000204,8.572367169806018,67.12923029904043,47.510994545486284,77.8754805599311,55.57993859584656,2.431023872283504,3.0884703696769997,18.466970791689967,26.121466644844624,17.927124616692605,-25.54809843400452,2.3436809056336836,55.49434991351172,7.961534499899585,247.03203563620298,213.16896436379693,0.3333333333333333,0.6666666666666666,0.0,Buy,Strong buy,Neutral,upside_tasuki_gap_bullish;doji,4463442219175.0,34.77581440076933,,6.873213503500605,8.310339057111326,,25.46217237883276,3379523153102.5,,21.7112750423867,9.89494823584305,13.2377986944457,34.3675375059616,27.5917253997428,23.8638043414597,28.8194349538735,0.841898933241018,,1.41124476773902,1.16173829373073,0.0,,0.0,1.571429,237.571429,237.571429,,6.6552
