index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24123.35,24013.1,0.46
NIFTY_BANK,^NSEBANK,57886.3,57685.75,0.35
NIFTY_NEXT_50,^NSMIDCP,72593.85,72356.65,0.33
INDIA_VIX,^INDIAVIX,12.82,12.97,-1.14
SENSEX,^BSESN,77195.4,76802.9,0.51
