date,symbol,subject,details,category
22-Jun-2026 07:31:47,AUROPHARMA,Press Release,"Aurobindo Pharma Limited has informed the Exchange regarding a press release dated Jun 22, 2026, titled ""Aurobindo Pharma USA Receives FTC Approval to Acquire Lannett Company"".",Press Release
21-Jun-2026 23:31:41,MANYAVAR,Analysts/Institutional Investor Meet/Con. Call Updates,Vedant Fashions Limited has informed the Exchange about a schedule of meet with the Institutional Investor(s)/Analyst(s) vide the enclosed Letter.,Analysts/Institutional Investor Meet/Con. Call Updates
21-Jun-2026 22:08:10,SFL,Copy of Newspaper Publication,Sheela Foam Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
21-Jun-2026 21:59:06,KMEW,Analysts/Institutional Investor Meet/Con. Call Updates,Knowledge Marine & Engineering Works Limited has informed the Exchange about Summery,Analysts/Institutional Investor Meet/Con. Call Updates
21-Jun-2026 21:46:57,KMEW,Updates,Knowledge Marine & Engineering Works Limited has informed the Exchange regarding 'Sale of Shares by Designated Persons'.,Updates
21-Jun-2026 20:58:19,DJML,Shareholders meeting,"Dj Mediaprint & Logistics Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 13, 2026",Shareholders meeting
21-Jun-2026 20:53:02,XTGLOBAL,Updates,XTGlobal Secures Its First Finance & Accounting Outsourcing Engagement in Ireland,Updates
21-Jun-2026 20:48:05,RAYMONDLSL,Copy of Newspaper Publication,Raymond Lifestyle Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
21-Jun-2026 20:39:20,ATHERENERG,Analysts/Institutional Investor Meet/Con. Call Updates,Ather Energy Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
21-Jun-2026 20:17:45,ESCORTS,Copy of Newspaper Publication,Escorts Kubota Limited has informed the Exchange about Copy of Newspaper Publication titled  Notice of 80th Annual General Meeting ( AGM ) and E-voting Information,Copy of Newspaper Publication
21-Jun-2026 19:23:12,DJML,Copy of Newspaper Publication,"Dj Mediaprint & Logistics Limited has informed the Exchange about Copy of Newspaper Publication-Newspaper advertisement titled  Notice of the 17th Annual General Meeting to be held over video conference, record date and final dividend information Please find enclosed copies of the newspaper advertis",Copy of Newspaper Publication
21-Jun-2026 18:22:17,AXISBANK,Analysts/Institutional Investor Meet/Con. Call Updates,Axis Bank Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
21-Jun-2026 17:51:03,AAVAS,Resignation of Director/KMP/SMP,Aavas Financiers Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
21-Jun-2026 17:03:29,JSWINFRA,Updates,"JSW Infrastructure Limited has informed the Exchange regarding Audited Standalone and Consolidated Financial Statements for the Financial Year ended 31st March, 2026",Updates
21-Jun-2026 16:38:06,DALBHARAT,Commencement of commercial production/operations,Dalmia Bharat Limited has informed the Exchange about Commencement of commercial production/operations,Commencement of commercial production/operations
21-Jun-2026 15:49:10,AAVAS,Outcome of Board Meeting,"Aavas Financiers Limited has informed the Exchange regarding Outcome of Board Meeting held on Jun 21, 2026.",Outcome of Board Meeting
21-Jun-2026 15:02:11,PATANJALI,General Updates,Patanjali Foods Limited has informed the Exchange about General Updates,General Updates
21-Jun-2026 14:34:34,DMART,Updates,Avenue Supermarts Limited has informed the Exchange regarding 'Store Opening Intimation'.,Updates
21-Jun-2026 14:14:19,TMCV,Press Release,"Tata Motors Limited has informed the Exchange regarding a press release dated Jun 21, 2026, titled ""Tata Motors Limited (formerly TML Commercial Vehicles Limited) Strengthens eCV Leadership with over 3,400 Vehicle Orders Across Freight, Logistics and Passenger Mobility Segments"".",Press Release
21-Jun-2026 14:08:07,3IINFOLTD,Bagging/Receiving of orders/contracts,3i Infotech Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
