symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
CRAFTSMAN,9448.5,14,10.599321081587265,8.61,7.67,63.88,,5.18,342.67283824769555,8934.49,9920.93,False,0,Buy,Producer Manufacturing
DELHIVERY,485.85,14,7.263494866983119,5.27,4.33,53.93,31.63,12.68,12.85507727404664,466.57,510.14,False,0,Strong buy,Transportation
ABCAPITAL,391.05,14,11.410256410256412,9.42,6.18,64.87,13.24,5.94,11.369147722825984,374.0,410.6,False,0,Strong buy,Finance
SHYAMMETL,961.0,13,3.2223415682062297,1.23,0.29,45.21,,14.33,26.320315930138925,921.52,1009.05,False,0,Buy,Producer Manufacturing
CUMMINSIND,5753.0,13,7.032558139534884,5.04,4.1,53.15,6.18,6.03,156.18495395142105,5518.72,6040.65,False,0,Buy,Producer Manufacturing
ACUTAAS,3242.0,13,8.174841508174842,6.18,8.76,47.83,,6.24,132.04394514845697,3043.93,3404.1,False,0,Buy,Health Technology
SONACOMS,621.85,13,6.426493239774101,4.44,3.5,46.36,12.59,2.36,15.843369144693211,598.08,652.94,False,2,Strong buy,Producer Manufacturing
CGCL,216.6,13,16.84738630846415,14.86,11.62,36.56,,9.76,7.000642072509815,206.1,227.43,False,0,Buy,Finance
THERMAX,4754.1,13,4.073992994746067,2.08,1.14,55.47,,6.75,168.7311680636516,4501.0,4991.8,False,2,Buy,Producer Manufacturing
SCHAEFFLER,4316.6,13,5.262387826765513,3.27,2.33,57.81,,11.62,134.04350834134408,4115.53,4532.43,False,0,Buy,Producer Manufacturing
ASTERDM,789.0,13,3.8089599368462665,1.82,4.4,48.4,,6.02,27.972161267287174,747.04,828.45,False,0,Buy,Health Services
WELCORP,1405.6,13,9.649738669162948,7.66,6.72,63.29,,9.32,45.08385066953088,1337.97,1475.88,False,0,Buy,Producer Manufacturing
LLOYDSME,1764.2,13,2.575731147159716,0.59,4.1,46.48,,13.37,52.27501308958252,1685.79,1852.41,False,0,Buy,Non-Energy Minerals
EMCURE,1795.9,13,3.8092485549133,1.82,4.4,51.88,,5.34,57.19637005877,1710.11,1885.7,False,0,Strong buy,Health Technology
KIMS,806.2,13,4.294954721862878,2.3,4.88,53.25,,2.48,27.62321274885818,764.77,846.51,False,0,Strong buy,Health Services
JSWENERGY,579.2,13,5.674147053457403,3.68,4.73,54.2,-0.74,6.59,17.384919463774,553.12,608.16,False,0,Buy,Utilities
ZFCVINDIA,15594.0,13,5.017172873594181,3.03,2.09,55.0,,16.76,474.18890465254674,14882.72,16373.7,False,2,Buy,Producer Manufacturing
BEL,430.0,13,2.0287104045557034,0.04,6.46,50.05,1.45,14.35,8.759894471360072,416.86,451.5,False,0,Buy,Electronic Technology
KIOCL,406.9,13,6.240208877284589,4.25,7.76,40.04,,55.95,16.716845936703987,381.82,427.24,False,0,Strong buy,Non-Energy Minerals
SAILIFE,1200.9,12,5.5179685440646855,3.53,0.29,50.48,,6.17,41.47207528543554,1138.69,1260.95,False,0,Buy,Commercial Services
