symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,115230,124638835,124754065,1798590.265524,194279424927340.34,5932576.8114275,9681489,23995.95
BANKNIFTY,45461,16900118,16945579,781218.763707,29035385706487.8,1563383.148585,1832176,57087.2
HDFCBANK,183666,455892,639558,888099.824885,227163022937.5,912608.84676,1019976,740.25
INFY,179843,637403,817246,775022.34892,275273173500.0,800754.96392,590769,1078.3
ICICIBANK,75147,126209,201356,755281.51734,127796394733.0,763956.60467,295291,1445.5
RELIANCE,113906,304494,418400,731368.6622,202195287055.0,757263.43275,564934,1281.0
TCS,110802,413301,524103,574295.424615,214723458605.25,590732.5806675,402909,2296.9
AXISBANK,63144,137937,201081,485851.9124375,108681649212.5,491926.5920625,266705,1229.0
BAJFINANCE,58979,89843,148822,461861.026275,70758786330.0,469001.764575,189298,1049.0
SBIN,58744,162653,221397,450951.431625,127528559167.5,462312.5733,264455,1019.8
IDEA,43487,19001,62488,409702.8695925,19429466664.0,413794.6989825,136821,13.06
ETERNAL,55394,179713,235107,393929.8551675,129140216461.75,407990.61166,153771,295.7
IDFCFIRSTB,48192,152898,201090,387019.89501,123576096353.5,404487.812295,85980,84.83
NTPC,72089,61262,133351,379473.5826,32887599480.0,382084.5774,162404,349.95
WIPRO,71420,63156,134576,376479.5604,34326186060.0,381304.146,178225,178.35
LT,54446,103967,158413,364603.8251975,72209391548.0,375106.4581775,214831,3808.0
CANBK,41621,106751,148372,360333.93645,94832528760.0,374869.24605,108980,127.01
LAURUSLABS,23592,208505,232097,339138.06328,301880329522.5,373594.163505,53620,1711.0
BHARTIARTL,40342,79777,120119,365888.09523,72918573169.5,370535.711925,195772,1904.0
M&M,53616,153440,207056,345301.34904,99311442846.0,353853.6575,191372,3240.0
HCLTECH,66849,84426,151275,346952.01556,44053055628.0,352239.65184,158080,1294.9
KOTAKBANK,44347,49040,93387,342839.3416,38574034160.0,345992.8832,185909,386.0
ADANIENT,36055,39405,75460,338196.0878508,37726489892.7,341667.98187779996,107512,3035.0
SAIL,43206,14381,57587,333434.01572,11503216771.0,335224.14843,71523,162.87
PAYTM,26578,60970,87548,248648.6196425,58562673428.0,255241.9964225,92820,1292.5
HINDUNILVR,38185,61340,99525,249954.53736,40635159213.0,253860.02949,137903,2173.6
SHRIRAMFIN,28855,101566,130421,244538.8972125,87496306425.0,252948.4439625,78277,1038.0
BHEL,22439,38581,61020,245760.5283,43032943747.5,250042.359525,76050,415.05
MARUTI,35225,241748,276973,239634.18519,167731310092.0,248096.88611,155502,13730.0
AMBUJACEM,46534,22478,69012,241199.78496,12153444360.0,242930.60856,108127,430.0
AUBANK,22145,94910,117055,231527.0107,99874138190.0,240972.7926,51104,1055.0
INDUSINDBK,33484,41412,74896,235831.5134,29680501256.0,238533.48596,107330,1005.0
ITC,46105,81204,127309,228947.067705,41171174075.25,234080.6554575,214356,285.95
TECHM,24215,37121,61336,230168.13624,35173700748.0,233727.11172,72598,1576.0
BEL,38841,99984,138825,225142.4918175,59750482246.5,233378.1792825,166225,406.7
INDIGO,27311,299996,327307,213251.50632,235468889844.0,232910.42976,106582,5240.0
COALINDIA,39272,73683,112955,227280.47391,43663440622.5,231747.615135,116198,427.0
ADANIGREEN,26424,39299,65723,222458.62944,34491969678.0,227245.76622,86128,1397.7
BSE,30700,170811,201511,217616.82536,125664086086.0,227050.08622,111818,3543.0
HINDALCO,32687,34027,66714,217746.03592,23242736167.0,220075.90759,135432,945.0
ADANIENSOL,19020,26009,45029,217666.77075,30242925180.0,219891.79755,55150,1708.0
