identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY28-07-2026CE24000.00,Index Options,NIFTY,28-Jul-2026,Call,24000,51.6,1479219,55997.314463999995,360960,23932,21.26909518213866
OPTIDXNIFTY28-07-2026PE23900.00,Index Options,NIFTY,28-Jul-2026,Put,23900,57.35,1422439,53810.86737,230586,23932,-65.74074074074075
OPTIDXNIFTY28-07-2026CE23950.00,Index Options,NIFTY,28-Jul-2026,Call,23950,74.4,1353791,71901.8706965,204932,23932,32.38434163701068
OPTIDXNIFTY28-07-2026CE23900.00,Index Options,NIFTY,28-Jul-2026,Call,23900,102.75,1270807,91639.16357700001,188399,23932,41.23711340206186
OPTIDXNIFTY28-07-2026PE23950.00,Index Options,NIFTY,28-Jul-2026,Put,23950,78.8,1031263,53176.56096350001,148380,23932,-60.73741903338316
OPTIDXNIFTY28-07-2026PE23800.00,Index Options,NIFTY,28-Jul-2026,Put,23800,29.2,846903,16586.171803499998,185117,23932,-74.29577464788733
OPTIDXNIFTY28-07-2026PE24000.00,Index Options,NIFTY,28-Jul-2026,Put,24000,106.45,822129,56457.6537525,175239,23932,-55.10333192745677
OPTIDXNIFTY28-07-2026CE24200.00,Index Options,NIFTY,28-Jul-2026,Call,24200,9.55,821631,6462.127815,248410,23932,-31.294964028776977
OPTIDXNIFTY28-07-2026CE24100.00,Index Options,NIFTY,28-Jul-2026,Call,24100,22.3,777170,13371.598435,258562,23932,-6.49895178197065
OPTIDXNIFTY28-07-2026PE23700.00,Index Options,NIFTY,28-Jul-2026,Put,23700,15.0,618522,6456.751157999999,170562,23932,-79.20997920997921
OPTIDXNIFTY28-07-2026CE24050.00,Index Options,NIFTY,28-Jul-2026,Call,24050,34.4,589197,15238.6966095,125418,23932,6.501547987616099
OPTIDXNIFTY28-07-2026PE23850.00,Index Options,NIFTY,28-Jul-2026,Put,23850,41.0,546915,14944.99929,91493,23932,-70.51420352391226
OPTIDXNIFTY28-07-2026CE23850.00,Index Options,NIFTY,28-Jul-2026,Call,23850,136.8,481620,45398.94606,64811,23932,45.84221748400853
OPTIDXNIFTY28-07-2026PE23600.00,Index Options,NIFTY,28-Jul-2026,Put,23600,8.3,475300,2860.8307,135577,23932,-81.55555555555556
OPTIDXNIFTY28-07-2026PE23500.00,Index Options,NIFTY,28-Jul-2026,Put,23500,5.35,460290,1780.171575,165954,23932,-81.06194690265487
OPTIDXNIFTY28-07-2026CE24150.00,Index Options,NIFTY,28-Jul-2026,Call,24150,14.45,412810,4784.261495,107075,23932,-19.498607242339833
OPTIDXNIFTY28-07-2026CE23800.00,Index Options,NIFTY,28-Jul-2026,Call,23800,175.0,406037,48401.0315295,88409,23932,48.49384811200679
OPTIDXNIFTY28-07-2026PE23750.00,Index Options,NIFTY,28-Jul-2026,Put,23750,20.8,392254,5606.682549,83960,23932,-77.34204793028323
OPTIDXNIFTY28-07-2026PE23000.00,Index Options,NIFTY,28-Jul-2026,Put,23000,1.7,372587,457.7231295,214365,23932,-66.33663366336634
OPTIDXNIFTY28-07-2026PE23400.00,Index Options,NIFTY,28-Jul-2026,Put,23400,3.7,371401,965.6426,103626,23932,-78.91737891737891
