symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
FINNIFTY,45530,34038,11492,33.76,448854,6331.10904,703279639176,14863.36176,26126
ALKEM,22537,16866,5671,33.62,22466,75598.29881,8204127163,222.77163,5615
SAIL,71523,53813,17710,32.91,57587,333434.01572,11503216771,1790.13271,162
MANAPPURAM,37043,28452,8591,30.19,27314,180810.7776,11388142440,1664.4744,360
CONCOR,37773,29086,8687,29.87,115852,153668.63875,58390796925,8356.03175,510
LAURUSLABS,53620,41748,11872,28.44,232097,339138.06328,301880329522,34456.10022,1711
IDFCFIRSTB,85980,67297,18683,27.76,201090,387019.89501,123576096353,17467.91728,84
SHREECEM,23432,18441,4991,27.06,20146,74905.90203,5740785246,153.97746,27000
PIDILITIND,24811,19792,5019,25.36,24787,93543.44585,10771733605,980.43605,1614
BANKINDIA,42609,34127,8482,24.85,65455,143351.20436,34059874524,3840.62744,137
GLENMARK,50140,40858,9282,22.72,30602,178927.13118,7721537467,789.92467,2199
MFSL,35337,28899,6438,22.28,22135,100098.60648,3427386340,160.3434,1506
FORCEMOT,30883,25271,5612,22.21,72175,46225.61755,27666986277,1335.23777,17289
SUNPHARMA,118439,97457,20982,21.53,143506,180871.59023,80985205521,3968.72521,1973
KFINTECH,26661,21952,4709,21.45,177872,110975.97382,84857237737,11515.60987,948
NIFTYNXT50,2358,1946,412,21.17,4909,9984.50741,7941868286,224.03286,72596
CHOLAFIN,43519,35964,7555,21.01,50078,196198.79956,36322981312,3217.56312,1783
GODREJCP,33933,28200,5733,20.33,17084,68927.20495,2209594485,188.59485,1075
M&M,191372,159846,31526,19.72,207056,345301.34904,99311442846,8552.30846,3240
BAJFINANCE,189298,158554,30744,19.39,148822,461861.02627,70758786330,7140.7383,1049
AMBUJACEM,108127,90772,17355,19.12,69012,241199.78496,12153444360,1730.8236,430
DALBHARAT,23959,20175,3784,18.76,36808,85612.25354,13094201591,924.92091,1822
NYKAA,26707,22526,4181,18.56,12931,91330.77125,4095810906,551.31218,325
GRASIM,76016,64614,11402,17.65,36745,172722.48285,11426231377,483.21377,3120
CROMPTON,43912,37340,6572,17.6,23606,87121.38087,4148362134,504.51384,249
GMRAIRPORT,37090,31710,5380,16.97,19505,94492.04154,5413527256,527.02681,107
CANBK,108980,93318,15662,16.78,148372,360333.93645,94832528760,14535.3096,127
DELHIVERY,34684,29757,4927,16.56,25410,100425.2248,15040024980,1669.8523,469
INDUSTOWER,102697,88420,14277,16.15,70138,200287.62449,27251685168,2978.79168,385
FORTIS,24063,20766,3297,15.88,11088,55950.09711,2605353405,192.48155,943
MOTHERSON,44567,38477,6090,15.83,33728,191778.2464,11811751992,1602.38742,149
BEL,166225,143600,22625,15.76,138825,225142.49181,59750482246,8235.68746,406
RECLTD,60184,52146,8038,15.41,73568,173737.18577,25019025979,2308.80604,368
HDFCLIFE,87381,75819,11562,15.25,47931,154665.74684,14248070144,1508.88144,552
KOTAKBANK,185909,161370,24539,15.21,93387,342839.3416,38574034160,3153.5416,386
BAJAJFINSV,80115,69635,10480,15.05,62406,124685.88114,23493474219,2531.76219,1919
HAL,82998,72428,10570,14.59,103220,166722.64942,55396807099,5546.39599,4618
NTPC,162404,142156,20248,14.24,133351,379473.5826,32887599480,2610.9948,349
ICICIBANK,295291,258781,36510,14.11,201356,755281.51734,127796394733,8675.08733,1445
ETERNAL,153771,134956,18815,13.94,235107,393929.85516,129140216461,14060.75649,295
NAUKRI,52506,46108,6398,13.88,46528,129500.0938,17751569803,1415.04803,1190
POWERGRID,61542,54133,7409,13.69,30840,96365.27445,7409282389,821.03389,287
BRITANNIA,32873,28922,3951,13.66,26091,81610.63975,9455440353,760.71603,5386
TIINDIA,16491,14514,1977,13.62,11758,40538.04858,2704696388,232.68388,2840
HINDUNILVR,137903,121417,16486,13.58,99525,249954.53736,40635159213,3905.49213,2173
ADANIENSOL,55150,48615,6535,13.44,45029,217666.77075,30242925180,2225.0268,1708
NESTLEIND,61760,54444,7316,13.44,55662,151927.83005,25464136545,1458.06545,1448
COALINDIA,116198,102757,13441,13.08,112955,227280.47391,43663440622,4467.14122,427
TITAN,89507,79206,10301,13.01,55318,158698.38386,29932428352,2503.45852,4739
LUPIN,27450,24381,3069,12.59,22182,100428.09636,12918971032,1064.28032,2410
ADANIENT,107512,95597,11915,12.46,75460,338196.08785,37726489892,3471.89402,3035
BHARATFORG,27919,24834,3085,12.42,26338,124438.24535,16230382720,993.9272,2185
MPHASIS,34702,30874,3828,12.4,48940,82147.00219,23564838057,1784.85507,2325
PFC,76100,67882,8218,12.11,53750,177807.89936,11617131708,1451.06208,419
SUPREMEIND,24166,21572,2594,12.02,45639,46453.26463,23030495418,2009.66668,3340
SBIN,264455,236329,28126,11.9,221397,450951.43162,127528559167,11361.14167,1019
DIVISLAB,85818,76725,9093,11.85,138866,190557.35554,84921915357,4598.65357,7440
TATAPOWER,91874,82246,9628,11.71,67707,97730.66105,28085137913,3971.34163,379
VBL,77797,69752,8045,11.53,50147,143578.99338,15767702550,1944.828,463
LICI,35793,32112,3681,11.46,23090,73082.35844,6528280962,625.87462,425
APLAPOLLO,25461,22846,2615,11.45,17394,65100.85725,4852851874,510.12874,1852
NBCC,30185,27097,3088,11.4,20197,77627.13985,4995142750,673.595,94
PNBHOUSING,20478,18387,2091,11.37,18534,63472.78385,6636656949,516.49949,1075
AXISBANK,266705,239849,26856,11.2,201081,485851.91243,108681649212,6074.67962,1229
TATACONSUM,59329,53419,5910,11.06,80487,128161.90464,36832517804,3599.38804,1108
IEX,35960,32446,3514,10.83,52105,92121.61387,20022706567,2707.70317,126
INDHOTEL,43140,38993,4147,10.64,28078,97064.5782,11029111220,819.8622,737
LT,214831,194351,20480,10.54,158413,364603.82519,72209391548,10502.63298,3808
ADANIPORTS,77209,69893,7316,10.47,64802,182289.2661,36900389093,2768.72593,1767
LODHA,46976,42528,4448,10.46,113207,177795.76793,66755402193,8820.39693,1204
YESBANK,82930,75082,7848,10.45,35070,158451.58593,9705717545,1072.93445,22
RELIANCE,564934,511499,53435,10.45,418400,731368.6622,202195287055,25894.77055,1281
