index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,23996.85,23865.75,0.55
NIFTY_BANK,^NSEBANK,57828.3,57542.9,0.5
NIFTY_NEXT_50,^NSMIDCP,71946.9,72199.55,-0.35
INDIA_VIX,^INDIAVIX,13.55,13.6,-0.35
SENSEX,^BSESN,76872.81,76478.67,0.52
