symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
TATAELXSI,3631.9,-15.672525482365495,50.4,14923.0,50695.0,43189.4550125,44652.0,True,6
DABUR,432.4,-1.9501133786848124,25.39,7399.0,33751.0,28536.274875,36591.0,True,6
PAGEIND,42865.0,12.506561679790028,19.49,3004.0,13609.0,21778.305374,18427.0,True,5
DMART,4257.3,4.4761834646249,16.82,3984.0,17245.0,27990.930465,27671.0,True,5
MARUTI,14314.0,8.43939393939394,12.99,15032.0,155716.0,83715.27435,130649.0,True,5
NESTLEIND,1443.6,1.3408213408213343,9.96,3000.0,18039.0,14292.10325,33155.0,True,3
360ONE,1074.3,-3.0415162454873688,9.94,1400.0,3757.0,9623.1043,15493.0,True,3
CDSL,1333.6,6.645341863254691,8.78,2890.0,14074.0,12110.5078025,35820.0,True,3
TITAN,4459.3,8.763414634146345,8.74,5508.0,35904.0,30522.8104825,68525.0,True,3
BAJAJHLDNG,10644.0,1.8564593301435408,8.61,349.0,793.0,2006.5893525,4406.0,True,3
TORNTPHARM,4595.7,3.5510691512133445,7.38,2021.0,7521.0,6664.816425,29448.0,True,3
MARICO,851.0,4.802955665024631,7.03,1227.0,6546.0,10069.41216,18680.0,True,3
KAYNES,3169.0,0.1295459572182346,7.03,2309.0,8232.0,12139.713255,35154.0,True,3
APOLLOHOSP,8669.5,5.449127288207748,6.93,1658.0,4878.0,3650.9421375,25569.0,True,3
ASHOKLEY,161.28,2.706489205884226,6.6,3495.0,18372.0,25267.4565,56489.0,True,3
DIVISLAB,6565.0,-1.8684603886397608,6.53,2627.0,6740.0,4228.19741,42843.0,True,3
JINDALSTEL,1037.7,-14.872846595570136,6.5,1748.0,5507.0,9740.8805625,28636.0,True,3
BAJAJFINSV,1775.4,-1.0864114992478688,6.42,4055.0,18997.0,13925.79276,67247.0,True,3
RADICO,3938.7,10.532076107088727,6.29,296.0,801.0,843.994335,5005.0,True,3
KALYANKJIL,385.7,7.138888888888887,6.25,2326.0,9151.0,10400.764905,39537.0,True,3
PHOENIXLTD,1980.5,11.690728626212495,6.19,819.0,3556.0,3701.359655,14046.0,True,3
POWERINDIA,34650.0,-10.465116279069768,5.83,1595.0,6991.0,11380.9661225,28964.0,True,3
DIXON,11882.0,2.431034482758621,5.77,5219.0,21595.0,21986.618035,95689.0,True,3
ASIANPAINT,2680.9,-1.891971016614207,5.56,2567.0,13577.0,8556.614525,48740.0,True,3
SHREECEM,25965.0,2.729970326409496,5.55,939.0,9207.0,11704.581485,17876.0,True,3
TECHM,1373.6,-8.132691278758704,5.5,2447.0,10732.0,17561.21442,47120.0,True,3
HEROMOTOCO,4858.0,-1.169769097752009,5.36,3934.0,29665.0,23384.33889,77471.0,True,3
DRREDDY,1344.4,2.6181207541409197,5.06,1829.0,8721.0,7788.298375,37994.0,True,3
LICHSGFIN,552.4,3.059701492537309,5.05,1501.0,5768.0,10031.3572,31208.0,True,3
LUPIN,2406.1,5.281351185788037,4.99,852.0,4107.0,5241.459635,17933.0,True,3
MPHASIS,2146.7,-6.093613298337716,4.89,977.0,2791.0,6782.382145,20981.0,True,3
M&M,3162.4,3.6852459016393473,4.73,6538.0,68886.0,56848.7882,144725.0,True,3
LODHA,971.85,3.2619667428146464,4.73,1133.0,6265.0,7108.4080625,25158.0,True,3
HINDALCO,948.05,-16.101769911504427,4.69,4303.0,15023.0,20779.75963,96164.0,True,3
TIINDIA,3055.7,-2.71259829985037,4.65,509.0,2269.0,4795.7833,11446.0,True,3
ETERNAL,269.8,7.447232178414981,4.58,4971.0,28465.0,42784.13047,113462.0,True,3
COFORGE,1408.5,-2.065081351689615,4.5,2452.0,13294.0,19589.83714,56999.0,True,3
APLAPOLLO,1780.0,-2.9814138551261813,4.5,828.0,2909.0,6683.38069,19213.0,True,3
SBICARD,592.25,-5.209667093469903,4.49,2475.0,8066.0,7079.06944,57633.0,True,3
JUBLFOOD,420.25,-2.2674418604651163,4.28,957.0,3482.0,4640.601625,23351.0,True,3
POLYCAB,9814.0,3.294390064203768,4.11,976.0,6653.0,13839.0660375,24723.0,True,3
SUNPHARMA,1875.3,3.493377483443706,4.07,2952.0,13380.0,7166.834255,75577.0,True,3
LT,4134.5,1.1127415015896307,4.05,4425.0,15891.0,12687.5303975,113725.0,True,3
PNBHOUSING,1058.0,1.7307692307692308,4.01,700.0,3618.0,8981.06846,18179.0,True,3
KEI,5382.0,1.7487475186690613,3.86,558.0,1828.0,4294.585435,15001.0,True,3
VBL,521.1,-1.4933837429111487,3.84,2005.0,11708.0,19935.0973875,54157.0,True,3
MCX,2976.2,0.3100775193798388,3.73,2631.0,77436.0,92198.3042025,73236.0,True,3
KOTAKBANK,395.0,2.824417545229734,3.7,4208.0,18040.0,26148.2234,117893.0,True,3
BSE,3917.4,-6.282296650717702,3.7,2412.0,22025.0,28259.14388,67681.0,True,3
BIOCON,420.75,-2.4234693877550995,3.68,838.0,8926.0,25887.44225,23624.0,True,3
MUTHOOTFIN,2976.6,-10.612612612612615,3.55,1026.0,5277.0,5537.6311925,29938.0,True,3
MANKIND,2521.8,5.083756979748312,3.31,449.0,1888.0,2573.1743,14020.0,True,3
ANGELONE,331.9,-2.668621700879772,3.28,448.0,2214.0,4839.003,14120.0,True,3
TATASTEEL,188.53,-10.223809523809525,3.27,3573.0,14675.0,9932.83005,112792.0,True,3
RVNL,239.0,-3.6678758565094696,3.27,1015.0,4491.0,4500.1115775,32100.0,True,3
AMBER,7515.0,-1.5072083879423328,3.22,878.0,3669.0,5396.38331,28118.0,True,3
TATACONSUM,1086.7,-7.781737949762392,3.2,1172.0,6565.0,9736.64604,37853.0,True,3
FORCEMOT,18517.0,-5.216011466011466,3.2,383.0,3157.0,3004.6434775,12345.0,True,3
ABCAPITAL,392.9,7.203274215552518,3.15,578.0,2409.0,5374.89966,18923.0,True,3
HDFCLIFE,571.6,-3.892391761244217,3.13,1377.0,4359.0,4569.96903,45430.0,True,3
LAURUSLABS,1487.3,8.372194695424064,3.04,798.0,7803.0,25361.279235,27037.0,True,3
GLENMARK,2167.7,-5.290982174065028,3.01,1143.0,5184.0,8513.7888375,39166.0,True,3
HCLTECH,1058.4,-11.066296949836136,2.99,4157.0,18255.0,17795.537,143378.0,True,3
TMPV,351.0,-11.139240506329116,2.96,2507.0,13646.0,11932.4992,87254.0,True,3
JSWSTEEL,1224.0,-4.337631887456038,2.95,2061.0,5684.0,9549.16128,71877.0,True,3
HAVELLS,1198.3,1.0967687505272927,2.95,797.0,11847.0,16529.27055,27831.0,True,3
ADANIPORTS,1847.7,2.133657619810964,2.87,1798.0,23352.0,35026.70862,64482.0,True,3
OFSS,10924.0,8.49140927599563,2.87,583.0,6703.0,15228.71613,20928.0,True,3
ICICIGI,1748.9,-2.3451895694902003,2.87,473.0,1552.0,1984.132215,16960.0,True,3
ITC,289.4,0.5559416261292446,2.82,4027.0,21158.0,10561.5962625,146591.0,True,3
VEDL,278.75,-21.500985637848498,2.78,2722.0,11814.0,6220.52043,100816.0,True,3
INDIGO,5375.0,18.78453038674033,2.77,1951.0,14322.0,11367.54837,72408.0,True,3
IOC,138.9,-1.1387900355871845,2.71,1095.0,3087.0,4250.265825,41496.0,True,3
DLF,625.9,5.1932773109243655,2.67,1663.0,6639.0,10313.382305,63875.0,True,3
BLUESTARCO,1621.6,1.98100748380605,2.6,325.0,1099.0,912.444,12805.0,True,3
