symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,0.0382936355977636,-1.9737335834896776,0.74,2.64,-4.13,-0.7,-4.61,2.16
HDFCBANK,Finance,NIFTY_FIN_SERVICE,3.2600258732212217,6.568758344459285,0.74,2.64,3.63,2.52,3.93,2.94
BHARTIARTL,Communications,,-1.5704314720812207,1.721311475409836,0.74,2.64,,-2.31,-0.92,
ICICIBANK,Finance,NIFTY_FIN_SERVICE,2.580933910189478,9.394638453583656,0.74,2.64,3.63,1.84,6.75,5.76
SBIN,Finance,NIFTY_FIN_SERVICE,1.1425781250000044,7.187580853816304,0.74,2.64,3.63,0.4,4.55,3.56
TCS,Technology Services,NIFTY_IT,-1.21300339640951,-10.85814360770578,0.74,2.64,-12.32,-1.95,-13.5,1.46
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,6.604367912641745,11.39393274452794,0.74,2.64,3.63,5.86,8.75,7.76
LT,Industrial Services,NIFTY_ENERGY,-1.005626720938585,1.1127415015896307,0.74,2.64,-4.13,-1.75,-1.53,5.24
LICI,Finance,NIFTY_FIN_SERVICE,-0.9088843444671664,5.491049830672483,0.74,2.64,3.63,-1.65,2.85,1.86
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,0.2037037037037079,0.2733379661802219,0.74,2.64,-1.13,-0.54,-2.37,1.4
SUNPHARMA,Health Technology,NIFTY_PHARMA,0.3907922912205543,3.493377483443706,0.74,2.64,4.14,-0.35,0.85,-0.65
ADANIPOWER,Utilities,NIFTY_ENERGY,-2.8150075905443543,-8.546938775510204,0.74,2.64,-4.13,-3.56,-11.19,-4.42
AXISBANK,Finance,NIFTY_FIN_SERVICE,0.6637168141592921,5.896043444530644,0.74,2.64,3.63,-0.08,3.26,2.27
