symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
METROBRAND,2026-06-30,1025.8,1004.8,178929,152861,85.43,1815.13,8175
HATSUN,2026-06-30,926.8,919.25,25339,18933,74.72,233.83,1808
RAMCOCEM,2026-06-30,929.7,929.95,510393,377030,73.87,4743.17,16799
ACC,2026-06-30,1333.4,1327.2,257423,189716,73.7,3418.93,12677
ICICIGI,2026-06-30,1768.1,1741.7,1825831,1300054,71.2,31951.18,45265
PETRONET,2026-06-30,281.25,280.8,3356558,2388159,71.15,9416.98,55468
UPL,2026-06-30,568.4,571.2,3979387,2799465,70.35,22683.7,51962
POLICYBZR,2026-06-30,1623.1,1628.6,1884876,1298530,68.89,30815.4,82135
INDHOTEL,2026-06-30,707.05,713.95,5245577,3606526,68.75,37382.42,64166
APLAPOLLO,2026-06-30,1787.5,1788.7,890251,608420,68.34,15911.72,45309
CRISIL,2026-06-30,4076.3,4079.0,53081,36006,67.83,2167.86,8150
PGHH,2026-06-30,8813.0,9084.0,37919,25551,67.38,3429.11,7345
GILLETTE,2026-06-30,7561.0,7679.5,38820,25946,66.84,2971.79,6869
PNBHOUSING,2026-06-30,1034.0,1038.4,1494613,992723,66.42,15494.11,34029
TVSHLTD,2026-06-30,13454.0,13678.0,3728,2475,66.39,507.01,2027
DABUR,2026-06-30,426.3,422.2,1799370,1191847,66.24,7619.09,41079
GLAXO,2026-06-30,2354.4,2450.3,218133,144459,66.23,5292.59,30526
SBILIFE,2026-06-30,1755.4,1765.7,1456822,951000,65.28,25652.06,58538
IOC,2026-06-30,139.18,139.38,19013315,12389766,65.16,26499.61,79494
MARICO,2026-06-30,839.95,836.25,3911248,2547912,65.14,32697.37,76676
OIL,2026-06-30,412.75,416.95,4098623,2659604,64.89,17052.36,40765
DIVISLAB,2026-06-30,6557.5,6579.0,577958,372958,64.53,38032.31,42896
HINDALCO,2026-06-30,963.8,956.6,8514541,5475967,64.31,81526.55,127078
JBCHEPHARM,2026-06-30,2303.2,2295.9,533954,342999,64.24,12289.19,34040
FORTIS,2026-06-30,950.4,956.95,1619767,1038987,64.14,15509.32,53056
HINDUNILVR,2026-06-30,2151.3,2118.2,2364422,1510961,63.9,50167.49,126760
CRAFTSMAN,2026-06-30,9388.0,9460.0,85170,54182,63.62,8049.94,14894
PFC,2026-06-30,424.45,424.3,7095981,4494056,63.33,30178.84,79256
SHRIRAMFIN,2026-06-30,1032.65,1042.15,5218792,3303356,63.3,54367.64,139945
LGEINDIA,2026-06-30,1566.9,1552.0,499937,316438,63.3,7791.06,32957
GODREJCP,2026-06-30,1021.9,1010.0,1035474,651542,62.92,10488.69,28916
M&M,2026-06-30,3093.0,3068.8,3882185,2435076,62.72,119825.63,156015
PIDILITIND,2026-06-30,1599.6,1592.7,1080720,676725,62.62,17254.24,47972
CUMMINSIND,2026-06-30,5541.5,5659.5,646570,404447,62.55,36466.38,58652
COLPAL,2026-06-30,1999.2,1997.9,479375,299641,62.51,9559.49,24545
CHOLAFIN,2026-06-30,1774.0,1789.8,1364890,850752,62.33,24455.42,65489
MEDANTA,2026-06-30,1304.7,1313.8,158633,98804,62.28,2091.73,13054
JSL,2026-06-30,683.15,692.65,918505,569801,62.04,6388.15,43935
INDUSTOWER,2026-06-30,394.65,391.7,6895600,4268142,61.9,27078.24,50122
TORNTPOWER,2026-06-30,1418.0,1414.9,403378,249400,61.83,5716.41,23339
IDFCFIRSTB,2026-06-30,78.2,79.49,30193040,18540265,61.41,23861.76,83070
APOLLOHOSP,2026-06-30,8655.0,8682.0,491231,301396,61.36,42741.22,53201
CIPLA,2026-06-30,1454.1,1465.4,2818077,1727700,61.31,41321.46,92848
BRITANNIA,2026-06-30,5102.0,5146.5,326609,199996,61.23,16793.97,40737
PIRAMALFIN,2026-06-30,2144.9,2164.1,461009,282010,61.17,9916.85,37467
ICICIPRULI,2026-06-30,489.5,487.95,1715722,1048014,61.08,8347.7,31664
LENSKART,2026-06-30,505.85,514.95,4833163,2946161,60.96,24796.79,63645
SUNDARMFIN,2026-06-30,4547.5,4506.7,83076,50552,60.85,3753.96,12117
ASIANPAINT,2026-06-30,2656.9,2635.7,1821479,1107474,60.8,48296.94,78738
AUROPHARMA,2026-06-30,1547.5,1578.7,3230823,1963968,60.79,50884.83,95049
KOTAKBANK,2026-06-30,395.5,392.25,24824891,15064846,60.68,97472.37,161004
GRASIM,2026-06-30,3080.2,3100.0,868872,527130,60.67,26991.07,59049
HDFCBANK,2026-06-30,798.9,797.95,45778356,27708562,60.53,365610.96,507833
POWERGRID,2026-06-30,286.25,286.3,11985195,7243642,60.44,34340.76,96697
CONCOR,2026-06-30,471.0,475.25,1229797,743035,60.42,5828.91,20977
HEXT,2026-06-30,519.4,514.85,1231363,741467,60.22,6333.3,29615
INDIGO,2026-06-30,5315.2,5368.4,1064890,641280,60.22,57101.26,86461
TATACONSUM,2026-06-30,1112.8,1075.6,5430865,3261476,60.05,58584.88,126643
GODIGIT,2026-06-30,319.75,322.75,979215,587509,60.0,3160.46,30300
CEMPRO,2026-06-30,1252.8,1298.7,574763,344696,59.97,7412.42,19487
NYKAA,2026-06-30,302.05,310.85,10077069,6038142,59.92,31156.67,84314
UNITDSPR,2026-06-30,1341.5,1350.4,943978,565210,59.88,12741.22,34812
TVSMOTOR,2026-06-30,3456.8,3460.6,1071980,638746,59.59,37217.25,70854
VAML,2026-06-30,452.09,448.46,14936582,8887036,59.5,66807.02,198501
LALPATHLAB,2026-06-30,1647.0,1646.2,426427,253575,59.47,7031.29,35231
TIMKEN,2026-06-30,3490.9,3485.7,72584,43161,59.46,2542.13,11184
TATACOMM,2026-06-30,1993.4,1970.6,579724,343842,59.31,11427.05,25537
BIOCON,2026-06-30,415.25,418.3,6045593,3561684,58.91,25156.87,54943
SIEMENS,2026-06-30,3573.1,3599.9,301665,177123,58.72,10862.52,18460
CANBK,2026-06-30,125.86,125.52,44899446,26356587,58.7,56391.67,106924
IRCTC,2026-06-30,503.85,502.9,683811,400502,58.57,3447.66,25780
RADICO,2026-06-30,3876.9,3945.5,691271,402482,58.22,27260.85,58537
COFORGE,2026-06-30,1491.4,1465.7,4539593,2640513,58.17,67173.37,103820
ESCORTS,2026-06-30,2897.2,2935.9,80017,46529,58.15,2346.8,12668
FEDERALBNK,2026-06-30,324.05,330.05,15572784,9053973,58.14,51259.53,133663
ANTHEM,2026-06-30,775.0,770.55,490723,284702,58.02,3793.91,23064
TORNTPHARM,2026-06-30,4657.6,4620.1,466117,270017,57.93,21613.39,39136
RECLTD,2026-06-30,364.95,363.8,10340613,5984781,57.88,37734.0,86496
JSWINFRA,2026-06-30,321.1,322.15,4095135,2367961,57.82,13193.52,75092
DELHIVERY,2026-06-30,463.55,472.05,3202117,1848850,57.74,15032.66,48727
BAJFINANCE,2026-06-30,982.05,1004.75,12445420,7184169,57.73,124407.31,261356
IKS,2026-06-30,1699.6,1679.4,71173,41052,57.68,1198.23,9456
KARURVYSYA,2026-06-30,298.85,296.1,2814293,1619972,57.56,8359.86,76849
NBCC,2026-06-30,104.35,104.93,18641839,10712751,57.47,19604.6,46219
CUB,2026-06-30,201.5,208.6,3818201,2185567,57.24,7931.16,78162
DMART,2026-06-30,4357.0,4380.7,379455,217157,57.23,16594.32,36786
NESTLEIND,2026-06-30,1387.3,1405.2,3178483,1817760,57.19,44685.42,100814
BERGEPAINT,2026-06-30,518.3,510.1,506186,288806,57.06,2605.34,20467
ETERNAL,2026-06-30,259.4,264.6,32940948,18772336,56.99,86495.57,153714
MANKIND,2026-06-30,2486.0,2545.6,754284,427733,56.71,19120.02,72378
ICICIAMC,2026-06-30,3282.3,3319.6,449683,254613,56.62,14825.2,53205
ULTRACEMCO,2026-06-30,11336.0,11253.0,331714,187718,56.59,37414.64,42454
HDFCAMC,2026-06-30,2606.6,2653.2,753577,425713,56.49,19942.57,36174
MAXHEALTH,2026-06-30,1149.9,1129.25,2457312,1388029,56.49,28006.24,99137
LUPIN,2026-06-30,2409.3,2419.0,1412728,795134,56.28,34144.92,83899
HDBFS,2026-06-30,752.25,750.8,829047,466509,56.27,6250.13,33439
MCX,2026-06-30,2914.5,2837.2,3486024,1960988,56.25,99758.99,207136
NAUKRI,2026-06-30,986.8,978.0,1437793,808489,56.23,14065.09,46708
TATASTEEL,2026-06-30,189.57,188.06,33686235,18920528,56.17,63420.14,192566
VMM,2026-06-30,115.79,117.95,14365690,8067308,56.16,16887.57,51758
GODREJIND,2026-06-30,1153.5,1174.7,142444,79989,56.15,1668.65,11640
