identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY07-07-2026CE24000.00,Index Options,NIFTY,07-Jul-2026,Call,24000,181.25,971806,101857.416375,147413,23994.55,29.603146228101537
OPTIDXNIFTY07-07-2026PE23900.00,Index Options,NIFTY,07-Jul-2026,Put,23900,106.0,804370,66777.18866,181609,23994.55,-23.905240488155062
OPTIDXNIFTY07-07-2026CE23900.00,Index Options,NIFTY,07-Jul-2026,Call,23900,240.5,689676,93526.617522,59843,23994.55,27.687815237589593
OPTIDXNIFTY07-07-2026PE24000.00,Index Options,NIFTY,07-Jul-2026,Put,24000,145.1,660533,70597.4367735,192583,23994.55,-23.02387267904509
OPTIDXNIFTY07-07-2026CE23950.00,Index Options,NIFTY,07-Jul-2026,Call,23950,209.9,571028,68079.671244,39104,23994.55,28.61519607843137
OPTIDXNIFTY07-07-2026CE24100.00,Index Options,NIFTY,07-Jul-2026,Call,24100,130.15,527304,39285.729911999995,90056,23994.55,30.738322451029635
OPTIDXNIFTY07-07-2026PE23950.00,Index Options,NIFTY,07-Jul-2026,Put,23950,124.65,473053,44757.436541999996,89421,23994.55,-24.155765135381806
OPTIDXNIFTY07-07-2026PE23800.00,Index Options,NIFTY,07-Jul-2026,Put,23800,74.4,442853,25619.04605,98149,23994.55,-25.037783375314863
OPTIDXNIFTY07-07-2026CE24200.00,Index Options,NIFTY,07-Jul-2026,Call,24200,89.8,380236,19651.166834,81813,23994.55,31.671554252199414
OPTIDXNIFTY07-07-2026CE24500.00,Index Options,NIFTY,07-Jul-2026,Call,24500,23.05,323540,4376.36381,104781,23994.55,20.99737532808399
OPTIDXNIFTY07-07-2026PE23850.00,Index Options,NIFTY,07-Jul-2026,Put,23850,88.85,318652,22249.238596,58492,23994.55,-26.01998334721066
OPTIDXNIFTY07-07-2026CE24300.00,Index Options,NIFTY,07-Jul-2026,Call,24300,58.95,301935,10075.872885,78190,23994.55,31.0
OPTIDXNIFTY07-07-2026CE24050.00,Index Options,NIFTY,07-Jul-2026,Call,24050,154.45,298829,27150.706453000003,40310,23994.55,29.953723180479596
OPTIDXNIFTY07-07-2026PE23500.00,Index Options,NIFTY,07-Jul-2026,Put,23500,23.35,282730,5167.73894,94451,23994.55,-18.641114982578397
OPTIDXNIFTY07-07-2026CE24150.00,Index Options,NIFTY,07-Jul-2026,Call,24150,108.95,252314,15731.273272,34117,23994.55,30.94951923076923
OPTIDXNIFTY07-07-2026CE24400.00,Index Options,NIFTY,07-Jul-2026,Call,24400,37.4,250893,5404.486113,67895,23994.55,28.522336769759452
OPTIDXNIFTY07-07-2026PE23700.00,Index Options,NIFTY,07-Jul-2026,Put,23700,51.1,243426,9655.005438,67215,23994.55,-23.674383868558625
OPTIDXNIFTY07-07-2026PE23600.00,Index Options,NIFTY,07-Jul-2026,Put,23600,34.75,223490,5967.62998,63771,23994.55,-20.389461626575027
OPTIDXNIFTY07-07-2026PE23750.00,Index Options,NIFTY,07-Jul-2026,Put,23750,61.7,187281,9123.8621175,47980,23994.55,-23.82716049382716
OPTIDXNIFTY07-07-2026CE25000.00,Index Options,NIFTY,07-Jul-2026,Call,25000,3.4,186753,416.3658135,112550,23994.55,-6.8493150684931505
