date,symbol,subject,details,category
13-Sep-2026 22:55:21,PERSISTENT,Copy of Newspaper Publication,Persistent Systems Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
13-Sep-2026 22:26:24,HEIDELBERG,General Updates,HeidelbergCement India Limited has informed the Exchange about Disclosure under Regulation 30 of SEBI LODR,General Updates
13-Sep-2026 19:14:31,EMUDHRA,Press Release,"eMudhra Limited has informed the Exchange regarding a press release dated September 13, 2026, titled "" GLEIF Welcomes eMudhra as a Validation Agent, Expanding LEI Access Through its Digital Trust Ecosystem "".",Press Release
13-Sep-2026 18:36:38,COFORGE,Press Release,"Coforge Limited has informed the Exchange regarding a press release dated September 13, 2026, titled ""Press Release"".",Press Release
13-Sep-2026 17:20:23,LENSKART,Acquisition,"Lenskart Solutions Limited has informed the Exchange about acquisition of an additional stake in its associate entity, Dimension NXG Private Limited.",Acquisition
13-Sep-2026 16:59:07,DPSCLTD,Corporate Insolvency Resolution Process,DPSC Limited has informed the Exchange about Corporate Insolvency Resolution Process-Outcome of the Voting Results of the 7th (seventh) Meeting of the Committee of Creditors (CoC) of India Power Corporation Limited (IPCL),Corporate Insolvency Resolution Process
13-Sep-2026 16:55:35,DPSCLTD,Corporate Insolvency Resolution Process,DPSC Limited has informed the Exchange about Corporate Insolvency Resolution Process-Outcome of the Voting Results of the 6th (sixth) Meeting of the Committee of Creditors (CoC) of India Power Corporation Limited (IPCL),Corporate Insolvency Resolution Process
13-Sep-2026 16:37:51,GLAND,General Updates,"Gland Pharma Limited has informed the Exchange about acquisition of 100% of the equity share capital of Gland Pharma USA Inc. , a wholly-owned step down subsidiary of the Company, from Gland Pharma International Pte. Ltd, a wholly-owned subsidiary of the Company",General Updates
13-Sep-2026 16:37:09,HORIZONIND,Analysts/Institutional Investor Meet/Con. Call Updates,Horizon Industrial Parks Limited has informed the Exchange about Transcript,Analysts/Institutional Investor Meet/Con. Call Updates
13-Sep-2026 16:27:16,GLAND,Outcome of Board Meeting,"Gland Pharma Limited has informed the Exchange regarding Outcome of Board Meeting held on September 13, 2026.",Outcome of Board Meeting
13-Sep-2026 16:26:04,SANGINITA,Copy of Newspaper Publication,Sanginita Chemicals Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
13-Sep-2026 15:39:10,GLAND,General Updates,"Gland Pharma Limited has informed the Exchange about Allotment of 44,193 Equity Shares on exercise of ESOPs",General Updates
13-Sep-2026 15:33:58,PTCIL,Copy of Newspaper Publication,PTC Industries Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
13-Sep-2026 15:33:42,GLAND,Options to purchase securities,Gland Pharma Limited has informed the Exchange about Options to purchase securities,Options to purchase securities
13-Sep-2026 15:27:31,GLAND,General Updates,Gland Pharma Limited has informed the Exchange about Board comments on fines levied by the Exchanges,General Updates
13-Sep-2026 14:55:49,STYL,Copy of Newspaper Publication,"Seshaasai Technologies Limited has informed the Exchange about Copy of Newspaper Publication for Revised Annual Report for FY 2025-26 was published on September 11, 2026",Copy of Newspaper Publication
13-Sep-2026 13:30:16,LLOYDSME,Acquisition,Intimation for Incorporation of step down subsidiary,Acquisition
13-Sep-2026 12:44:31,HYBRIDFIN,Shareholders meeting,Scrutinisers' Report Dated 11th September 2026 with Voting Results,Shareholders meeting
13-Sep-2026 12:07:52,RBLBANK,Credit Rating,RBL Bank Limited has informed the Exchange about Credit Rating,Credit Rating
13-Sep-2026 11:48:09,TEMPSENS,Analysts/Institutional Investor Meet/Con. Call Updates,Tempsens Instruments (India) Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
