symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
HBPOR,2026-09-11,58.9,59.99,664,551,100.0,0.4,24
HBSL,2026-09-11,54.37,52.91,3721,3711,100.0,1.97,29
KANCOTEA,2026-09-11,52.29,52.29,1,1,100.0,0.0,1
INDPRUD,2026-09-11,6211.5,6250.0,2,1,100.0,0.13,2
MUKESHB,2026-09-11,132.5,133.0,13,8,100.0,0.02,2
VADILENT,2026-09-11,10400.0,10400.0,31,16,100.0,3.23,9
NICCOPAR,2026-09-11,80.02,83.0,306,300,100.0,0.25,7
ELCIDIN,2026-09-11,106400.0,106850.0,6,6,100.0,6.35,6
MSL,2026-09-11,149.0,141.56,236,166,100.0,0.34,12
NEAGI,2026-09-11,3469.0,3435.0,11,10,100.0,0.38,4
TERAI,2026-09-11,125.85,126.9,180,180,100.0,0.23,4
PALREDTEC,2026-09-11,53.28,52.0,796,696,100.0,0.42,21
THACKER,2026-09-11,1045.0,1038.0,9,8,100.0,0.09,5
APOORVA,2026-09-11,26.56,27.63,135,15,100.0,0.04,4
COMPEAU,2026-09-11,360.0,362.0,885,782,100.0,3.2,17
ATALREAL,2026-09-11,15.27,13.75,370055,361419,100.0,50.88,525
RHETAN,2026-09-11,25.27,24.01,72250,66523,100.0,17.35,550
SRGHFL,2026-09-11,195.0,156.0,11743,11470,100.0,18.32,213
SIEL,2026-09-11,29.35,30.0,169,168,100.0,0.05,8
SIMPLXREA,2026-09-11,132.5,137.0,10,8,100.0,0.01,5
SONAL,2026-09-11,90.08,86.25,108,108,100.0,0.09,4
SAPPL,2026-09-11,286.05,290.8,212,212,100.0,0.62,7
SUNLOC,2026-09-11,75.5,75.5,909,909,100.0,0.69,9
ARYAMAN,2026-09-11,625.0,635.0,112,112,100.0,0.7,16
SAGARDEEP,2026-09-11,24.04,23.79,9000,8993,99.93,2.17,59
SVPGLOB,2026-09-11,3.42,3.45,20107,19741,99.79,0.68,76
DIGIDRIVE,2026-09-11,17.47,17.15,11469,9130,99.76,1.97,124
ANSALBU,2026-09-11,80.9,82.0,276,275,99.64,0.23,14
VITAL,2026-09-11,55.96,55.65,2687,2632,99.55,1.45,21
SAMBANDAM,2026-09-11,113.01,111.65,200,194,99.49,0.22,13
PEARLPOLY,2026-09-11,15.62,15.51,1835,1550,99.49,0.29,37
VGCL,2026-09-11,49.42,50.0,548,535,99.44,0.27,15
MASKINVEST,2026-09-11,148.62,145.36,671,515,99.42,0.98,19
SAYAJIHOTL,2026-09-11,325.2,326.8,308,160,99.38,1.0,12
MFML,2026-09-11,18.94,18.52,2771,2274,99.34,0.52,39
PACIFICI,2026-09-11,137.82,140.0,421,417,99.29,0.6,19
CPEDU,2026-09-11,185.58,177.74,3545,1568,99.24,6.34,92
KAMANWALA,2026-09-11,17.02,17.46,2767,761,99.22,0.48,31
HGM,2026-09-11,49.57,48.68,7531,7194,99.16,3.71,58
AFSL,2026-09-11,201.27,201.0,28715,26362,99.12,57.72,104
SHIVAMILLS,2026-09-11,60.38,61.47,162,109,99.09,0.1,8
ADDIND,2026-09-11,74.83,77.48,1712,1435,98.9,1.29,27
HISARMETAL,2026-09-11,155.28,157.2,808,787,98.87,1.28,15
AKCAPIT,2026-09-11,1702.5,1708.4,887,606,98.86,15.12,49
RVTH,2026-09-11,762.5,740.95,97,82,98.8,0.73,36
RKDL,2026-09-11,18.32,18.06,10185,9282,98.77,1.84,74
BLUECOAST,2026-09-11,21.83,22.18,477,195,98.48,0.11,14
