symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
CUB,224.63,62.37935759745984,34.58704894150709,Buy,9.575609756097558,True,6
GRANULES,880.8,66.75252714357664,40.51875815557918,Buy,17.12765957446808,True,6
PFOCUS,289.47,68.55820664822214,29.43440230374329,Buy,17.74252593044541,True,6
ETERNAL,286.6,61.17996575093672,36.37018213927551,Buy,12.834645669291348,True,6
INDIGO,5248.5,56.72145185743364,33.0658983490533,Buy,7.630629152653605,True,6
DIVISLAB,7247.5,69.60760980734528,35.08395323724815,Buy,7.689450222882615,True,6
TITAN,4638.1,67.62851977833415,29.207638903815692,Strong buy,6.917934532042424,True,6
MARICO,844.0,54.64645657342835,39.7057647895316,Buy,4.06905055487053,True,6
CDSL,1418.2,62.46241953316671,26.7401887647886,Buy,11.66929133858268,True,6
ACMESOLAR,385.25,62.24885892190984,43.989385189771525,Buy,12.976539589442815,True,6
GRINDWELL,2086.7,51.48512655297626,42.3679793567167,Buy,1.7902439024390155,True,6
SUMICHEM,538.55,67.78542790615978,27.417421303726385,Buy,13.714104729729714,True,6
TORNTPHARM,4763.0,53.07874052500667,35.54577711214465,Buy,6.435754189944134,True,6
AEGISVOPAK,271.24,57.79523203202564,46.96179075885264,Buy,13.966386554621852,True,6
LUPIN,2443.2,54.70353093801733,26.504236979200986,Buy,7.502090025080301,True,6
BOSCHLTD,40855.0,54.81445924585538,37.96608834355568,Buy,4.089171974522293,True,6
ZYDUSLIFE,1143.7,59.18652783439451,42.32604758325543,Buy,6.8978409197121175,True,6
SHYAMMETL,1022.5,62.91723572683177,29.4344405152784,Buy,5.958549222797927,True,6
APOLLOHOSP,8826.0,60.19830040910884,29.47992247514723,Buy,5.190393897860676,True,6
CUPID,214.78,66.44569286086062,30.007234691082047,Buy,30.177586520395167,True,6
PNBHOUSING,1099.8,59.98709876307389,25.5674051689226,Buy,7.802391687904323,True,6
ACUTAAS,3619.4,63.78614966596436,34.963095363734446,Buy,21.37491616364856,True,6
LALPATHLAB,1687.4,53.89301527213622,26.60026790608761,Buy,2.2666666666666724,True,6
PIDILITIND,1566.1,51.07372532592935,27.749965458698533,Buy,-0.5713922925528538,True,6
CHOLAFIN,1804.9,59.511927271518985,28.26818773003107,Buy,7.40895024994049,True,6
