index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24334.3,24072.75,1.09
NIFTY_BANK,^NSEBANK,58521.4,57582.25,1.63
NIFTY_NEXT_50,^NSMIDCP,71828.4,71828.4,0.0
INDIA_VIX,^INDIAVIX,13.15,12.88,2.1
SENSEX,^BSESN,78151.45,77186.87,1.25
