symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,2.7324096292282647,-0.4351087771942951,0.53,1.03,0.75,2.2,-1.47,-1.19
HDFCBANK,Finance,NIFTY_FIN_SERVICE,-0.533980582524269,4.056370215197111,0.53,1.03,6.45,-1.06,3.03,-2.39
BHARTIARTL,Communications,,-1.0984455958549246,3.0113329735563927,0.53,1.03,,-1.63,1.98,
ICICIBANK,Finance,NIFTY_FIN_SERVICE,3.928905519176794,7.622950819672129,0.53,1.03,6.45,3.4,6.59,1.17
SBIN,Finance,NIFTY_FIN_SERVICE,1.4375910636231135,2.68436578171091,0.53,1.03,6.45,0.91,1.65,-3.77
TCS,Technology Services,NIFTY_IT,7.78073342200267,2.716161158895428,0.53,1.03,1.45,7.25,1.69,1.27
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,4.573804573804567,10.595749136216096,0.53,1.03,6.45,4.04,9.57,4.15
LICI,Finance,NIFTY_FIN_SERVICE,-1.568181818181813,5.505481120584658,0.53,1.03,6.45,-2.1,4.48,-0.94
LT,Industrial Services,NIFTY_ENERGY,-2.317541613316261,-9.180733792052578,0.53,1.03,0.75,-2.85,-10.21,-9.93
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,-0.3578898442946697,-2.603243832629128,0.53,1.03,0.72,-0.89,-3.63,-3.32
SUNPHARMA,Health Technology,NIFTY_PHARMA,-0.5250154416306385,6.538037486218297,0.53,1.03,6.21,-1.06,5.51,0.33
INFY,Technology Services,NIFTY_IT,2.0,-4.569190600522194,0.53,1.03,1.45,1.47,-5.6,-6.02
MARUTI,Consumer Durables,NIFTY_AUTO,0.0217391304347826,0.7518248175182481,0.53,1.03,3.98,-0.51,-0.28,-3.23
ADANIENT,Distribution Services,NIFTY_FIN_SERVICE,1.7938808373590924,6.852603110209595,0.53,1.03,6.45,1.26,5.82,0.4
ADANIPORTS,Transportation,NIFTY_AUTO,2.072107105160834,0.7346491228070225,0.53,1.03,3.98,1.54,-0.3,-3.25
ADANIPOWER,Utilities,NIFTY_ENERGY,-1.8535469107551537,-3.6612758310871545,0.53,1.03,0.75,-2.38,-4.69,-4.41
TITAN,Consumer Durables,NIFTY_AUTO,1.299523871925916,6.917934532042424,0.53,1.03,3.98,0.77,5.89,2.94
AXISBANK,Finance,NIFTY_FIN_SERVICE,1.8788343558282208,-2.6097793416904853,0.53,1.03,6.45,1.35,-3.64,-9.06
M&M,Consumer Durables,NIFTY_AUTO,2.257960759086517,1.087440381558023,0.53,1.03,3.98,1.73,0.06,-2.89
KOTAKBANK,Finance,NIFTY_FIN_SERVICE,3.311696913498477,-4.388868456540403,0.53,1.03,6.45,2.78,-5.42,-10.84
ITC,Consumer Non-Durables,NIFTY_FMCG,-0.7601202050556952,-3.853399554718274,0.53,1.03,0.72,-1.29,-4.88,-4.57
ULTRACEMCO,Non-Energy Minerals,NIFTY_METAL,1.2344613259668509,3.0492091388400704,0.53,1.03,-0.61,0.7,2.02,3.66
NTPC,Utilities,NIFTY_ENERGY,-0.7692307692307626,-3.853185206018841,0.53,1.03,0.75,-1.3,-4.88,-4.6
HCLTECH,Technology Services,NIFTY_IT,2.6342710997442533,2.9854576561163464,0.53,1.03,1.45,2.1,1.96,1.54
ONGC,Energy Minerals,NIFTY_ENERGY,1.4939462343525494,0.5243902439024358,0.53,1.03,0.75,0.96,-0.51,-0.23
JSWSTEEL,Non-Energy Minerals,NIFTY_METAL,0.4057453542156942,-3.335937500000004,0.53,1.03,-0.61,-0.12,-4.37,-2.73
BEL,Electronic Technology,NIFTY_IT,0.2571008814887393,0.6019656019655991,0.53,1.03,1.45,-0.27,-0.43,-0.85
HAL,Electronic Technology,NIFTY_IT,2.381710646041852,5.242604933941303,0.53,1.03,1.45,1.85,4.21,3.79
BAJAJFINSV,Finance,NIFTY_FIN_SERVICE,-2.692489371752478,3.4598214285714284,0.53,1.03,6.45,-3.22,2.43,-2.99
BAJAJ_AUTO,Consumer Durables,NIFTY_AUTO,2.608695652173913,4.6392785571142285,0.53,1.03,3.98,2.08,3.61,0.66
ETERNAL,Technology Services,NIFTY_IT,-2.748557855446205,12.834645669291348,0.53,1.03,1.45,-3.28,11.8,11.38
NESTLEIND,Consumer Non-Durables,NIFTY_FMCG,-2.713019768234489,2.528735632183911,0.53,1.03,0.72,-3.24,1.5,1.81
COALINDIA,Energy Minerals,NIFTY_ENERGY,-0.5811926072300361,-5.156353958749168,0.53,1.03,0.75,-1.11,-6.19,-5.91
