symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
POLYCAB,82614,63194,19420,30.73,217569,154628.0528,234880886441,25123.36441,8847
FEDERALBNK,71832,59770,12062,20.18,302010,286123.4875,234089466900,33623.669,348
NIFTY,8499417,7113546,1385871,19.48,96290309,1481820.0235,151846931660888,4565169.46388,24334
JIOFIN,150135,129242,20893,16.17,338266,210240.63476,179128021664,31264.34289,242
GVT&D,31834,28060,3774,13.45,28377,21492.14107,14234810193,2256.35193,4388
POWERINDIA,56362,49819,6543,13.13,60637,42604.43191,47027564451,5725.26951,32005
FINNIFTY,11203,9935,1268,12.76,33558,3028.33032,53896422570,3406.4457,26903
HAVELLS,47938,43524,4414,10.14,203360,141177.9766,108514972110,18768.1211,1190
BSE,115337,105045,10292,9.8,114048,83311.87296,77227804428,12511.94428,3579
KEI,24722,22596,2126,9.41,18859,32053.24659,13657999813,2146.66063,4889
SONACOMS,26224,24167,2057,8.51,39257,51284.94546,29108077134,6047.64884,705
OBEROIRLTY,36956,34079,2877,8.44,23716,18298.58656,14212865145,2277.89145,1890
ANGELONE,32487,29960,2527,8.43,37677,38621.22775,28423322450,4556.2245,328
JSWENERGY,42342,39203,3139,8.01,14961,13865.2526,7736601430,1460.1568,541
ICICIPRULI,47025,43716,3309,7.57,39223,26398.23987,16188922872,2112.82247,497
DALBHARAT,22694,21141,1553,7.35,8587,12038.43605,3942100353,624.06353,1824
JSWSTEEL,84305,78586,5719,7.28,76807,73801.01862,58023930602,8288.51852,1235
ICICIBANK,261391,244040,17351,7.11,210321,345847.39819,179617559044,24712.26044,1454
AMBER,35659,33439,2220,6.64,33107,25278.7365,24256151181,4099.71181,7770
MOTILALOFS,11849,11113,736,6.62,5468,8511.08363,3319005731,640.28981,968
ADANIGREEN,63698,59766,3932,6.58,28613,75883.54974,19710782856,5089.46856,1515
ADANIENSOL,45475,42733,2742,6.42,46842,67363.07105,49549494386,13670.76386,1721
ALKEM,18682,17595,1087,6.18,13262,9417.76338,8699664050,709.078,5555
MIDCPNIFTY,128263,120877,7386,6.11,248365,59690.7883,436814554282,28643.89282,14715
TORNTPHARM,54668,51642,3026,5.86,98277,56463.15701,53925370602,6993.45602,4747
SUPREMEIND,22777,21529,1248,5.8,8230,9805.95701,4123007876,387.17876,3420
