symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
POLYCAB,8862.0,-7.6875,30.73,19420.0,50012.0,104773.6408375,39271.0,True,6
FEDERALBNK,349.0,8.841415874005934,20.18,12062.0,16797.0,31318.98325,55086.0,True,6
JIOFIN,242.98,0.32204789430223,16.17,20893.0,34285.0,42805.356925,119813.0,True,5
GVT&D,4387.4,-10.461224489795926,13.45,3774.0,10468.0,22865.1627375,26116.0,True,5
POWERINDIA,32075.0,-7.684558929342351,13.13,6543.0,24275.0,28571.189305,47550.0,True,5
HAVELLS,1187.3,-0.0336785383514432,10.14,4414.0,15520.0,23203.3615,41718.0,True,5
BSE,3581.8,-14.311004784688992,9.8,10292.0,80580.0,91995.11816,98736.0,True,3
KEI,4906.5,-9.640883977900552,9.41,2126.0,11021.0,36419.3616325,20032.0,True,3
SONACOMS,704.85,16.52339229624732,8.51,2057.0,7629.0,18182.7758175,22171.0,True,3
OBEROIRLTY,1894.8,13.569887317190112,8.44,2877.0,17132.0,32795.89355,31455.0,True,3
ANGELONE,328.95,-6.000857265323618,8.43,2527.0,14379.0,26403.43625,23111.0,True,3
JSWENERGY,541.2,-4.042553191489354,8.01,3139.0,14437.0,20131.6059475,38522.0,True,3
ICICIPRULI,497.15,0.7192058346839454,7.57,3309.0,16854.0,20116.489485,34572.0,True,3
DALBHARAT,1823.2,6.006163149020289,7.35,1553.0,4791.0,10131.1418975,21101.0,True,3
JSWSTEEL,1237.3,-3.335937500000004,7.28,5719.0,19122.0,30096.0514575,78050.0,True,3
ICICIBANK,1444.3,7.622950819672129,7.11,17351.0,77150.0,168086.42284,242150.0,True,3
AMBER,7804.5,-0.0064061499039077,6.64,2220.0,28985.0,34758.31489,30393.0,True,3
MOTILALOFS,967.1,2.171042205905665,6.62,736.0,3340.0,10923.13241,10873.0,True,3
ADANIGREEN,1513.9,1.6244881519769112,6.58,3932.0,60490.0,109460.1516,55427.0,True,3
ADANIENSOL,1722.6,15.247206797350628,6.42,2742.0,23704.0,60310.36413,42102.0,True,3
ALKEM,5563.0,4.029920523609163,6.18,1087.0,15062.0,20614.10425,16672.0,True,3
TORNTPHARM,4763.0,6.435754189944134,5.86,3026.0,22172.0,43981.7304625,36080.0,True,3
SUPREMEIND,3433.7,-3.728937112737264,5.8,1248.0,18712.0,18651.9534775,21348.0,True,3
POLICYBZR,1574.0,-1.625,5.78,2518.0,7391.0,11125.53211,42285.0,True,3
DELHIVERY,492.15,9.015394838852584,5.69,1848.0,12282.0,28668.4222325,27693.0,True,3
NATIONALUM,339.9,-7.485029940119761,5.45,2769.0,40335.0,49335.0946875,50913.0,True,3
CUMMINSIND,5448.0,-5.3838138242445295,5.29,1882.0,5998.0,17459.31502,31615.0,True,3
INDHOTEL,727.9,4.538273732586532,5.19,1932.0,8092.0,15714.8521,35623.0,True,3
TECHM,1572.9,8.103092783505161,4.97,3547.0,25149.0,70710.2805,63171.0,True,3
INDUSINDBK,1027.2,10.928725701943849,4.43,3509.0,12324.0,18846.00788,78159.0,True,3
COFORGE,1508.4,0.930076948812318,4.36,3033.0,45030.0,58239.5792375,67461.0,True,3
AXISBANK,1328.5,-2.6097793416904853,4.16,7234.0,47966.0,104212.5895,160498.0,True,3
MCX,2747.5,-4.766031195840554,4.12,3625.0,117519.0,107377.3068525,89253.0,True,3
YESBANK,23.61,-1.2133891213389087,3.85,2786.0,10859.0,19353.46158,71678.0,True,3
EXIDEIND,435.2,11.977357519619195,3.83,1129.0,9775.0,18558.94518,30239.0,True,3
