date,symbol,subject,details,category
18-Jul-2026 09:09:13,RANEHOLDIN,Updates,The letter sent to shareholders whose e-mail is not registered is enclosed.,Updates
18-Jul-2026 08:50:24,RANEHOLDIN,Shareholders meeting,"The 90th AGM is scheduled to be held on Thursday, August 13, 2026 at 15:00 hrs (IST) through VC / OAVM.",Shareholders meeting
18-Jul-2026 00:58:12,SEDEMAC,Shareholders meeting,SEDEMAC Mechatronics Limited has informed the Exchange regarding Notice of Postal Ballot,Shareholders meeting
18-Jul-2026 00:33:09,TECHM,Shareholders meeting,"Tech Mahindra Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on July 17, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
18-Jul-2026 00:16:30,TECHM,Shareholders meeting,"Tech Mahindra Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on July 17, 2026",Shareholders meeting
18-Jul-2026 00:13:25,BHARTIHEXA,General Updates,Bharti Hexacom Limited has informed the Exchange about 'Business Responsibility and Sustainability Report for the Financial Year 2025-26'.,General Updates
17-Jul-2026 23:51:11,TURTLEMINT,Analysts/Institutional Investor Meet/Con. Call Updates,Turtlemint Fintech Solutions Limited has informed the Exchange about Link of Recording,Analysts/Institutional Investor Meet/Con. Call Updates
17-Jul-2026 23:41:19,BHARTIHEXA,Shareholders meeting,"Bharti Hexacom Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on August 11, 2026",Shareholders meeting
17-Jul-2026 23:37:54,ARIS,ESOP/ESOS/ESPS,Arisinfra Solutions Limited has informed the Exchange regarding Grant of 14286 Options under 'Arisinfra Solutions Limited - Employee Stock Option Plan - 2024'.,ESOP/ESOS/ESPS
17-Jul-2026 23:08:13,PAKKA,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","PAKKA LIMITED has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018","Certificate under SEBI (Depositories and Participants) Regulations, 2018"
17-Jul-2026 23:07:37,BELRISE,Committee Meeting Updates,"Belrise Industries Limited has informed the Exchange regarding Outcome of Committee Meeting held on July 17, 2026. regarding allotment of equity shares under QIP.",Committee Meeting Updates
17-Jul-2026 22:58:17,PINELABS,Resignation of Director/KMP/SMP,Pine Labs Limited has informed the Exchange about Resignation of Director/KMP/SMP,Resignation of Director/KMP/SMP
17-Jul-2026 22:41:50,TORNTPHARM,General Updates,Torrent Pharmaceuticals Limited has informed the Exchange about General Updates,General Updates
17-Jul-2026 22:40:06,ANURAS,General Updates,Anupam Rasayan India Limited has informed the Exchange about acquisition of shares,General Updates
17-Jul-2026 22:37:53,TORNTPHARM,General Updates,Torrent Pharmaceuticals Limited has informed the Exchange about General Updates,General Updates
17-Jul-2026 22:31:22,AWFIS,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Awfis Space Solutions Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company
17-Jul-2026 22:28:35,NTPC,Updates,NTPC Limited has informed the Exchange regarding 'Declaration of COD of 11 MWac Floating Solar Plant on the Raw Water Reservoir of Khurja STPP of THDC India Limited'.,Updates
17-Jul-2026 22:27:42,MOTHERSON,General Updates,Samvardhana Motherson International Limited has submitted with the Stock Exchange regarding update on acquisition made by indirect wholly owned subsidiary.,General Updates
17-Jul-2026 22:22:26,ARSSBL,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Anand Rathi Share and Stock Brokers Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company
17-Jul-2026 22:21:18,HLEGLAS,Credit Rating,HLE Glascoat Limited has informed the Exchange about Credit Rating,Credit Rating
