index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,23238.2,23118.6,0.52,2026-09-16,2026-09-15,False
NIFTY_BANK,^NSEBANK,56198.1,55794.75,0.72,2026-09-16,2026-09-15,False
NIFTY_NEXT_50,^NSMIDCP,70273.35,70281.15,-0.01,2026-09-16,2026-09-15,False
INDIA_VIX,^INDIAVIX,13.37,13.43,-0.47,2026-09-16,2026-09-15,False
SENSEX,^BSESN,74327.46,74003.82,0.44,2026-09-16,2026-09-15,False
