symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
SOLARINDS,89456,47483,41973,88.4,414385,289795.53551,404743737906,63755.75406,19250
NIFTY,12881647,10475998,2405649,22.96,316176865,1074843.69437,480566802662102,6642755.77602,23118
MIDCPNIFTY,146989,120080,26909,22.41,251836,172178.82646,423418552986,31283.65986,14266
BEL,157033,135939,21094,15.52,135498,102162.57687,67855832856,7983.75231,382
GVT&D,57972,51403,6569,12.78,63140,37327.46847,31641123348,4367.35848,4246
CHOLAFIN,33677,30312,3365,11.1,15046,53215.51762,12098873775,1570.86275,1791
WAAREEENER,69149,62476,6673,10.68,39789,36092.55697,14912393588,1804.21088,2555
HAL,90544,82626,7918,9.58,101014,53625.67213,69597395560,8832.5806,4695
COFORGE,73819,67632,6187,9.15,121761,99072.49771,98564935006,16721.36006,1775
GODREJPROP,59131,54310,4821,8.88,48011,29089.54304,24936796433,4196.47933,1659
SBIN,318124,292628,25496,8.71,232057,125970.8043,165226686637,14321.54137,968
TATACONSUM,55615,51161,4454,8.71,26560,29744.08035,11906992553,1194.03553,986
BDL,66035,60994,5041,8.26,45314,31981.55204,20439533517,2914.90517,1135
BAJAJHLDNG,5270,4893,377,7.7,6847,3971.3751,5834568221,121.15721,11100
POWERINDIA,60829,56528,4301,7.61,50318,38012.88738,36426910865,4540.98365,30790
ATHERENERG,34642,32245,2397,7.43,39755,25396.66815,22337881507,4148.79007,1568
ICICIBANK,267228,248808,18420,7.4,158264,192770.73704,134819112232,13305.89232,1350
ABCAPITAL,22621,21073,1548,7.35,14512,25081.20038,15428722568,1810.78068,378
MAXHEALTH,33738,31435,2303,7.33,18479,22945.61136,7883047221,1131.20721,1030
CGPOWER,39838,37202,2636,7.09,46044,44891.25689,30834111556,4451.49556,858
FINNIFTY,16993,15897,1096,6.89,22345,2177.50133,34287125749,2591.30749,25076
ASHOKLEY,62051,58130,3921,6.75,41117,46451.023,29874316600,4201.166,156
COCHINSHIP,44944,42167,2777,6.59,43409,25256.68508,22309643312,3208.51312,1325
ABB,29408,27605,1803,6.53,24161,21299.6324,20027770180,2600.2018,7005
MPHASIS,28209,26518,1691,6.38,67321,33301.42123,42120269845,5358.74245,2378
AUBANK,41103,38649,2454,6.35,13947,33595.1379,11588691490,1316.5149,1028
INDHOTEL,41438,39087,2351,6.01,18102,35584.721,9746836040,1134.0604,715
TECHM,59226,55888,3338,5.97,81468,59867.48682,73747527576,10783.57176,1575
RELIANCE,637070,601205,35865,5.97,349500,202982.8374,205561250860,22348.7586,1235
HDFCAMC,39613,37454,2159,5.76,10823,27483.32451,5268859983,589.24983,2409
UPL,35258,33352,1906,5.71,11570,11399.62231,7894320771,770.41221,560
LT,140960,133353,7607,5.7,68981,71830.52203,40676689602,3943.67102,3850
ICICIGI,36185,34239,1946,5.68,12727,13276.68267,4846836052,587.86552,1427
OBEROIRLTY,27705,26216,1489,5.68,12271,13461.40435,6278847386,584.23386,1668
DELHIVERY,22895,21678,1217,5.61,15346,19898.21851,12062011540,1580.16665,420
IRFC,42127,39907,2220,5.56,13120,9699.38137,4944342287,650.64737,79
SHRIRAMFIN,67346,63922,3424,5.36,45736,54232.35567,34028559741,4501.52241,979
HYUNDAI,26605,25296,1309,5.17,9823,15393.46385,4424728112,520.35612,2140
UNOMINDA,15980,15194,786,5.17,8109,8590.4808,4546039437,526.82437,1159
FORTIS,22113,21061,1052,5.0,7675,11504.64777,4222997126,467.08126,880
SBICARD,48069,45796,2273,4.96,33386,22459.8844,15235296088,2232.72088,618
TITAN,61392,58491,2901,4.96,42867,49815.17992,32466799155,3116.07905,4856
M&M,131614,125424,6190,4.94,57627,65040.08964,30086218588,3375.38588,3029
BANKNIFTY,1284053,1223890,60163,4.92,2343650,409102.04537,3966915637211,286388.53211,55794
JSWSTEEL,85157,81216,3941,4.85,24515,35004.8821,17827931499,1685.00499,1229
JINDALSTEL,40033,38202,1831,4.79,12996,25367.99481,6647380600,789.181,1095
DRREDDY,60417,57692,2725,4.72,32522,39126.59675,19948734131,2083.90381,1145
INDUSINDBK,72880,69611,3269,4.7,19862,28585.80858,10920890190,1380.9019,956
NIFTYFPI,112,107,5,4.67,61,150.6978,91656147,0.59147,1501
BAJAJFINSV,62466,59705,2761,4.62,27532,16451.51355,14335724349,1354.94349,1855
FORCEMOT,21801,20857,944,4.53,15457,7850.1816,6191397688,630.85188,17245
MAZDOCK,51916,49678,2238,4.51,29154,18182.84242,14021475120,1881.1512,2236
SIEMENS,39221,37541,1680,4.48,23221,27276.50213,13413182525,1486.46275,3770
LTF,39917,38215,1702,4.45,21408,21907.37137,12845251732,1756.14232,296
BAJAJ-AUTO,61579,59004,2575,4.36,46251,26064.36385,38362687281,3125.99781,11424
SUPREMEIND,20983,20110,873,4.34,9576,9395.70532,4855478019,568.38019,3300
BHARATFORG,31422,30197,1225,4.06,13344,21657.51735,10967912080,1339.3208,1877
CAMS,25111,24152,959,3.97,21565,16032.62801,11563928838,1635.17838,717
PGEL,23884,22978,906,3.94,11729,7572.6913,5408976325,963.19825,518
GMRAIRPORT,39189,37705,1484,3.94,13152,16915.21758,7304685441,802.59441,92
AXISBANK,209583,201686,7897,3.92,83369,107039.61568,54761314943,5137.77443,1222
ADANIPOWER,86648,83451,3197,3.83,38930,36750.17936,25609822759,2902.46509,202
BAJFINANCE,146978,141662,5316,3.75,46103,62704.54657,29883377505,3403.97505,1009
LICI,64892,62547,2345,3.75,27389,23900.7048,13343366848,1369.91848,391
INDIANB,24986,24087,899,3.73,12555,11383.7342,9757411490,1319.3149,836
ASIANPAINT,67684,65258,2426,3.72,28178,15130.19397,16109570700,1531.457,2402
