date,symbol,subject,details,category
16-Sep-2026 22:46:08,FRACTAL,Shareholders meeting,"Summary of the Proceedings and Voting Results of the 26th Annual General Meeting of Fractal Analytics Limited held on Wednesday, September 16, 2026",Shareholders meeting
16-Sep-2026 22:44:13,NEOGEN,General Updates,"Neogen Chemicals Limited has informed the Exchange about outcome of Fund Raising Committee Meeting held on September 16, 2026.",General Updates
16-Sep-2026 22:41:24,NEOGEN,Qualified Institutional Placement,"Neogen Chemicals Limited has informed the Exchange about outcome of Fund Raising Committee Meeting held on September 16, 2026.",Qualified Institutional Placement
16-Sep-2026 22:40:49,TRUALT,Structural Digital Database,"Disclosure under Regulation 7(2) of the Securities and Exchange Board of India (Prohibition of Insider Trading), Regulation 2015",Structural Digital Database
16-Sep-2026 22:37:59,SKYWAYS,General Updates,Skyways Air Services Limited has informed the Exchange about General Updates,General Updates
16-Sep-2026 22:22:15,GOKEX,Analysts/Institutional Investor Meet/Con. Call Updates,Gokaldas Exports Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
16-Sep-2026 22:21:52,DATAMATICS,Analysts/Institutional Investor Meet/Con. Call Updates,Datamatics Global Services Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
16-Sep-2026 22:19:03,PERSISTENT,Analysts/Institutional Investor Meet/Con. Call Updates,Persistent Systems Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
16-Sep-2026 22:10:04,DRREDDY,Copy of Newspaper Publication,Dr. Reddy's Laboratories Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
16-Sep-2026 22:09:23,SASKEN,Trading Window,"Sasken Technologies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
16-Sep-2026 22:06:31,AYE,Press Release,"Aye Finance Limited has informed the Exchange regarding a press release dated September 16, 2026, titled ""Aye Finance Strengthens Leadership Team with Appointment of Nishit Shrivastava as Chief Technology Officer"".",Press Release
16-Sep-2026 22:06:19,VENUSPIPES,Shareholders meeting,"Venus Pipes & Tubes Limited has informed the Exchange regarding Notice of Extraordinary General Meeting to be held on October 08, 2026",Shareholders meeting
16-Sep-2026 21:47:12,PRANAV,Trading Window,"Pranav Constructions Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
16-Sep-2026 21:33:28,AYE,Change in Management,Aye Finance Limited has informed the Exchange about change in Senior Management Personnel,Change in Management
16-Sep-2026 21:27:29,JNPR,Credit Rating,Juniper Green Energy Limited has informed the Exchange about Credit Rating,Credit Rating
16-Sep-2026 21:23:23,STYL,Shareholders meeting,"Seshaasai Technologies Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 16, 2026",Shareholders meeting
16-Sep-2026 21:20:23,RRKABEL,Credit Rating- Revision,RRKABEL: R R Kabel Limited has informed the Exchange regarding revision in Credit Rating.,Credit Rating- Revision
16-Sep-2026 21:13:48,STYL,Analysts/Institutional Investor Meet/Con. Call Updates,Seshaasai Technologies Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
16-Sep-2026 20:47:32,RHETAN,Change in Director(s),Rhetan TMT Limited has informed the Exchange regarding Change in Director(s) of the company.,Change in Director(s)
16-Sep-2026 20:43:41,DIGIDRIVE,Shareholders meeting,"Digidrive Distributors Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 16, 2026. Further, the company has submitted the Exchange a copy of Srutinizers report along with voting results.",Shareholders meeting
