symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
ARHAM,209.0,59.46465625704954,46.23157884352987,Buy,10.640550555849654,True,6
NEPHROCARE,95.4,58.43503718770905,25.570696119461,Strong buy,1.760000000000006,True,6
SUBEXLTD,20.44,69.54473037182026,47.2468267434782,Buy,48.223350253807126,True,6
TNPETRO,125.71,55.663140168732255,65.92992032378768,Buy,13.61048350655218,True,6
HLEGLAS,395.4,64.65383198995497,28.259863778094825,Buy,18.06509405792774,True,6
ORIENTCER,44.79,52.14372991942728,34.47918379138208,Buy,5.388235294117645,True,6
JINDALPOLY,737.9,67.9163377741335,35.71762774853592,Strong buy,13.261703760552567,True,6
CONFIPET,86.1,58.59709849628928,34.41107227847741,Buy,16.414277988101677,True,6
MAZDA,255.9,54.75938954506346,40.52646397596613,Buy,9.993552546744036,True,6
SARVESHWAR,3.85,60.81992789248862,30.04058774118469,Buy,11.271676300578038,True,6
CONNPLEX,245.1,58.88014961604504,37.22965939398572,Buy,22.55,True,6
INDNIPPON,1279.0,62.7608588942542,33.60247810997207,Buy,13.840676457498889,True,6
NILKAMAL,2017.9,54.15639243100275,44.32311267480703,Buy,4.015463917525778,True,6
NOCIL,183.6,60.64924595818066,32.2207869598987,Buy,12.019524100061004,True,6
RISHABH,779.5,60.72639173390554,42.50439002556094,Buy,15.669980709304054,True,6
SHERA,183.1,54.23450014305777,29.92894375526438,Buy,8.343195266272186,True,6
3IINFOLTD,23.99,56.93683737389096,28.26201893957777,Buy,-10.48507462686568,True,6
ALBERTDAVD,851.9,56.55704539394276,52.06730403068328,Buy,6.235191420376606,True,6
GANDHAR,260.45,54.91405035854858,35.71628545639262,Buy,7.167839361395707,True,6
DICIND,593.15,53.85963743623272,31.2199129986436,Buy,4.225970831136874,True,6
INDSWFTLAB,378.75,65.77379386139685,59.16647140727972,Buy,27.684320533998584,True,6
OPTIVALUE,199.7,67.87043879924175,39.98935589177786,Strong buy,13.176537262680649,True,6
MANAKSIA,68.01,67.11414248385924,38.88915931929325,Buy,12.042833607907744,True,6
SHIVALIK,353.9,64.37825661734519,51.03300675374294,Buy,34.58832477657349,True,6
UNIVAFOODS,9.48,53.51315280954857,43.9938310878164,Buy,8.840413318025252,True,6
