date,symbol,subject,details,category
07-Sep-2026 23:16:16,GODREJCP,Shareholders meeting,Godrej Consumer Products Limited has informed the Exchange regarding Notice of Postal Ballot,Shareholders meeting
07-Sep-2026 23:09:05,SOLARWORLD,Agreements,Solarworld Energy Solutions Limited has informed the Exchange about Agreements,Agreements
07-Sep-2026 23:08:50,AJAXENGG,Resignation,"Ajax Engineering Limited has informed the Exchange regarding Resignation of Mr Ketan Pendse as Chief Financial Officer of the company w.e.f. September 07, 2026.",Resignation
07-Sep-2026 23:08:47,ORTINGLOBE,Change in Director(s),ORTIN GLOBAL LIMITED has informed the Exchange regarding Change in Director(s) of the company.,Change in Director(s)
07-Sep-2026 23:06:38,ORTINGLOBE,Outcome of Board Meeting,"ORTIN GLOBAL LIMITED has informed the Exchange regarding Outcome of Board Meeting held on September 07, 2026.",Outcome of Board Meeting
07-Sep-2026 23:05:33,SOLARWORLD,"Arrangements for strategic, technical, manufacturing, or marketing tie up","Solarworld Energy Solutions Limited has informed the Exchange about Arrangements for strategic, technical, manufacturing, or marketing tie up","Arrangements for strategic, technical, manufacturing, or marketing tie up"
07-Sep-2026 23:04:48,ROTO,Shareholders meeting,"Roto Pumps Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 29, 2026",Shareholders meeting
07-Sep-2026 23:04:10,ASHIANA,Record Date,Ashiana Housing Limited has informed the Exchange that Record date for the purpose of DI  is 22-Sep-2026.,Record Date
07-Sep-2026 23:02:30,SOLARWORLD,Agreements,Solarworld Energy Solutions Limited has informed the Exchange about Agreements,Agreements
07-Sep-2026 22:58:10,MAHABANK,Investor Presentation,Bank of Maharashtra has informed the Exchange about Investor Presentation,Investor Presentation
07-Sep-2026 22:57:31,ASHIANA,General Updates,Ashiana Housing Limited has informed the Exchange about Notice of AGM to be held on 29th September 2026 alongwith the Annual Report for FY 2025-26,General Updates
07-Sep-2026 22:54:47,SOLARWORLD,Trading Window,"Solarworld Energy Solutions Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
07-Sep-2026 22:52:38,SOLARWORLD,Outcome of Board Meeting,"Solarworld Energy Solutions Limited has informed the Exchange regarding Outcome of Board Meeting held on September 07, 2026.",Outcome of Board Meeting
07-Sep-2026 22:47:36,FINOPB,Updates,Fino Payments Bank Limited has informed the Exchange regarding Business Responsibility & Sustainability Report for FY2025-26.,Updates
07-Sep-2026 22:43:49,BHAGYANGR,Scheme of Arrangement,we would like to inform that the Composite Scheme of Arrangement between  Bhagyanagar Copper Private Limited (BCPL or Transferor Company) and  Bhagyanagar India Limited (BIL or Transferee Company or Demerged Company) and Tieramet Limited (Tieramet or Resulting Company) and  their respective Sharehol,Scheme of Arrangement
07-Sep-2026 22:42:38,ALIVUS,Analysts/Institutional Investor Meet/Con. Call Updates,Alivus Life Sciences Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
07-Sep-2026 22:39:39,TVVISION,Shareholders meeting,"TV Vision Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 29, 2026",Shareholders meeting
07-Sep-2026 22:38:58,FOSECOIND,Analysts/Institutional Investor Meet/Con. Call Updates,"Foseco India Limited has informed the Exchange about cancellation of the meeting  that is scheduled on September 8, 2026",Analysts/Institutional Investor Meet/Con. Call Updates
07-Sep-2026 22:38:54,CALSOFT,Record Date,"Pursuant to Regulation 42 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, the Register of Member and Share Transfer Books of the Company will remain closed from Tuesday, September 22, 2026 to Tuesday, September 29, 2026 (both days inclusive) for the purpose of 34th A",Record Date
07-Sep-2026 22:38:45,RPOWER,General Updates,"Disclosure Under Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015.",General Updates
