symbol,company,sector,industry,nse_sector,sector_match_basis,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma20,sma50,sma100,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,stoch_rsi_d,williams_r,cci20,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,value_traded,turnover_cr,float_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,bb_upper,bb_lower,high_1m,low_1m,high_3m,low_3m,high_6m,low_6m,high_52w,low_52w,high_all,nearest_overhead,nearest_overhead_ref,overhead_supply_pct,headroom_to_52w_high_pct,dist_52w_low_pct,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,volatility_w,volatility_m,beta_1y,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,atm_iv,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,17890016640625.0,1309.5,1322.0,,1309.4989034664773,,1356.1319217394184,1309.2599999999989,1303.277999999998,1324.601999999999,1390.022000000001,,,Neutral,50.0,51.008116792008366,0.1116775728009997,-0.5618319313523698,0.6735,13.551428325980302,-0.5694760820045558,79.14329814809113,80.63772380226712,-37.903225806451616,25.3450915051447,60,10210522.0,12491156.999999998,11101325.166666647,0.8370775060120367,68.26,13370678559.0,1337.07,48.6291,,,33,1299.54,1289.57,1321.84,1334.17,1311.87,1311.8666666666668,21.630648581614373,1336.1467551035598,1282.373244896438,1333.0,1271.0,1345.9,1249.8,1473.4,1249.8,1611.8,1249.8,1611.8,1333.0,1m high,1.79,23.09,4.78,1333.0,1271.0,1249.8,,,,False,10598570.35,0.963,3.046,,1304.09,1314.91,1287.87,1611.8,1633.43,1655.06,13.98,52.0,-0.7954545454545454,3.191489361702128,-18.76,1.9476877023686003,1.4226901485966643,0.83482224,2.42,5.34,23.71419102826688,,,9.746088025574604,,,,15.00336391405993,-8.318252305321916,11.096072765804,,20,,,-8.318252305321916,,,,67,,,,,,,,0,,,,,,True,1.51,3.0,,,,,3.0,51,20,67,,2.0,30,50,-0.08,-0.31,0.09,0.96,-0.05,-2.35,0.12,64.0,False,39.0,0.0,Buy,1.083333,1655.833333
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,,unmapped,11488834617188.0,1854.0,1840.0,,1904.4944122888635,,1902.9484372158392,1908.2149999999988,1919.465999999998,1882.2559999999996,1936.8044999999977,,,Bearish,0.0,42.2098223360152,-21.91000271518078,-13.396529913085226,-8.5135,26.089798822779,-4.776579352850539,46.30703083910191,43.030758023711066,-70.55944055944062,-112.15325347479028,20,5972458.0,6747285.399999997,6628239.966666671,0.9364522851901336,75.35,11072937132.0,1107.29,50.74249999999992,,,33,1837.76,1821.53,1862.86,1871.73,1846.63,1846.633333333333,34.98188704796066,1999.636994618324,1816.793005381674,2005.8,1811.9,2031.0,1768.6,2031.0,1740.5,2174.5,1740.5,2174.5,2005.8,1m high,8.19,17.29,6.52,2005.8,1811.9,1811.9,,,,False,6931360.0,0.861,5.944,,1845.25,1862.75,1794.41,2005.8,2065.39,2124.98,2.55,47.0,-4.349171954805756,0.925421883505716,-14.74,1.258061137127913,1.6216379862832446,0.81528974,-1.13,,39.31931354501574,7.148127358347075,,10.63449616440331,20.5404798700854,9.48810774848296,1.24512607290667,19.630110459091863,-18.80047804538676,32.1100317065312,18.250359797649665,60,,,-18.80047804538676,,,,67,,,,,,,,0,,,,,,True,2.46,3.0,,,,,3.0,15,60,67,,0.0,30,40,-0.15,-0.25,0.01,0.96,-0.07,-2.35,0.1,61.0,False,59.0,0.0,Sell,1.166667,2318.424242
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,NIFTY_BANK,industry,10992597548783.0,710.5,712.1,,742.1420914907494,,816.2263975509566,719.9975000000006,754.1490000000016,763.7790000000024,840.4684999999981,,,Bearish,0.0,39.061133965931965,-11.214051358791608,-11.783825224586492,0.5698,25.597825428876703,-2.336769759450172,83.8618797942118,61.087677971145375,-70.9090909090909,-93.9445387662694,60,12180390.0,31564121.0,27779137.433333334,0.3868397211902283,62.94,8654167095.0,865.42,99.624,,,33,707.36,704.23,713.31,716.13,710.18,710.1833333333333,11.847529439420354,737.6390270030331,702.3559729969681,739.75,698.5,843.0,698.5,848.9,698.5,1020.5,698.5,1020.5,739.75,1m high,4.12,43.63,1.72,739.75,698.5,698.5,,,,False,26169736.15,0.465,3.319,,707.54,713.46,692.58,1020.5,1038.42,1056.35,17.3,36.0,-3.069577080491132,-3.915072012982628,-30.38,1.2607742678155398,1.3078351775022816,1.1567376,0.15,-1.93,13.882375928096913,1.804805634753063,1.2263477988502969,,13.7540298886995,6.82785576408465,0.9333100337634852,1.754463853655062,11.34558903513542,34.982694035678,,80,,,11.34558903513542,,,,67,,,,,,,,0,,,,,,True,-0.03,3.0,,,,,3.0,31,80,67,,8.0,30,40,0.49,-0.61,0.07,0.88,-0.14,-2.35,0.14,66.0,False,42.0,0.0,Sell,1.125,1005.977273
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,NIFTY_BANK,industry,10213190619141.0,1427.5,1423.2,,1410.9336234828882,,1367.8499201869354,1423.95,1424.7120000000004,1360.0460000000014,1356.5344999999986,,,Bullish,100.0,50.79653857446876,2.889693412431143,3.5891332538138334,-0.6994,15.674099570760132,0.3373866591691821,43.29311969625286,46.20627005106925,-42.4,31.215161649936928,40,8035111.0,9203324.900000036,9899678.400000004,0.8997355597824778,64.6,11470120952.5,1147.01,97.1723,,,33,1421.94,1416.37,1433.74,1439.97,1428.17,1428.1666666666667,21.22659257492334,1448.1731707256467,1399.7268292743531,1454.0,1391.5,1480.0,1271.3,1480.0,1187.6,1480.0,1187.6,1500.0,1454.0,1m high,1.86,3.68,20.2,1454.0,1391.5,1366.1,,,,False,8538201.35,0.941,3.05,,1422.19,1432.81,1406.27,1480.0,1501.23,1522.45,2.47,71.0,-1.6195727084769125,13.745019920318724,-3.55,1.2627235152700795,1.2916796176027512,0.966912,1.6,-0.48,18.452688728024818,2.6914808569154665,2.496254944233136,,15.796816290169,9.74115748257219,0.594743890036865,5.080821540326999,7.369882026370579,34.55734059748943,,80,,,7.369882026370579,,,,100,,,,,,,,0,,,,,,True,2.04,3.0,,,,,3.0,63,80,100,,8.0,30,40,-0.04,0.01,0.24,1.0,-0.11,-2.35,0.22,76.0,False,42.0,0.0,Buy,1.054348,1751.021739
SBIN,State Bank of India,Finance,Regional Banks,NIFTY_BANK,industry,9387538672852.0,1005.9,1016.1,,1039.3769510439513,,1012.14047881584,1047.4450000000002,1041.534,1030.7285,1039.8560000000004,,,Bearish,0.0,36.11065069733172,-7.241215931982197,-1.410059902560435,-5.8312,13.799642773252362,-4.017175572519085,2.584902154551058,2.584902154551059,-91.41004862236636,-186.2456816903696,0,10220001.0,7650272.3000000175,9351602.466666684,1.3599303481534424,64.97,10280299005.9,1028.03,44.7923,,,100,997.1,988.3,1018.2,1030.5,1009.4,1009.4000000000002,18.308112115630667,1087.0868200893558,1007.8031799106444,1113.3,1000.6,1124.5,993.0,1124.5,933.9,1234.7,805.6,1234.7,1113.3,1m high,10.68,22.75,24.86,1086.8,1000.6,1000.6,,,,False,8024752.45,1.273,5.231,,1001.32,1010.48,987.59,1086.8,1105.11,1123.42,4.42,50.0,-6.869734283862599,2.1218274111675104,-18.53,1.7965453077157576,1.5712280531838347,0.8965335,-3.65,-5.73,10.770268533984323,1.4929225098712249,2.207789021907111,,15.092639252993202,6.764459533435691,1.31899282266467,6.557984119640567,4.927771998139533,28.40123439848117,,60,,,4.927771998139533,,,,100,,,,,,,,0,,,,,,True,6.95,3.0,,,,,3.0,20,60,100,,8.0,30,50,0.63,-0.16,-0.1,0.85,-0.08,-2.35,0.23,77.0,False,59.0,0.0,Strong sell,1.225,1263.047619
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,NIFTY_IT,industry,8324856950724.0,2270.0,2304.0,,2306.854113292653,,2555.6210286218657,2323.2350000000006,2274.4960000000037,2292.274000000002,2605.379999999993,,,Bearish,0.0,44.59986225280263,0.2833170404537668,6.900525715330048,-6.6172,12.367939551347504,-1.141015590976388,30.339324119248023,46.66954123982035,-83.20463320463327,-90.65173281389342,0,2297551.0,2533707.2,3146585.2666666666,0.9346384325206438,52.3,5215440770.0,521.54,28.210400000000003,,,33,2253.44,2236.87,2293.24,2316.47,2276.67,2276.6666666666665,59.64049267910469,2419.9715758129214,2226.49842418708,2472.9,2243.9,2495.0,1976.8,2614.0,1976.8,3350.0,1976.8,4592.25,2472.9,1m high,8.94,47.58,14.83,2456.6001,2243.8999,1976.8,,,,False,2564516.15,0.896,3.799,,2255.09,2284.91,2210.36,2456.6,2516.24,2575.88,3.13,55.0,-4.421052631578948,4.415823367065317,-32.24,2.1311484181467706,2.263159025746603,1.0427408,-1.2,0.5,16.492418573224157,7.491410948839009,15.68072774678146,10.736007438982709,47.9890914172003,44.2125262461657,0.104302536644988,7.695160610272186,1.067516881423239,24.8826393193624,16.3773129391613,80,,,1.067516881423239,,,,67,,,,,,,,0,,,,,,True,3.17,3.0,,,,,3.0,7,80,67,,28.0,30,50,0.38,-0.45,1.22,0.62,-0.12,-2.35,0.33,85.0,False,37.0,0.0,Strong sell,1.590909,2440.069767
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,6602627431641.0,1060.0,1060.5,,1053.792805398233,,986.4024401302236,1078.3849999999998,1065.3110000000008,996.1120000000004,977.6372500000014,,,Bullish,67.0,45.72472574424981,-3.5503288297661584,2.129200834069329,-5.6795,16.719284980359223,-2.5197719330513237,21.550072523301235,12.128159362074776,-65.09695290858721,-83.48736167454463,0,3586860.0,4999537.0,7082364.5,0.706755598000641,53.95,3802071600.0,380.21,43.735,,,33,1052.86,1045.73,1068.56,1077.13,1061.43,1061.4333333333334,21.45091412802808,1109.5717455820682,1047.1982544179314,1107.0,1034.8,1176.4,868.5,1176.4,787.9,1176.4,787.9,1176.4,1107.0,1m high,4.43,10.98,34.53,1107.0,1034.8,977.7,,,,False,4643913.1,0.772,3.759,,1054.64,1065.36,1038.55,1107.0,1128.45,1149.9,2.19,77.0,-4.761904761904762,19.63882618510158,-9.89,1.7674218502978434,1.630442022202559,1.6863637,-1.54,-2.33,32.54528707399447,,2.028444668139008,17.024689465964943,,,,17.7963262169719,16.05202209157313,43.7952675381863,,40,,,16.05202209157313,,,,100,,,,,,,,0,,,,,,True,0.5,3.0,,,,,3.0,33,40,100,,36.0,30,55,-0.29,0.2,0.74,0.44,-0.01,-2.35,0.22,76.0,False,50.0,0.0,Neutral,1.455882,1170.30303
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,5456684908447.0,3999.0,3964.1,,4003.392241640478,,3936.4594970013104,4040.77,3976.8399999999992,4003.705999999997,3982.723000000002,,,Neutral,50.0,47.87046177125172,-1.8459500120648045,11.99560948618614,-13.8416,14.550633494131974,-2.9133284777858703,8.951397811782412,3.136137667750136,-74.91103202846969,-112.6793875353232,0,1256683.0,1207760.100000006,1465448.700000001,1.0308780325262077,60.68,5025475317.0,502.55,84.84089999999999,,,67,3971.64,3944.27,4015.64,4032.27,3988.27,3988.2666666666655,53.22092348586278,4126.322956699419,3955.217043300582,4125.3,3956.7,4272.3,3720.0,4272.3,3288.1,4440.0,3288.1,4440.0,4125.3,1m high,3.16,11.03,21.62,4125.2998,3956.7,3720.0,,,,False,1311822.4,0.958,3.411,,3985.69,4012.31,3945.78,4125.3,4178.52,4231.74,2.37,49.0,-1.0173015519417814,1.8879461897118373,-9.93,1.1641662016820593,1.2013574160389866,1.3837942,2.2,2.25,33.172957279137286,,7.265226794179282,18.84867857657489,,,,9.778357823020736,4.526142374057053,8.47399986344388,,20,,,4.526142374057053,,,,67,,,,,,,,0,,,,,,True,-0.27,3.0,,,,,3.0,33,20,67,,90.0,30,55,-0.18,-0.14,0.05,0.74,-0.14,-2.35,0.07,56.0,False,58.0,0.0,Neutral,1.344828,4458.964286
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,5252910472412.0,411.5,415.35,,416.222848887841,,419.5167947364413,415.1125000000011,420.6340000000003,414.91574999999983,416.7347499999989,,,Bearish,0.0,46.81021463019841,-0.7048176749520394,-0.6960235559317953,-0.0088,10.637764431759694,-2.94811320754717,40.57060997671344,30.634323661721737,-77.98594847775178,-22.86198137171928,0,2694855.0,7536485.3,15283370.266666668,0.3226657296763892,50.78,1108932832.5,110.89,10.0007,,,33,407.96,404.43,417.31,423.13,413.78,413.78333333333336,8.881971677490691,424.8497930014747,405.37520699852746,428.15,392.15,450.2,385.9,450.2,360.75,468.475,360.75,611.0,428.15,1m high,4.05,13.85,14.07,428.15,393.2,385.9,,,,False,11975579.8,0.225,4.081,,409.28,413.72,388.76,468.48,491.22,513.96,2.51,53.0,4.587622315414922,3.743854783814452,-12.16,1.657296860177379,2.028250832227944,1.1388202,7.81,7.02,8.664179355881958,,0.3755807387790938,,,,,10.528036912872963,23.284584754517933,5.81197705184635,,40,,,23.284584754517933,,,,67,,,,,,,,0,,,,,,True,1.22,3.0,,,,,3.0,7,40,67,,36.0,30,50,1.46,-0.25,0.01,0.63,-0.13,-2.35,0.34,86.0,False,60.0,0.0,Strong sell,1.1875,536.541667
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,4638093243164.0,1960.0,1973.4,,2070.8998191480987,,2203.055436382678,2018.8900000000017,2087.5500000000006,2152.385999999999,2225.0349107567054,,,Bearish,0.0,34.67099141772124,-35.496918641958246,-32.56283522132799,-2.9341,38.46447478151059,-3.1716233573757555,40.68659299642224,37.69089719337311,-90.54187192118236,-127.63897722220504,20,713057.0,1252556.6000000006,1668110.466666667,0.5612995604423283,51.83,1397591720.0,139.76,37.735600000000005,,,33,1953.94,1947.87,1970.14,1980.27,1964.07,1964.0666666666664,30.47166074275,2094.662050255671,1943.117949744332,2097.0,1950.4,2239.3,1950.4,2408.0,1950.4,2625.87378974,1950.4,2987.97501195,2097.0,1m high,6.99,33.97,0.49,2092.0,1950.4,1950.4,,,,False,1183518.85,0.602,5.238,,1952.38,1967.62,1929.53,2092.0,2122.47,2152.94,4.33,27.0,-5.909461859728285,-7.534085012029997,-25.36,1.157411832200225,1.2060280378966228,0.44048664,-2.69,2.27,30.796401220543085,,0.8048709701795117,30.30443151364913,,,,3.8261794518833687,38.524122740193526,20.9554946213879,,60,,,38.524122740193526,,,,67,,,,,,,,0,,,,,,True,0.85,3.0,,,,,3.0,15,60,67,,18.0,30,30,0.12,-0.61,0.33,1.29,-0.09,-2.35,0.21,75.0,False,51.0,0.0,Strong sell,1.434211,2409.918919
