symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
SAYAJIHOTL,2026-09-07,319.35,323.0,4,4,100.0,0.01,4
SAYAJIIND,2026-09-07,116.11,116.5,117,117,100.0,0.14,6
LADDERUP,2026-09-07,51.4,50.0,16,16,100.0,0.01,4
KIRANVYPAR,2026-09-07,205.41,204.65,1193,1193,100.0,2.44,30
LFIC,2026-09-07,134.64,134.59,414,414,100.0,0.56,8
VASUPRADA,2026-09-07,107.1,108.0,179,179,100.0,0.19,7
SAMBANDAM,2026-09-07,123.23,120.4,160,160,100.0,0.19,10
SIMPLXREA,2026-09-07,142.99,141.7,569,569,100.0,0.8,22
ARYAMAN,2026-09-07,620.2,630.0,34,34,100.0,0.21,7
APOORVA,2026-09-07,25.25,25.25,29,29,100.0,0.01,2
SAB,2026-09-07,183.5,192.6,64,64,100.0,0.12,8
ASSAMENT,2026-09-07,830.0,790.0,6,6,100.0,0.05,2
THAKDEV,2026-09-07,144.0,149.99,233,233,100.0,0.33,6
POLYSPIN,2026-09-07,29.64,29.42,507,507,100.0,0.15,4
SUNLOC,2026-09-07,79.98,79.98,8,8,100.0,0.01,3
INDPRUD,2026-09-07,6305.0,6385.0,75,75,100.0,4.73,12
WHBRADY,2026-09-07,482.2,495.5,12,12,100.0,0.06,4
RVTH,2026-09-07,734.45,717.5,4493,4491,99.96,32.35,12
NTCIND,2026-09-07,133.16,134.57,3390,3380,99.71,4.51,36
KRIDHANINF,2026-09-07,2.03,1.99,96168,95872,99.69,1.92,527
HAMPTON,2026-09-07,7.86,8.11,368622,367206,99.62,29.9,115
MADHAV,2026-09-07,35.36,35.0,1200,1195,99.58,0.42,14
AKG,2026-09-07,9.59,9.38,18592,18510,99.56,1.75,86
SINTERCOM,2026-09-07,80.8,81.43,126972,126399,99.55,103.4,41
PALASHSECU,2026-09-07,90.17,89.2,438,436,99.54,0.39,11
KAMANWALA,2026-09-07,16.59,16.53,620,617,99.52,0.1,18
INCREDIBLE,2026-09-07,32.54,32.34,3017,3001,99.47,0.98,46
SURAJLTD,2026-09-07,201.79,200.0,8352,8299,99.37,16.72,49
HBESD,2026-09-07,75.1,74.1,780,775,99.36,0.58,14
ESDS,2026-09-07,908.4,1090.05,742653,737573,99.32,8095.29,11025
