symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
SHANKARA,140.99,14,10.148437500000009,9.22,11.78,84.58,,106.83,4.047462180774497,134.92,148.04,False,0,Buy,Retail Trade
TECHM,1632.2,14,16.71076153021094,15.78,4.31,67.34,0.85,13.59,42.502236788045984,1568.45,1713.81,False,0,Buy,Technology Services
LMW,16635.0,14,6.049980874665307,5.12,7.03,58.18,,6.4,470.9185467403794,15928.62,17466.75,False,0,Strong buy,Producer Manufacturing
KKCL,522.5,14,3.1793048973143807,2.25,4.81,51.58,,29.76,18.654334975220827,494.52,548.62,False,0,Buy,Consumer Non-Durables
GUFICBIO,404.35,14,8.404825737265421,7.47,4.95,56.44,,10.8,14.256133516722402,382.97,424.57,False,0,Strong buy,Health Technology
KTKBANK,306.8,14,15.795433100585024,14.87,16.59,48.07,,18.64,9.929095743896962,291.91,322.14,False,0,Strong buy,Finance
SMCGLOBAL,80.6,14,11.402902557014514,10.47,9.51,58.93,,17.74,3.2614163799416827,75.71,84.63,False,0,Buy,Finance
RACLGEAR,1475.0,14,8.52770215583843,7.6,7.13,45.95,,14.71,64.39122021287788,1378.41,1548.75,False,0,Strong buy,Producer Manufacturing
GULPOLY,207.21,14,4.125628140703522,3.2,5.76,55.02,,55.4,9.396325669025243,193.12,217.57,False,0,Buy,Consumer Non-Durables
MANAKALUCO,38.36,14,8.056338028169012,7.13,12.47,59.22,,77.58,1.909696596213472,35.5,40.28,False,0,Strong buy,Non-Energy Minerals
MEDANTA,1444.3,14,6.5982729352719645,5.67,3.15,70.39,,9.65,41.72367866188247,1381.71,1516.52,False,0,Strong buy,Health Services
BETA,2518.9,14,17.267225325884546,16.34,13.82,43.06,,6.16,140.58316362549257,2308.03,2644.84,False,0,Strong buy,Health Technology
ICICIBANK,1457.5,14,1.8091645711092548,0.88,2.6,59.02,-2.5,19.15,23.406739163207533,1422.39,1530.38,False,1,Buy,Finance
UNIMECH,1336.5,14,12.689713322091064,11.76,13.67,52.12,,14.85,61.24905633142591,1244.63,1403.32,False,0,Buy,Producer Manufacturing
STYL,388.35,14,17.149321266968332,16.22,4.75,51.99,,12.64,19.73796380423317,358.74,407.77,False,0,Buy,Technology Services
SPECIALITY,142.42,14,11.118046344698447,10.19,12.75,57.07,,8.13,7.135399143404007,131.72,149.54,False,0,Strong buy,Consumer Services
JINDALSAW,265.25,13,1.414643471611542,0.48,5.82,47.9,,20.17,8.683848154872637,252.22,278.51,False,0,Strong buy,Non-Energy Minerals
HESTERBIO,2458.5,13,13.34716459197787,12.42,9.9,47.55,,9.16,117.3333112668174,2282.5,2581.43,False,0,Buy,Health Technology
THELEELA,511.0,13,1.0880316518298714,0.16,2.72,44.75,,18.13,17.685964012022556,484.47,536.55,False,0,Strong buy,Consumer Services
TATACAP,382.7,13,9.97126436781609,9.04,8.08,36.06,,5.73,10.92084051428516,366.32,401.84,False,0,Strong buy,Finance
