symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
BLUESTARCO,25903,16017,9886,61.72,73474,76361.21714,32220066589,7045.56589,1571
FINNIFTY,13674,10108,3566,35.28,34707,2282.30242,56785626366,4572.84366,26863
POWERGRID,72932,54182,18750,34.61,98491,64374.1318,45901949235,5720.76985,270
TRENT,94391,71294,23097,32.4,401126,208946.28775,269890060983,52861.23483,3107
MAZDOCK,47843,37597,10246,27.25,189615,77241.67292,103631570644,22681.48144,2530
HAL,79144,64456,14688,22.79,263035,162829.96467,181021681948,40948.51948,4920
BRITANNIA,31392,25917,5475,21.13,33452,25291.19272,20598145657,3353.83157,5404
SWIGGY,72811,63630,9181,14.43,134089,140394.63568,60836202245,17166.3212,288
AUBANK,36726,32756,3970,12.12,58731,72554.3119,57969077210,9399.3721,1087
TITAN,71674,63995,7679,12.0,103070,81000.58571,83212156795,12781.19295,4998
VOLTAS,33359,29880,3479,11.64,23548,36877.55887,8153272215,2473.12215,1275
POLICYBZR,41755,37472,4283,11.43,73268,55587.8695,37537615321,8278.72321,1599
KALYANKJIL,62310,56092,6218,11.09,111181,126170.77158,79189172640,27723.8214,598
BOSCHLTD,22266,20169,2097,10.4,31364,19068.16851,31452715523,3470.65523,42000
CUMMINSIND,43381,39418,3963,10.05,129719,164082.4312,125430333330,20298.9333,5402
VEDL,98005,89070,8935,10.03,72678,32416.04268,20924364057,4862.47807,275
HINDZINC,56276,51203,5073,9.91,74436,65503.14953,49187153344,10348.90094,590
JUBLFOOD,29902,27239,2663,9.78,20235,29428.971,9412895250,2511.265,473
BSE,154500,140794,13706,9.73,151359,106637.03774,99932245860,21842.8586,3435
BHARATFORG,26772,24416,2356,9.65,15142,33985.8607,13743793725,3600.43725,2210
LUPIN,29878,27293,2585,9.47,24086,31773.12601,22151082849,3921.11349,2385
PGEL,26950,24746,2204,8.91,24572,27601.76407,12143650500,3791.355,609
MOTHERSON,36413,33450,2963,8.86,59302,91007.24613,49237703866,10412.14741,155
OBEROIRLTY,24070,22250,1820,8.18,8961,10247.00663,4692610681,671.99681,1777
RADICO,14006,12973,1033,7.96,7117,6510.70129,4234870956,711.03456,4470
NIFTY,7180831,6711795,469036,6.99,41266028,562709.88839,66179009082431,2282708.45931,24636
NHPC,32753,30745,2008,6.53,15218,15088.54313,6939119080,987.9703,77
SBIN,225112,211410,13702,6.48,318640,269351.64862,234360408052,43238.80552,1085
BAJAJFINSV,75984,71519,4465,6.24,32444,18638.17137,18811812261,2477.40261,2086
RVNL,39016,36818,2198,5.97,29371,21848.67049,11648615825,2856.777,235
BDL,31392,29654,1738,5.86,57305,41632.46658,28384046005,8104.71005,1299
HEROMOTOCO,60371,57029,3342,5.86,53472,34536.70039,42812014110,6793.8411,5550
MARUTI,122089,115406,6683,5.79,98014,40517.71119,66309529762,7079.04762,14080
BIOCON,35284,33383,1901,5.69,83663,98621.981,83451111800,14113.243,436
ALKEM,18126,17175,951,5.54,4402,5570.1438,2665160312,393.97812,5597
HINDALCO,122453,116092,6361,5.48,79527,100778.15069,48524600201,9415.82201,1027
FORTIS,25598,24299,1299,5.35,10370,8865.08495,6835752518,1024.13018,920
INDIANB,24249,23022,1227,5.33,31857,32937.7086,25148949570,5183.8957,877
ETERNAL,113815,108193,5622,5.2,96014,103519.49028,64898422712,13202.21337,316
LTM,30701,29205,1496,5.12,21922,28810.02186,12550245927,2728.13427,4528
CHOLAFIN,38157,36319,1838,5.06,37206,57077.5205,39921953868,8202.03868,1940
CIPLA,44615,42492,2123,5.0,40201,18955.39363,23920383217,3541.50217,1477
KAYNES,50156,47821,2335,4.88,30224,37659.62022,14372712723,5687.52723,3830
CROMPTON,39874,38174,1700,4.45,14930,16411.05535,7244847066,1663.59066,270
PIIND,23968,22968,1000,4.35,4922,4182.66472,2054936924,342.46924,2796
PFC,69984,67088,2896,4.32,14101,19250.8706,5911508200,1368.757,418
UNIONBANK,43397,41633,1764,4.24,30907,45018.36894,20577695249,4671.98624,182
APLAPOLLO,29385,28197,1188,4.21,28521,29646.25205,17124404083,3234.38083,1945
APOLLOHOSP,31967,30676,1291,4.21,22515,26201.7662,23175904010,3737.1651,8974
MAXHEALTH,28182,27056,1126,4.16,7885,17472.0148,2813658072,511.39572,1072
ICICIGI,27285,26211,1074,4.1,17029,20486.34084,7405064173,1076.76673,1658
COCHINSHIP,23598,22683,915,4.03,52303,45154.155,27233318284,6748.30284,1490
HDFCBANK,915638,881256,34382,3.9,247911,214232.12401,101436597509,15146.58509,734
DLF,75582,72771,2811,3.86,42698,40806.13831,22893160695,4272.85195,642
DIXON,114912,110837,4075,3.68,67072,36725.61956,45707741801,7612.91801,14200
HDFCAMC,36367,35082,1285,3.66,5265,8995.1637,3267733926,483.28926,2538
GRASIM,68933,66502,2431,3.66,11556,17573.14625,7764601015,1641.11015,3220
OIL,17421,16811,610,3.63,3712,5395.76016,1839696474,408.92474,444
MIDCPNIFTY,99299,95841,3458,3.61,100719,18172.66648,180429301758,14189.20758,14812
DRREDDY,52931,51097,1834,3.59,14188,16299.29012,8865072968,1182.10468,1171
LICHSGFIN,58702,56731,1971,3.47,14620,14543.6195,6193208660,813.4866,505
SOLARINDS,25397,24550,847,3.45,14863,19420.067,12400833995,2071.08995,18496
MUTHOOTFIN,59722,57734,1988,3.44,57322,52027.47335,42749750021,8089.22521,2894
GVT&D,37328,36144,1184,3.28,89498,73956.50617,41648699203,9069.99203,4366
MANAPPURAM,30144,29188,956,3.28,15219,43756.8633,13003788600,4145.286,364
SRF,46458,44985,1473,3.27,13119,12190.7664,5959524644,907.40644,2624
ANGELONE,26146,25323,823,3.25,6145,9270.4935,3860883425,832.58425,297
UPL,49700,48137,1563,3.25,14581,16381.50854,10307200097,1637.64947,572
NYKAA,27550,26698,852,3.19,12468,18586.45437,11520056343,1893.53218,331
MANKIND,26696,25871,825,3.19,7009,4923.1016,3857946607,407.06607,2420
SAIL,53674,52024,1650,3.17,25486,60279.35509,15762228038,4215.22038,176
AMBUJACEM,93516,90683,2833,3.12,20032,20002.03416,8896375272,1575.97272,436
TATASTEEL,128299,124446,3853,3.1,44951,36515.07282,20537471845,3288.90595,189
TATAPOWER,81534,79156,2378,3.0,16928,9326.43465,8518685025,1068.07275,378
LODHA,35013,33994,1019,3.0,14430,26515.559,8624635625,1332.23125,1214
