index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24161.85,24334.3,-0.71
NIFTY_BANK,^NSEBANK,57590.8,58521.4,-1.59
NIFTY_NEXT_50,^NSMIDCP,71879.5,71828.4,0.07
INDIA_VIX,^INDIAVIX,13.6,13.15,3.46
SENSEX,^BSESN,77637.81,78151.45,-0.66
