symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
FINNIFTY,13241,11203,2038,18.19,11567,1338.22634,18574576352,1168.72352,26399
NIFTY,9817411,8499417,1317994,15.51,22435553,256429.28337,35268455125085,783800.23085,24172
AXISBANK,201758,181305,20453,11.28,126128,148107.92737,87920206756,10195.31756,1257
PREMIERENE,22145,20271,1874,9.24,17187,10162.7097,10908657090,1501.7559,1061
HDFCBANK,792641,738804,53837,7.29,277861,238823.15847,121855846151,12234.77151,782
ICICIBANK,280122,261391,18731,7.17,132632,208948.65257,115595343430,12758.6543,1444
SOLARINDS,33389,31496,1893,6.01,22730,18149.69103,20374409024,3155.34024,18684
MIDCPNIFTY,133658,128263,5395,4.21,49689,6225.09195,87680573270,5334.8927,14689
YESBANK,78162,75217,2945,3.92,20956,27776.51094,13278816138,1118.84738,22
EXIDEIND,31775,30579,1196,3.91,11887,8957.45268,8664944508,1553.72508,440
PNB,73219,70905,2314,3.26,57309,85873.6544,42874780560,7998.6056,110
OIL,24776,24047,729,3.03,9307,4534.31216,5445379702,729.00702,445
HAL,73585,71508,2077,2.9,7368,3992.86968,4728515641,542.75641,4479
WAAREEENER,82172,79922,2250,2.82,18675,15285.0136,7721388781,1321.90031,2788
RBLBANK,29160,28379,781,2.75,11718,24544.93344,11620675958,1729.27708,366
KOTAKBANK,169773,165582,4191,2.53,44728,78491.0774,26918473080,2813.3308,378
PIIND,30558,29816,742,2.49,8033,3872.65606,3436888129,525.19379,2671
ULTRACEMCO,75340,73777,1563,2.12,11593,5492.23275,6403634450,752.2945,11763
TECHM,76350,74871,1479,1.98,22221,15270.38958,19938095118,2941.74318,1587
MARUTI,147768,144923,2845,1.96,32908,16123.16215,21491958915,1688.63915,13620
DELHIVERY,34934,34320,614,1.79,5363,15057.11964,4071016349,605.08224,485
BLUESTARCO,22988,22599,389,1.72,3285,1382.75176,1696886298,128.33798,1688
ALKEM,18998,18682,316,1.69,4460,1871.34715,3119588478,173.94728,5631
JIOFIN,152443,150135,2308,1.54,27924,16884.86891,14535518755,1795.68505,240
BANKNIFTY,1295070,1275527,19543,1.53,986892,292486.71095,1701456532958,103176.10958,57593
POWERINDIA,57182,56362,820,1.45,10248,7273.7951,7822384837,1054.34837,32355
CDSL,52720,52010,710,1.37,8542,6451.60779,5163081042,743.96542,1403
TATACONSUM,48114,47469,645,1.36,3796,1995.41688,2114422156,255.16656,1095
MOTILALOFS,12004,11849,155,1.31,969,1924.08118,541256954,69.33204,963
BAJAJHLDNG,6741,6656,85,1.28,425,257.74934,311293326,17.08326,10347
ADANIGREEN,64507,63698,809,1.27,5579,9089.49702,4346640378,1043.34378,1498
SONACOMS,26549,26224,325,1.24,6278,9567.91309,4611144020,864.2277,711
ADANIPOWER,80178,79216,962,1.21,6649,7999.97221,4555111429,915.63304,214
ASHOKLEY,64541,63780,761,1.19,4029,5547.804,2676606650,345.0665,153
SBIN,226967,224306,2661,1.19,90252,77755.27582,64207992337,6651.79837,1040
BHARATFORG,26290,26009,281,1.08,3701,4682.2898,3651313520,539.1352,2175
PGEL,28219,27922,297,1.06,2260,2325.70545,1101355083,169.68083,613
RADICO,8557,8467,90,1.06,1063,877.9405,582050433,122.97933,4133
CHOLAFIN,35228,34862,366,1.05,1970,4233.92381,1836699350,232.7435,1775
KALYANKJIL,109405,108323,1082,1.0,22778,13211.36487,16432174606,4613.91106,569
INDHOTEL,39535,39145,390,1.0,2253,5308.3803,1132021020,161.1602,724
NIFTYNXT50,1233,1221,12,0.98,50,449.17106,46522711,2.72711,71876
AUBANK,38239,37867,372,0.98,3514,12785.6138,2397710200,378.102,1028
CONCOR,30782,30484,298,0.98,1248,2755.72525,498782800,81.5155,489
PAYTM,71303,70626,677,0.96,6633,8701.17827,5825715822,1258.31072,1353
RVNL,43949,43540,409,0.94,1427,1699.4387,481234022,80.59397,224
HINDPETRO,40975,40616,359,0.88,4851,11167.41816,2843862898,465.78523,398
ASIANPAINT,66706,66152,554,0.84,3673,2471.87822,2213394562,191.74562,2690
CIPLA,60974,60486,488,0.81,5141,2578.94632,2944943286,397.24036,1435
COLPAL,30547,30303,244,0.81,1762,1712.47818,830304244,91.48744,2041
SWIGGY,46268,45906,362,0.79,2828,4262.38769,1024064129,187.26379,274
BSE,116243,115337,906,0.79,16563,7602.01668,11721741532,1401.41532,3569
POLYCAB,83180,82614,566,0.69,21692,16142.66157,23209114103,2206.76603,8905
INDUSINDBK,83239,82680,559,0.68,6069,11915.68182,3239655993,679.13993,1023
TIINDIA,14252,14158,94,0.66,485,928.7436,196729036,15.49036,2862
MAZDOCK,53265,52917,348,0.66,1764,1406.59791,830801247,80.72997,2328
RELIANCE,503155,499910,3245,0.65,206691,125942.23015,127623174320,13315.8432,1335
BHEL,77462,76970,492,0.64,15357,18774.99067,15674329650,2435.95275,422
SUPREMEIND,22921,22777,144,0.63,1266,2509.36157,537914170,64.9167,3448
IDFCFIRSTB,66772,66390,382,0.58,3520,10775.43437,1574156617,237.29067,80
UNITDSPR,36598,36392,206,0.57,995,1066.01352,453531200,49.072,1371
ADANIPORTS,68691,68312,379,0.55,3249,2405.91955,2598384828,266.20828,1832
SUNPHARMA,99506,98957,549,0.55,8146,3674.03767,5230258827,461.00827,1940
NESTLEIND,41797,41569,228,0.55,931,1547.774,524336660,70.8666,1429
INDIGO,88400,87919,481,0.55,11827,14860.89981,7853126637,1232.51637,5165
SRF,34634,34447,187,0.54,2033,1642.2615,1020153548,178.41548,2856
SHRIRAMFIN,62579,62244,335,0.54,5136,8026.12239,3655176640,708.0739,1026
HINDUNILVR,122596,121949,647,0.53,4783,3408.13725,2779761444,258.21444,2132
AMBUJACEM,90358,89891,467,0.52,3365,4076.34696,1382141556,170.51556,433
BANDHANBNK,48511,48265,246,0.51,2719,7364.78388,1395873972,303.57972,211
DIXON,136849,136158,691,0.51,16308,8180.93855,10966269778,1449.57278,14296
BEL,144711,144017,694,0.48,7366,4131.57346,4024476051,451.56426,406
IEX,32345,32190,155,0.48,1277,1296.7437,567827337,99.46362,121
LODHA,49326,49092,234,0.48,1714,2428.48325,1042452493,153.64993,1185
OFSS,34021,33863,158,0.47,5769,7881.59344,6054543359,1273.93359,11714
ADANIENSOL,45686,45475,211,0.46,3683,4441.27819,3906810785,801.00785,1724
HINDALCO,123439,122884,555,0.45,10327,11787.44315,5843540696,807.55696,946
