date,symbol,subject,details,category
20-Jul-2026 09:09:48,LT,Bagging/Receiving of orders/contracts,Larsen & Toubro Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
20-Jul-2026 09:00:05,BETA,Outcome of Board Meeting,"Beta Drugs Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",Outcome of Board Meeting
20-Jul-2026 08:46:39,SGFIN,Press Release,"SG Finserve Limited has informed the Exchange regarding a press release dated July 20, 2026, titled ""Press Release"".",Press Release
20-Jul-2026 08:34:09,SMARTWORKS,General Updates,Smartworks Coworking Spaces Limited has informed the Exchange about General Updates,General Updates
20-Jul-2026 06:44:52,WABAG,Bagging/Receiving of orders/contracts,WABAG Secures Large Order Inflow from BWSSB for Two Energy-Efficient Wastewater Treatment Facilities,Bagging/Receiving of orders/contracts
19-Jul-2026 21:54:15,LICI,Change in Management,Life Insurance Corporation Of India has informed the Exchange about cessation of Prof Anil Kumar Independent Director of the Corporation upon completion of his tenure.,Change in Management
19-Jul-2026 20:47:13,BLISSGVS,General Updates,"Bliss GVS Pharma Limited has informed the Exchange about Addendum to Public Announcement and Detailed Public Statement for the Open Offer made by Anupam Rasayan Limited, the acquirer for the addition of PAC.",General Updates
19-Jul-2026 20:46:57,AUTOAXLES,Copy of Newspaper Publication,"Automotive Axles Limited has informed the Exchange about Copy of Newspaper Publication regarding Notice of 45th Annual General Meeting, Cut-off Date, Book Closure & Remote e-voting of the Company.",Copy of Newspaper Publication
19-Jul-2026 20:43:40,SETL,Copy of Newspaper Publication,Standard Engineering Technology Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
19-Jul-2026 20:22:06,JKLAKSHMI,Updates,JK Lakshmi Cement Limited has informed the Exchange regarding 'Company'S Clarification / Representation To The Proxy Advisory Report Issued By Institutional Investor Advisory Services'.,Updates
19-Jul-2026 19:50:21,CAMLINFINE,Copy of Newspaper Publication,Camlin Fine Sciences Limited has informed the Exchange about Copy of Newspaper Publication - Dispatch of Notice of 33rd Annual General Meeting of the Company.,Copy of Newspaper Publication
19-Jul-2026 18:56:16,ORIENTELEC,General Updates,Orient Electric Limited has informed the Exchange about about ESG Rating.,General Updates
19-Jul-2026 18:21:29,JUBLPHARMA,General Updates,Jubilant Pharmova Limited has informed the Exchange about General Updates - Newspaper Advertisements - Dispatch of Postal Ballot,General Updates
19-Jul-2026 18:21:03,MEDPLUS,General Updates,"Update under Regulation 30 read with Para A Part A of Schedule III of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",General Updates
19-Jul-2026 18:06:47,TVSSRICHAK,Acquisition,TVS Srichakra Limited has informed the Exchange about Acquisition,Acquisition
19-Jul-2026 18:06:37,RELIANCE,Analysts/Institutional Investor Meet/Con. Call Updates,"Transcript of the discussion on the Unaudited Financial Results (Consolidated and Standalone) of the Company for the quarter ended June 30, 2026, at the analyst meet held on July 17, 2026, is attached and also available on the website of the Company.",Analysts/Institutional Investor Meet/Con. Call Updates
19-Jul-2026 17:26:10,MAPMYINDIA,Copy of Newspaper Publication,C.E. Info Systems Limited has informed the Exchange about Copy of Newspaper Publication regarding 31st AGM of the Company,Copy of Newspaper Publication
19-Jul-2026 16:29:30,ROSSARI,Press Release,"Rossari Biotech Limited informed the Exchange regarding Press Release dated July 18, 2026 titled "" Rossari Biotech announces Q1 FY 27 results"".",Press Release
19-Jul-2026 16:18:46,ROSSARI,Investor Presentation,Rossari Biotech Limited has informed the Exchange about Investor Presentation,Investor Presentation
19-Jul-2026 16:11:10,ROSSARI,Copy of Newspaper Publication,"Newspaper publication of extract of Consolidated Unaudited Financial Results for the Quarter ended June 30, 2026.",Copy of Newspaper Publication
