symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
AXISBANK,1257.4,-7.326061320754706,11.28,20453.0,8.0,9.4045625,174071.0,True,5
HDFCBANK,780.55,-1.0333460124255218,7.29,53837.0,7.0,16.146,729219.0,True,3
ICICIBANK,1443.0,7.646400596792241,7.17,18731.0,14.0,139.61276,244039.0,True,3
SOLARINDS,18720.0,5.316455696202532,6.01,1893.0,5.0,46.363,31097.0,True,3
WAAREEENER,2787.9,-9.07934644359652,2.82,2250.0,2.0,9.94,80655.0,True,3
RBLBANK,366.5,-0.9994597514856804,2.75,781.0,2.0,23.256875,27394.0,True,3
ULTRACEMCO,11768.0,4.040314737865795,2.12,1563.0,3.0,17.61999,73601.0,True,3
TECHM,1588.9,17.696296296296303,1.98,1479.0,479.0,3963.9264,71320.0,True,3
MARUTI,13593.0,0.8083654701868882,1.96,2845.0,18.0,109.700955,144021.0,True,3
JIOFIN,240.0,-1.639344262295082,1.54,2308.0,637.0,2885.20216,129256.0,True,3
POWERINDIA,32415.0,-10.492889686593951,1.45,820.0,1.0,8.3625,49820.0,True,3
ADANIGREEN,1502.7,-0.3514588859416415,1.27,809.0,1.0,9.3738,59767.0,True,3
SONACOMS,711.05,17.567791005291006,1.24,325.0,4.0,33.565,24167.0,True,3
ADANIPOWER,215.1,-7.168443312761648,1.21,962.0,2.0,15.43327,79365.0,True,3
SBIN,1042.8,0.0767754318617998,1.19,2661.0,2.0,15.495,223647.0,True,3
CHOLAFIN,1775.5,5.433491686460807,1.05,366.0,1.0,11.184375,34402.0,True,3
KALYANKJIL,569.5,49.65181973459467,1.0,1082.0,7.0,30.48192,105350.0,True,3
PAYTM,1346.2,23.16559926806954,0.96,677.0,17.0,167.982355,71202.0,True,3
BSE,3557.7,-10.85692808819845,0.79,906.0,2.0,14.72,105045.0,True,3
POLYCAB,8915.5,-9.944444444444445,0.69,566.0,141.0,929.302625,63230.0,True,3
RELIANCE,1335.7,0.5798192771084372,0.65,3245.0,36.0,183.2613,494245.0,True,3
BHEL,425.1,4.730229120473035,0.64,492.0,306.0,2861.3347875,77951.0,True,3
SUPREMEIND,3456.1,-1.451382948388939,0.63,144.0,2.0,12.307575,21529.0,True,3
UNITDSPR,1373.2,1.8694362017804187,0.57,206.0,143.0,778.06872,35986.0,True,3
SUNPHARMA,1941.5,6.441885964912281,0.55,549.0,1.0,6.846,103102.0,True,3
