index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24100.05,24005.85,0.39
NIFTY_BANK,^NSEBANK,58157.6,58033.05,0.21
NIFTY_NEXT_50,^NSMIDCP,72247.15,72247.15,0.0
INDIA_VIX,^INDIAVIX,12.82,13.24,-3.19
SENSEX,^BSESN,77397.69,76922.64,0.62
