symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,13901,11851098,11864999,218860.014646,18602399438160.2,806584.1887480001,7225609,24098.85
BANKNIFTY,5619,385715,391334,98768.525409,677397904172.7,169212.167136,808684,58149.85
INFY,31242,150644,181886,128249.24152,64251118192.0,146667.90344,482300,1032.8
TCS,16191,92243,108434,74040.6085425,43849624149.0,84753.0800325,382403,2043.3
HDFCBANK,15033,35639,50672,78876.260905,19193910892.0,82682.229825,676594,800.15
ICICIBANK,6588,18194,24782,64397.45662,18066664217.0,67470.03879,229514,1388.3
ADANIENT,6180,23862,30042,60934.8778062,24153951759.03,67340.1346965,89449,3164.6
COFORGE,6802,27519,34321,46211.6545075,19640573832.75,52812.902835,63241,1441.8
PERSISTENT,7671,50054,57725,42812.678775,29493390741.25,52231.4611875,82242,4492.8
EXIDEIND,5167,38635,43802,38046.89448,29640984948.0,46901.92896,27035,410.1
ETERNAL,5738,25520,31258,39562.55774,18261035360.5,44792.648845,119828,281.1
CANBK,4390,8349,12739,38220.809175,7538076742.5,40288.87485,72659,127.55
MCX,4848,28459,33307,32498.4297375,19839366947.25,38322.13671,75053,3019.6
TVSMOTOR,5322,26003,31325,33393.1638425,16778084104.25,37752.809885,92650,3546.0
WIPRO,6215,32134,38349,31706.5068,17051894250.0,36038.4243,175623,173.19
SBIN,4001,29483,33484,31735.371975,23936264220.0,35571.839175,170586,1056.7
DELHIVERY,2474,12027,14501,26140.8904625,13152654075.25,29444.466215,24436,507.1
BAJFINANCE,3474,13457,16931,26484.595425,10514901907.5,28715.9145,132556,1020.0
HCLTECH,5832,31532,37364,24655.97256,13908111308.0,28270.28564,151613,1073.8
KPITTECH,5035,31973,37008,21384.165645,14578287540.0,25168.828545,63249,561.15
TECHM,2654,13123,15777,22120.60578,11373231024.0,24819.91602,49913,1400.5
POLYCAB,1915,7440,9355,23001.894575,9148946061.25,24796.6051875,28050,9600.0
BHEL,2077,6516,8593,22235.9374125,7256300441.25,23959.8387,42018,403.55
DMART,3481,12294,15775,22059.64938,8098028844.0,23919.51282,30306,4218.1
RELIANCE,3132,27256,30388,20624.22795,18427190070.0,23584.67865,427703,1304.4
DIXON,3430,13091,16521,20819.070495,8246748248.0,23309.902975,97599,12121.0
LT,2865,18414,21279,20462.0627925,13510136470.25,22646.972495,129185,4031.0
KOTAKBANK,2600,8302,10902,20997.8382,6860224300.0,22466.2312,118571,399.85
HINDALCO,2794,14470,17264,18670.84632,10058305768.0,21206.654,102891,958.5
EICHERMOT,2639,11387,14026,19118.33302,8459542141.0,20742.10443,70834,7167.0
OFSS,1401,14399,15800,15626.80478,16522342005.0,20574.82483,23090,11230.0
CGPOWER,2198,8868,11066,17963.656305,7553364324.5,19918.66455,32944,959.5
ASHOKLEY,1988,8629,10617,16311.882,7423020550.0,18273.3375,61586,163.51
INDIANB,2136,4101,6237,17390.3035,3515527060.0,18172.8416,22774,811.2
