symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,-0.993930197268582,-0.2141163875506579,0.31,2.61,-4.65,-1.3,-2.82,4.44
HDFCBANK,Finance,NIFTY_FIN_SERVICE,0.3130870381966186,8.683853459972863,0.31,2.61,4.39,0.0,6.07,4.29
BHARTIARTL,Communications,,-1.6604774535808997,3.848739495798322,0.31,2.61,,-1.97,1.24,
ICICIBANK,Finance,NIFTY_FIN_SERVICE,0.4993125407048168,12.635847526358472,0.31,2.61,4.39,0.19,10.03,8.25
SBIN,Finance,NIFTY_FIN_SERVICE,1.5480769230769142,11.05736368894262,0.31,2.61,4.39,1.24,8.45,6.67
TCS,Technology Services,NIFTY_IT,-4.222909636295459,-11.91810344827586,0.31,2.61,-14.01,-4.53,-14.53,2.09
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,2.2284681790804988,16.52173913043478,0.31,2.61,4.39,1.92,13.91,12.13
LT,Industrial Services,NIFTY_ENERGY,-4.1264559068219615,1.3417085427135702,0.31,2.61,-4.65,-4.44,-1.27,5.99
LICI,Finance,NIFTY_FIN_SERVICE,2.600472813238771,8.229426433915211,0.31,2.61,4.39,2.29,5.62,3.84
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,1.3142063859324429,5.310245310245315,0.31,2.61,-0.81,1.0,2.7,6.12
SUNPHARMA,Health Technology,NIFTY_PHARMA,0.2834224598930457,4.520120387916615,0.31,2.61,5.27,-0.03,1.91,-0.75
MARUTI,Consumer Durables,NIFTY_AUTO,7.897888905524779,13.488188976377952,0.31,2.61,-0.13,7.59,10.88,13.62
ADANIPOWER,Utilities,NIFTY_ENERGY,-2.4601150071339,-1.913043478260872,0.31,2.61,-4.65,-2.77,-4.52,2.74
AXISBANK,Finance,NIFTY_FIN_SERVICE,-1.4204340615761804,8.250197941409345,0.31,2.61,4.39,-1.73,5.64,3.86
ADANIPORTS,Transportation,NIFTY_AUTO,2.371367120719131,6.366032546413013,0.31,2.61,-0.13,2.06,3.76,6.5
INFY,Technology Services,NIFTY_IT,-3.032863849765254,-16.21095334685598,0.31,2.61,-14.01,-3.34,-18.82,-2.2
ADANIENT,Distribution Services,NIFTY_FIN_SERVICE,2.5729099157485447,9.719237435008669,0.31,2.61,4.39,2.26,7.11,5.33
TITAN,Consumer Durables,NIFTY_AUTO,2.0692041522491307,10.138397968835555,0.31,2.61,-0.13,1.76,7.53,10.27
KOTAKBANK,Finance,NIFTY_FIN_SERVICE,-2.3443223443223498,7.211796246648787,0.31,2.61,4.39,-2.65,4.6,2.82
M&M,Consumer Durables,NIFTY_AUTO,1.0453074433657017,7.181353197624534,0.31,2.61,-0.13,0.74,4.57,7.31
ITC,Consumer Non-Durables,NIFTY_FMCG,-0.4649560874806346,3.3989266547406083,0.31,2.61,-0.81,-0.77,0.79,4.21
NTPC,Utilities,NIFTY_ENERGY,0.1542993407210019,-5.040563904774568,0.31,2.61,-4.65,-0.16,-7.65,-0.39
ULTRACEMCO,Non-Energy Minerals,NIFTY_METAL,0.1131714111604422,3.2130676718721958,0.31,2.61,-8.64,-0.2,0.6,11.85
BEL,Electronic Technology,NIFTY_IT,0.1088007736943879,2.033021192705766,0.31,2.61,-14.01,-0.2,-0.58,16.04
JSWSTEEL,Non-Energy Minerals,NIFTY_METAL,0.3756021882910026,-5.2562620423892135,0.31,2.61,-8.64,0.07,-7.87,3.38
ONGC,Energy Minerals,NIFTY_ENERGY,-2.720099667774091,-10.982329469884087,0.31,2.61,-4.65,-3.03,-13.59,-6.33
