identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY07-07-2026CE24100.00,Index Options,NIFTY,07-Jul-2026,Call,24100,143.55,721218,71950.150116,118593,24100.55,26.364436619718308
OPTIDXNIFTY07-07-2026CE24200.00,Index Options,NIFTY,07-Jul-2026,Call,24200,92.95,588359,39195.5940415,124188,24100.55,24.681421864520456
OPTIDXNIFTY07-07-2026PE24100.00,Index Options,NIFTY,07-Jul-2026,Put,24100,110.55,513733,36464.76834,136990,24100.55,-39.02371759514617
OPTIDXNIFTY07-07-2026CE24150.00,Index Options,NIFTY,07-Jul-2026,Call,24150,116.85,440179,36720.172359000004,73734,24100.55,25.64516129032258
OPTIDXNIFTY07-07-2026PE24000.00,Index Options,NIFTY,07-Jul-2026,Put,24000,73.85,424895,20735.72579,222148,24100.55,-43.92558845861807
OPTIDXNIFTY07-07-2026CE24000.00,Index Options,NIFTY,07-Jul-2026,Call,24000,206.05,361312,50343.046208,142179,24100.55,26.683061789117737
OPTIDXNIFTY07-07-2026CE24500.00,Index Options,NIFTY,07-Jul-2026,Call,24500,15.9,331085,4037.25049,124883,24100.55,-1.2422360248447204
OPTIDXNIFTY07-07-2026CE24300.00,Index Options,NIFTY,07-Jul-2026,Call,24300,55.2,319216,13001.348464,80035,24100.55,19.60996749729144
OPTIDXNIFTY07-07-2026CE24050.00,Index Options,NIFTY,07-Jul-2026,Call,24050,173.2,261452,30793.81656,58996,24100.55,25.826371231383945
OPTIDXNIFTY07-07-2026CE24400.00,Index Options,NIFTY,07-Jul-2026,Call,24400,30.55,260466,5932.373616,74146,24100.55,11.70018281535649
OPTIDXNIFTY07-07-2026PE24150.00,Index Options,NIFTY,07-Jul-2026,Put,24150,133.7,257476,21422.0032,51797,24100.55,-36.333333333333336
OPTIDXNIFTY07-07-2026PE23900.00,Index Options,NIFTY,07-Jul-2026,Put,23900,47.6,243734,7899.175206,133456,24100.55,-48.62385321100918
OPTIDXNIFTY07-07-2026PE24200.00,Index Options,NIFTY,07-Jul-2026,Put,24200,160.15,230032,23026.2032,54739,24100.55,-33.68530020703934
OPTIDXNIFTY07-07-2026PE24050.00,Index Options,NIFTY,07-Jul-2026,Put,24050,90.7,226738,13545.668227,95606,24100.55,-41.40826873385013
OPTIDXNIFTY07-07-2026CE24250.00,Index Options,NIFTY,07-Jul-2026,Call,24250,72.5,223904,11910.797184000001,40081,24100.55,22.466216216216218
OPTIDXNIFTY07-07-2026CE25000.00,Index Options,NIFTY,07-Jul-2026,Call,25000,2.15,218029,301.8611505,105766,24100.55,-15.686274509803921
OPTIDXNIFTY07-07-2026CE24600.00,Index Options,NIFTY,07-Jul-2026,Call,24600,7.8,211000,1276.8665,108591,24100.55,-13.333333333333334
OPTIDXNIFTY07-07-2026PE23800.00,Index Options,NIFTY,07-Jul-2026,Put,23800,30.75,199451,4186.1773135,88916,24100.55,-50.8
OPTIDXNIFTY07-07-2026PE23700.00,Index Options,NIFTY,07-Jul-2026,Put,23700,19.55,190063,2595.5953595,66491,24100.55,-52.31707317073171
OPTIDXNIFTY07-07-2026PE23500.00,Index Options,NIFTY,07-Jul-2026,Put,23500,9.1,179303,1128.174476,99962,24100.55,-47.093023255813954
