symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
RAMCOCEM,2026-07-01,929.95,931.75,905200,831075,91.81,8433.28,6376
ABBOTINDIA,2026-07-01,25440.0,25550.0,18752,15524,82.79,4788.44,4582
URBANCO,2026-07-01,131.33,128.6,10349165,7645225,73.87,13472.17,28858
DEEPAKNTR,2026-07-01,1546.4,1548.8,404250,295234,73.03,6235.97,28237
SUNDARMFIN,2026-07-01,4506.7,4568.9,73944,53053,71.75,3372.04,10358
ICICIGI,2026-07-01,1741.7,1757.6,630534,442007,70.1,11042.15,33454
HDFCLIFE,2026-07-01,575.85,569.95,6839847,4673573,68.33,38940.01,60952
HDFCBANK,2026-07-01,797.95,796.15,26094378,17813540,68.27,208204.85,265057
FORTIS,2026-07-01,956.95,949.05,1455851,985328,67.68,13890.83,31720
JSL,2026-07-01,692.65,681.9,705266,472875,67.05,4825.34,54325
HATSUN,2026-07-01,919.25,920.3,13089,8762,66.94,120.57,1045
GODIGIT,2026-07-01,322.75,316.05,480099,320626,66.78,1527.84,12383
HDBFS,2026-07-01,750.8,752.4,605634,404134,66.73,4576.42,21900
KPIL,2026-07-01,1370.1,1355.7,178893,118761,66.39,2436.58,11992
UPL,2026-07-01,571.2,565.05,1598382,1060864,66.37,9067.78,39550
PGHH,2026-07-01,9084.0,8958.5,9522,6285,66.01,856.38,2621
ICICIBANK,2026-07-01,1375.2,1379.8,11948034,7838052,65.6,164544.77,198943
POONAWALLA,2026-07-01,441.05,442.15,1181400,773562,65.48,5210.58,15405
LGEINDIA,2026-07-01,1552.0,1556.5,594315,386040,64.96,9296.32,28970
RECLTD,2026-07-01,363.8,370.1,7320424,4745733,64.83,26989.53,64226
DIVISLAB,2026-07-01,6579.0,6545.5,323984,208993,64.51,21267.02,27669
SHYAMMETL,2026-07-01,950.0,956.8,239001,153779,64.34,2277.89,4042
IOC,2026-07-01,139.38,139.83,10736348,6888120,64.16,14983.27,62474
POWERGRID,2026-07-01,286.3,287.55,8147424,5179866,63.58,23404.14,99696
ONGC,2026-07-01,234.9,234.99,11835312,7523043,63.56,27773.75,114141
JBCHEPHARM,2026-07-01,2295.9,2298.0,218779,138553,63.33,5007.52,17975
BHARTIARTL,2026-07-01,1852.0,1871.0,4307333,2722258,63.2,80605.78,147905
HDFCAMC,2026-07-01,2653.2,2745.8,1139695,719463,63.13,30987.37,54530
PETRONET,2026-07-01,280.8,279.1,1342851,845133,62.94,3757.41,49525
FEDERALBNK,2026-07-01,330.05,331.4,6386994,3997978,62.6,21094.17,51867
PIDILITIND,2026-07-01,1592.7,1581.9,510067,317441,62.24,8089.23,33189
APOLLOHOSP,2026-07-01,8682.0,8618.5,163174,101547,62.23,14117.05,25602
INDIANB,2026-07-01,816.65,820.95,2557041,1588758,62.13,21009.74,52113
NMDC,2026-07-01,85.16,84.3,25551074,15858312,62.07,21545.88,50935
JINDALSTEL,2026-07-01,1060.1,1028.8,3331254,2060404,61.85,34364.96,73921
SHRIRAMFIN,2026-07-01,1042.15,1048.1,4722961,2885292,61.09,49590.37,112781
NAUKRI,2026-07-01,978.0,993.55,1002221,612010,61.07,9941.8,29483
KARURVYSYA,2026-07-01,296.1,300.1,5384348,3273545,60.8,16078.29,44156
TECHM,2026-07-01,1404.7,1362.2,3793024,2303447,60.73,51811.07,96443
BHARTIHEXA,2026-07-01,1483.0,1456.2,94323,57093,60.53,1384.56,16089
PIIND,2026-07-01,2555.1,2575.0,195861,118454,60.48,5041.27,30019
ALKEM,2026-07-01,5570.0,5567.5,128296,77508,60.41,7129.3,19631
MEESHO,2026-07-01,192.4,188.88,39568877,23881397,60.35,74861.09,112386
360ONE,2026-07-01,1074.6,1065.9,1496165,902618,60.33,16000.0,52825
JKCEMENT,2026-07-01,5444.5,5413.0,35646,21489,60.28,1933.87,11464
LENSKART,2026-07-01,514.95,530.55,7416571,4467715,60.24,39046.16,107098
BEL,2026-07-01,411.8,416.25,8844076,5320176,60.16,36724.09,126427
GRASIM,2026-07-01,3100.0,3140.4,490262,294717,60.11,15354.89,29335
