symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,28461,68582299,68610760,456364.672205,110016594760674.55,3807386.0914505,8238852,24570.65
SBIN,82588,872087,954675,687043.7568,732241390537.5,812963.987175,271875,1097.2
BANKNIFTY,14258,1702157,1716415,248273.631288,2983404784768.8,489341.88897599996,996236,57746.45
RELIANCE,34693,368238,402931,231485.196,249501600125.0,264715.04725,462248,1334.8
BAJFINANCE,24337,179956,204293,200113.8186,151986861427.5,224054.032875,158878,1078.0
HINDALCO,26016,165627,191643,190098.28362,124304701850.0,213020.80212,127293,1059.6
MOTHERSON,16708,146585,163293,170900.488395,152440765983.0,206426.819475,44299,168.5
HEROMOTOCO,18593,310416,329009,159990.395055,272221276828.5,202930.01334,67707,5725.0
KALYANKJIL,16668,124434,141102,138919.73445,108358958641.5,181451.690865,67581,606.3
ICICIBANK,15449,92460,107909,155490.5254,94731644119.0,167923.01659,216213,1421.0
BSE,18364,163117,181481,127890.3195,117945438436.0,153276.70386,152948,3457.1
HDFCBANK,28074,221321,249395,134462.966495,109849329193.5,149769.67343,942797,731.0
PGEL,16337,129104,145441,97671.19404,79908603211.5,119056.161155,31110,630.65
TCS,18066,205026,223092,99344.762775,115237482153.75,119036.7793125,251997,2452.7
BRITANNIA,11654,214651,226305,81790.8091875,153473501301.25,105747.9472,38540,5510.0
TRENT,12742,156242,168984,86686.66161,111069939116.25,104764.0927725,109480,2997.0
GRASIM,11596,42638,54234,95672.190525,36199764340.0,103751.133925,77101,3323.0
DELHIVERY,9308,36601,45909,91538.2463125,37585045479.75,100372.76486,28187,473.3
BHEL,8311,38082,46393,89621.2839375,43015815517.5,99385.6891125,54535,405.2
INFY,18920,117977,136897,89395.40376,56613986468.0,99055.16844,380488,1175.1
TITAN,9045,117624,126669,78540.4072775,103941393585.75,92471.143135,80160,4941.0
LUPIN,7725,64119,71844,78523.101065,66718369490.0,89312.060965,37509,2363.5
M&M,10981,108883,119864,76482.06082,77091954962.0,89142.61044,125468,3502.0
CROMPTON,14647,85684,100331,79797.657425,48698464124.5,88658.74117,52519,249.95
SWIGGY,15993,40584,56577,82229.48198,22116914609.0,87555.05682,78329,280.75
TECHM,7017,44830,51847,69954.53484,45894514338.0,78322.76622,49051,1635.0
GODREJCP,11994,74893,86887,63051.7601,40569035775.0,70161.26785,38441,1050.0
SAIL,8123,6543,14666,67235.2155,5633389779.0,68303.92829,55486,176.58
MCX,9747,59073,68820,58658.872095,36853686020.25,66679.5822975,92963,2638.0
BIOCON,5503,27031,32534,59182.0565,29845978000.0,64022.2115,35712,426.35
LTM,7456,62615,70071,52121.92584,45091740279.0,63143.85363,34670,4658.1
BLUESTARCO,11261,67407,78668,55815.898645,35079497820.25,62112.6968475,33009,1514.0
DIVISLAB,7040,30119,37159,58323.75132,25205260577.0,61576.05709,71417,8275.0
ABCAPITAL,4517,18610,23127,57432.76659,24554529662.0,61571.60821,25447,408.05
HINDZINC,7012,55244,62256,51667.4601625,41826125428.5,60215.4594475,55405,603.0
BHARATFORG,4465,27536,32001,50292.3461,31896693600.0,58102.9821,27000,2265.2
INDIANB,5732,34119,39851,51091.9627,30995396930.0,57647.732,25092,889.5
BAJAJFINSV,8231,88797,97028,49753.58958,54636862266.0,56898.43224,75296,2008.9
CANBK,5810,25211,31021,51824.803725,23104023862.5,56400.71985,80755,131.95
PAYTM,4407,29794,34201,46460.8364175,31946521510.0,53194.5465175,68025,1441.6
HAL,5900,62108,68008,43580.332155,47035331529.0,52944.422445,78493,4910.0
UNIONBANK,6003,24412,30415,48713.7537075,20190356635.5,52815.1738125,43008,183.6
AUROPHARMA,4816,51620,56436,43505.19261,47617420466.0,52288.51727,32432,1658.0
SONACOMS,4874,20175,25049,48342.178185,20527039268.75,51989.3308725,19703,818.05
FORTIS,6098,38572,44670,44751.06835,29154693411.0,49664.01996,25590,955.15
JIOFIN,7463,33378,40841,45572.1212,21180967195.5,49637.621905,148501,256.8
SHRIRAMFIN,4813,30827,35640,44484.0634425,28806703175.25,49545.735195,61899,1115.0
