symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
GODREJCP,38441,28987,9454,32.61,86887,63051.7601,40569035775,7109.50775,1050
CROMPTON,52519,39874,12645,31.71,100331,79797.65742,48698464124,8861.08374,249
FINNIFTY,17842,13674,4168,30.48,43558,6048.74634,70996851864,5229.96864,26466
BLUESTARCO,33009,25903,7106,27.43,78668,55815.89864,35079497820,6296.7982,1514
LUPIN,37509,29878,7631,25.54,71844,78523.10106,66718369490,10788.9599,2363
BRITANNIA,38540,31392,7148,22.77,226305,81790.80918,153473501301,23957.13801,5510
MOTHERSON,44299,36413,7886,21.66,163293,170900.48839,152440765983,35526.33108,168
SBIN,271875,225112,46763,20.77,954675,687043.7568,732241390537,125920.23037,1097
TRENT,109480,94391,15089,15.99,168984,86686.66161,111069939116,18077.43116,2997
PGEL,31110,26950,4160,15.44,145441,97671.19404,79908603211,21384.96711,630
NIFTY,8238852,7180831,1058021,14.73,68610760,456364.6722,110016594760674,3351021.41924,24570
LTM,34670,30701,3969,12.93,70071,52121.92584,45091740279,11021.92779,4658
HEROMOTOCO,67707,60371,7336,12.15,329009,159990.39505,272221276828,42939.61828,5725
GRASIM,77101,68933,8168,11.85,54234,95672.19052,36199764340,8078.9434,3323
TITAN,80160,71674,8486,11.84,126669,78540.40727,103941393585,13930.73585,4941
OIL,19456,17421,2035,11.68,15902,15823.16218,8546331962,1457.50962,442
INOXWIND,30806,27961,2845,10.17,16359,15862.3424,6886839232,1768.00832,78
ABCAPITAL,25447,23109,2338,10.12,23127,57432.76659,24554529662,4138.84162,408
DELHIVERY,28187,25872,2315,8.95,45909,91538.24631,37585045479,8834.51854,473
KAYNES,54643,50156,4487,8.95,37549,29029.98828,19538513437,6845.48437,3856
MPHASIS,24986,22939,2047,8.92,30448,21788.93917,19238404154,4785.78454,2475
BAJFINANCE,158878,145986,12892,8.83,204293,200113.8186,151986861427,23940.21427,1078
KALYANKJIL,67581,62310,5271,8.46,141102,138919.73445,108358958641,42531.95641,606
SWIGGY,78329,72811,5518,7.58,56577,82229.48198,22116914609,5325.57484,280
ZYDUSLIFE,17666,16490,1176,7.13,6836,13255.37307,5680612548,1036.54548,1114
PREMIERENE,17830,16664,1166,7.0,38349,37421.50867,23109086052,4920.11052,1047
JUBLFOOD,31944,29902,2042,6.83,14990,24374.27575,6780970250,1646.7025,486
SONACOMS,19703,18475,1228,6.65,25049,48342.17818,20527039268,3647.15268,818
ANGELONE,27856,26146,1710,6.54,17436,26669.8775,10672065250,1832.9025,292
COCHINSHIP,25133,23598,1535,6.5,28714,28200.41632,14697124472,3242.12472,1519
TECHM,49051,46185,2866,6.21,51847,69954.53484,45894514338,8368.23138,1635
BHEL,54535,51435,3100,6.03,46393,89621.28393,43015815517,9764.40517,405
NESTLEIND,35565,33573,1992,5.93,27712,23040.2334,19459517965,2871.17965,1540
CAMS,21070,19931,1139,5.71,13904,14832.76822,7826444059,1125.70309,787
IREDA,38670,36610,2060,5.63,8569,12680.84235,3462188317,567.50242,119
PFC,73844,69984,3860,5.52,28679,20683.4264,13947374337,2257.50837,420
BOSCHLTD,23416,22266,1150,5.16,25793,19328.31035,26270628955,2591.91455,42950
NAM-INDIA,15911,15143,768,5.07,3348,5622.3445,1908499462,250.24462,1176
LTF,35974,34333,1641,4.78,19046,33590.57062,10474476930,1781.6193,308
PIIND,25093,23968,1125,4.69,5520,6586.64961,2088923310,353.9456,2774
RVNL,40781,39016,1765,4.52,15714,11656.42651,6252635639,1498.37014,233
VOLTAS,34864,33359,1505,4.51,20839,22916.48891,8101057792,1581.97792,1285
IRFC,43575,41718,1857,4.45,12074,10074.52771,5065098339,816.55364,88
TORNTPHARM,45306,43386,1920,4.43,13991,14904.89655,7316397671,941.66421,4924
ICICIPRULI,26783,25672,1111,4.33,5807,8012.68975,1967458895,282.4727,501
LICHSGFIN,61066,58702,2364,4.03,15557,13263.4521,6764138290,887.0829,504
COFORGE,61544,59172,2372,4.01,50133,40574.37802,39429445430,8715.8643,1776
DLF,78598,75582,3016,3.99,24335,26559.3077,12645147558,2086.88058,642
MAXHEALTH,29304,28182,1122,3.98,7463,10454.28814,3293055974,561.42224,1070
HINDALCO,127293,122453,4840,3.95,191643,190098.28362,124304701850,22922.5185,1059
GAIL,59824,57554,2270,3.94,17928,14970.98403,10034366384,1216.74759,173
POWERINDIA,46686,45034,1652,3.67,38344,37109.70888,28568616242,5809.28742,32600
ICICIGI,28281,27285,996,3.65,8071,4097.40571,4063426227,652.89227,1639
PERSISTENT,53899,52024,1875,3.6,61158,34391.00677,40210202696,8826.65196,5475
INDIANB,25092,24249,843,3.48,39851,51091.9627,30995396930,6555.7693,889
POLYCAB,38609,37323,1286,3.45,18163,20893.4402,19390879868,2752.79868,9218
SAIL,55486,53674,1812,3.38,14666,67235.2155,5633389779,1068.71279,176
BPCL,30951,29972,979,3.27,8020,10927.34636,4132415878,625.72878,321
NHPC,33786,32753,1033,3.15,6816,7647.89398,3010841053,362.75803,76
DABUR,52246,50678,1568,3.09,19875,11948.32675,9286881862,1288.94362,410
AMBER,33039,32049,990,3.09,27353,28490.03193,18170507690,3575.3769,7435
TIINDIA,15904,15444,460,2.98,4014,3634.52486,1953560378,411.40378,2772
HDFCBANK,942797,915638,27159,2.97,249395,134462.96649,109849329193,15306.70693,731
NAUKRI,34499,33507,992,2.96,6196,15256.35276,2778349750,502.6175,1225
SIEMENS,36127,35122,1005,2.86,14398,16671.49988,8608726234,1901.49984,3940
ICICIBANK,216213,210507,5706,2.71,107909,155490.5254,94731644119,12432.49119,1421
APOLLOHOSP,32827,31967,860,2.69,9338,7392.96731,9979652991,1472.65491,8945
PRESTIGE,19194,18704,490,2.62,4416,4159.05444,2827905097,414.69097,1584
MCX,92963,90646,2317,2.56,68820,58658.87209,36853686020,8020.7102,2638
OBEROIRLTY,24676,24070,606,2.52,4248,4474.67478,2291111189,290.75189,1775
BDL,32160,31392,768,2.45,13884,14350.82183,6462123125,1596.62125,1294
GVT&D,38240,37328,912,2.44,19901,24396.82697,8683184690,1595.8469,4299
JIOFIN,148501,144977,3524,2.43,40841,45572.1212,21180967195,4065.5007,256
SUZLON,68353,66789,1564,2.34,18303,18479.96939,10140943142,1880.67442,48
PHOENIXLTD,16307,15941,366,2.3,2781,4409.81436,1515088449,150.44449,1895
CDSL,50514,49383,1131,2.29,10693,8152.64934,6208947200,866.532,1328
DIXON,117528,114912,2616,2.28,54914,37723.13966,36280761184,6645.51184,14200
TATAELXSI,36737,35933,804,2.24,40395,17160.43976,17917606166,3576.99916,3781
360ONE,14638,14318,320,2.23,8249,18475.3887,3100471150,541.6115,1168
INDHOTEL,34594,33862,732,2.16,10464,13926.2188,6457902700,966.927,731
MFSL,28940,28333,607,2.14,3932,4992.75388,1954118152,309.90152,1497
COLPAL,38372,37583,789,2.1,9459,10185.25224,4453061437,508.17437,2030
M&M,125468,122927,2541,2.07,119864,76482.06082,77091954962,12660.54962,3502
MANKIND,27223,26696,527,1.97,7572,5211.77852,4171236247,407.21247,2456
TATACONSUM,46528,45628,900,1.97,7455,9536.36398,3611136441,460.47441,1082
GODFRYPHLP,16865,16539,326,1.97,7114,4707.62446,3900020459,460.32959,2286
JSWENERGY,34326,33667,659,1.96,8057,12033.1544,3765679398,532.31398,564
SBILIFE,24819,24347,472,1.94,10361,5370.40473,6941013228,554.43228,1855
PAGEIND,16383,16074,309,1.92,3002,9944.05416,1455246735,232.76735,39900
MIDCPNIFTY,101174,99299,1875,1.89,153361,17577.94228,275873896503,21982.09503,14875
HDFCAMC,37048,36367,681,1.87,7237,9051.39258,4810011909,617.31909,2545
LT,130338,127975,2363,1.85,43206,22099.13102,28884744021,3567.88271,4056
BANKBARODA,77947,76576,1371,1.79,22628,31124.35901,13833024338,2120.01338,250
SUNPHARMA,83251,81800,1451,1.77,35602,32627.06184,21506898224,2443.56224,1945
IDEA,113575,111615,1960,1.76,16156,28292.84268,12889981617,2735.00517,12
FEDERALBNK,53290,52375,915,1.75,30736,28568.20625,25437334400,2248.844,356
TATAPOWER,82939,81534,1405,1.72,19642,14250.07756,9640001302,1248.98302,380
BANKNIFTY,996236,979881,16355,1.67,1716415,248273.63128,2983404784768,241068.25768,57746
CGPOWER,44795,44061,734,1.67,10804,9567.54594,7368857000,1423.61,879
MANAPPURAM,30634,30144,490,1.63,5814,20210.1246,4544532000,1244.52,366
PNB,56374,55504,870,1.57,20754,30362.6712,16403319360,2739.0336,114
DMART,56334,55477,857,1.54,12739,13269.22053,6365365903,813.10903,3900
TMPV,90100,88732,1368,1.54,26975,24383.08848,13115791904,2537.51904,347
HDFCLIFE,88642,87306,1336,1.53,15652,12952.38219,8311339058,904.12058,540
