identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY11-08-2026PE24600.00,Index Options,NIFTY,11-Aug-2026,Put,24600,104.5,5156643,426116.61598349997,117709,24570.65,20.87912087912088
OPTIDXNIFTY11-08-2026CE24600.00,Index Options,NIFTY,11-Aug-2026,Call,24600,109.65,4743018,372175.136424,184330,24570.65,-37.163323782234954
OPTIDXNIFTY11-08-2026PE24500.00,Index Options,NIFTY,11-Aug-2026,Put,24500,63.45,4313484,236413.431072,112685,24570.65,16.422018348623855
OPTIDXNIFTY11-08-2026PE24550.00,Index Options,NIFTY,11-Aug-2026,Put,24550,82.25,4067445,277682.4364275,53021,24570.65,19.03039073806078
OPTIDXNIFTY11-08-2026CE24700.00,Index Options,NIFTY,11-Aug-2026,Call,24700,66.35,2749988,140622.011374,154059,24570.65,-44.14983164983165
OPTIDXNIFTY11-08-2026CE24550.00,Index Options,NIFTY,11-Aug-2026,Call,24550,137.0,2455353,228256.980939,59052,24570.65,-33.94406943105111
OPTIDXNIFTY11-08-2026CE24650.00,Index Options,NIFTY,11-Aug-2026,Call,24650,86.05,2442869,157293.892041,93160,24570.65,-40.75731497418244
OPTIDXNIFTY11-08-2026PE24400.00,Index Options,NIFTY,11-Aug-2026,Put,24400,36.4,2124203,71867.0979975,84113,24570.65,9.63855421686747
OPTIDXNIFTY11-08-2026CE24800.00,Index Options,NIFTY,11-Aug-2026,Call,24800,37.4,2048001,62140.446341999996,139921,24570.65,-51.0150622134905
OPTIDXNIFTY11-08-2026CE24500.00,Index Options,NIFTY,11-Aug-2026,Call,24500,167.85,1858373,210339.0188185,60097,24570.65,-30.783505154639176
OPTIDXNIFTY11-08-2026PE24450.00,Index Options,NIFTY,11-Aug-2026,Put,24450,49.5,1697295,73144.928025,36324,24570.65,16.333725029377202
OPTIDXNIFTY11-08-2026PE24650.00,Index Options,NIFTY,11-Aug-2026,Put,24650,131.85,1670473,166769.1662455,30452,24570.65,23.166744511910323
OPTIDXNIFTY11-08-2026PE24300.00,Index Options,NIFTY,11-Aug-2026,Put,24300,19.5,1660825,33087.7860625,93613,24570.65,-3.4653465346534653
OPTIDXNIFTY11-08-2026CE25000.00,Index Options,NIFTY,11-Aug-2026,Call,25000,10.6,1630908,16929.640494,174429,24570.65,-59.07335907335907
OPTIDXNIFTY11-08-2026PE24700.00,Index Options,NIFTY,11-Aug-2026,Put,24700,161.6,1342511,160154.17848950002,35747,24570.65,23.97391637897967
OPTIDXNIFTY11-08-2026CE24750.00,Index Options,NIFTY,11-Aug-2026,Call,24750,50.2,1303522,51752.430444,61714,24570.65,-47.87123572170301
OPTIDXNIFTY11-08-2026CE24900.00,Index Options,NIFTY,11-Aug-2026,Call,24900,20.1,1279098,22423.227489,117556,24570.65,-55.824175824175825
OPTIDXNIFTY11-08-2026PE24200.00,Index Options,NIFTY,11-Aug-2026,Put,24200,10.2,1243456,14281.713888,100008,24570.65,-15.0
OPTIDXNIFTY11-08-2026PE24350.00,Index Options,NIFTY,11-Aug-2026,Put,24350,26.7,1055127,27632.1934395,33957,24570.65,4.705882352941177
OPTIDXNIFTY11-08-2026PE24000.00,Index Options,NIFTY,11-Aug-2026,Put,24000,3.55,1029411,4161.908673,159069,24570.65,-29.0
