symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-1.4637904468412943,-3.841816404781589,-1.75,-3.86,-2.39,0.29,0.02,-1.45
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,-2.905296950240768,-7.176470588235293,-1.75,-3.86,,-1.16,-3.32,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,-2.164317243343291,-6.069719753930277,-1.75,-3.86,-1.58,-0.41,-2.21,-4.49
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,-2.526138516595327,-2.7309011973951405,-1.75,-3.86,-1.58,-0.78,1.13,-1.15
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,-2.4853801169590644,-9.702166064981949,-1.75,-3.86,-1.58,-0.74,-5.84,-8.12
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,-5.958516120788794,-9.976760304970028,-1.75,-3.86,-5.53,-4.21,-6.12,-4.45
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-0.4692587626891487,-3.589981447124309,-1.75,-3.86,1.89,1.28,0.27,-5.48
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,-1.0943015632879498,-3.2818009221589346,-1.75,-3.86,-0.98,0.66,0.58,-2.3
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-1.0802281830319187,3.19068118511016,-1.75,-3.86,1.89,0.67,7.05,1.3
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-1.9162884518406456,-7.204198473282442,-1.75,-3.86,-1.63,-0.17,-3.34,-5.57
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-2.361256544502613,-4.3591979075850045,-1.75,-3.86,1.52,-0.61,-0.5,-5.88
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,0.6637168141592921,1.4801297648012977,-1.75,-3.86,1.4,2.41,5.34,0.08
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,-9.026984266502597,-12.1466768525592,-1.75,-3.86,-5.53,-7.28,-8.29,-6.62
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,-1.8724816307181744,6.701030927835052,-1.75,-3.86,-1.58,-0.12,10.56,8.28
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,6.076311762673381,2.798373594833769,-1.75,-3.86,-2.39,7.83,6.66,5.19
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,8.563535911602196,2.804635761589398,-1.75,-3.86,,10.31,6.66,
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-1.136096529029225,-10.121803547261202,-1.75,-3.86,1.4,0.61,-6.26,-11.52
ADANIPORTS,Transportation,Other Transportation,,unmapped,8.423431677967143,5.029585798816568,-1.75,-3.86,,10.17,8.89,
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-2.280130293159609,-10.230834995725278,-1.75,-3.86,1.4,-0.53,-6.37,-11.63
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,-1.2832775386577324,0.2834008097165992,-1.75,-3.86,-1.58,0.47,4.14,1.86
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,-8.230729050070888,-9.3468966533982,-1.75,-3.86,-5.53,-6.48,-5.49,-3.82
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,4.503657262277952,1.8431771894093687,-1.75,-3.86,-5.53,6.25,5.7,7.37
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,-1.9548872180451085,-8.843061866480253,-1.75,-3.86,-1.63,-0.2,-4.98,-7.21
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-3.447711080173614,1.0975818898988168,-1.75,-3.86,1.4,-1.7,4.96,-0.3
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,-3.9647577092511015,-9.46843853820598,-1.75,-3.86,-0.98,-2.21,-5.61,-8.49
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,3.240740740740741,-2.335766423357664,-1.75,-3.86,-2.39,4.99,1.52,0.05
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,0.1452488341869957,0.8080030781069643,-1.75,-3.86,-4.41,1.9,4.67,5.22
BAJAJFINSV,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-1.255444529848834,-4.081632653061225,-1.75,-3.86,1.89,0.49,-0.22,-5.97
ETERNAL,Technology Services,Internet Software/Services,NIFTY_IT,industry,-1.5053763440860146,1.6325883658266078,-1.75,-3.86,-5.53,0.24,5.49,7.16
BEL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-0.3680981595092024,0.9950248756218906,-1.75,-3.86,-5.53,1.38,4.86,6.53
ONGC,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-1.506734006734,-2.4916666666666623,-1.75,-3.86,-2.39,0.24,1.37,-0.1
NESTLEIND,Consumer Non-Durables,Food: Major Diversified,NIFTY_FMCG,industry,-2.245614035087719,-9.197575125480732,-1.75,-3.86,-1.63,-0.5,-5.34,-7.57
COALINDIA,Energy Minerals,Coal,NIFTY_ENERGY,industry,5.585497305242531,3.855421686746988,-1.75,-3.86,-2.39,7.34,7.72,6.25
DIVISLAB,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,4.017979498985913,14.52021726010863,-1.75,-3.86,1.52,5.77,18.38,13.0
HINDZINC,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,2.61016949152542,-0.0990099009901027,-1.75,-3.86,-4.41,4.36,3.76,4.31
POWERGRID,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,0.7007575757575844,-2.0810313075506364,-1.75,-3.86,-2.39,2.45,1.78,0.31
SHRIRAMFIN,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-1.8129770992366407,-7.713004484304933,-1.75,-3.86,1.89,-0.06,-3.85,-9.6
DMART,Retail Trade,Specialty Stores,NIFTY_FMCG,sector,-1.4511873350923483,-4.475703324808184,-1.75,-3.86,-1.63,0.3,-0.62,-2.85
ASIANPAINT,Process Industries,Industrial Specialties,,unmapped,-2.315541601255887,-8.650493632326489,-1.75,-3.86,,-0.57,-4.79,
TATASTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,3.4246575342465757,0.6344636383024087,-1.75,-3.86,-4.41,5.17,4.49,5.04
HINDALCO,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,2.280876494023913,-3.577464788732386,-1.75,-3.86,-4.41,4.03,0.28,0.83
GRASIM,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,0.2430133657351154,-0.7220216606498195,-1.75,-3.86,-0.98,1.99,3.14,0.26
EICHERMOT,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-1.5966921119592876,-3.31875,-1.75,-3.86,1.4,0.15,0.54,-4.72
ADANIGREEN,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,5.707395498392283,-4.161504263537637,-1.75,-3.86,-2.39,7.46,-0.3,-1.77
SOLARINDS,Process Industries,Industrial Specialties,,unmapped,11.942914371557336,19.57742711955068,-1.75,-3.86,,13.69,23.44,
