symbol,company,sector,industry,nse_sector,sector_match_basis,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma20,sma50,sma100,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,stoch_rsi_d,williams_r,cci20,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,value_traded,turnover_cr,float_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,bb_upper,bb_lower,high_1m,low_1m,high_3m,low_3m,high_6m,low_6m,high_52w,low_52w,high_all,nearest_overhead,nearest_overhead_ref,overhead_supply_pct,headroom_to_52w_high_pct,dist_52w_low_pct,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,volatility_w,volatility_m,beta_1y,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,atm_iv,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,17515165969361.998,1275.2,1279.0,,1306.4762323233715,,1353.9695754695667,1303.2200000000005,1302.152,1322.3770000000018,1386.3305000000005,,,Bearish,0.0,41.3842695723667,-4.635154943959151,-1.768515813516106,-2.8666,14.067149899224471,-0.9168609168609132,23.02387115137611,46.48787381831669,-91.74603174603168,-164.3986211927543,0,2320329.0,12505292.000000006,10879782.96666667,0.1731535981200812,63.23,2958883540.8,295.89,48.6291,,,33,1268.36,1261.53,1283.66,1292.13,1276.83,1276.8333333333333,20.90970660853017,1333.2297050967543,1273.210294903247,1333.0,1270.0,1345.9,1249.8,1473.4,1249.8,1611.8,1249.8,1611.8,1333.0,1m high,4.53,26.4,2.03,1333.0,1270.0,1249.8,1333.0,1270.0,20.0,False,10450120.15,0.223,2.906,-4.329,1269.97,1280.43,1254.29,1333.0,1353.91,1374.82,2.76,44.0,-3.8745665611337152,-0.1409553641346871,-20.88,1.5927010829698447,1.5137710955488155,0.8325646,0.23,1.35,23.09304039652228,,,9.541877615267948,,,,15.00336391405993,-8.318252305321916,11.096072765804,,20,,,-8.318252305321916,,,,67,,,,,,,,0,,,,,,True,2.68,3.0,,,,,3.0,7,20,67,,9.0,50,40,-0.06,-0.39,0.09,0.92,-0.06,-2.35,0.1,61.0,False,36.0,0.0,Strong sell,1.083333,1656.75
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,,unmapped,11475113186580.0,1820.7,1814.7,,1895.635186401704,,1900.6857511377184,1892.219999999999,1917.0939999999985,1881.7139999999995,1931.864999999998,,,Bearish,0.0,38.3567232663211,-27.54338015133908,-19.47667079735758,-8.0667,30.309736677779288,-3.277730556736084,34.99251132422088,40.61747814519836,-93.74110953058324,-110.31122346174595,20,1116399.0,6120221.399999998,6390868.066666671,0.1621648592328161,71.12,2032627659.3,203.26,50.7462,,,33,1815.44,1810.17,1824.54,1828.37,1819.27,1819.2666666666669,32.25430242141748,1996.952795245769,1787.4872047542287,2005.8,1811.9,2031.0,1811.9,2031.0,1740.5,2174.5,1740.5,2174.5,2005.8,1m high,10.17,19.43,4.61,2005.8,1811.9,1811.9,,,,False,5940086.05,0.188,5.935,,1812.64,1828.76,1788.45,2005.8,2038.05,2070.31,5.74,49.0,-5.897250361794496,2.057174887892379,-16.27,1.165280544330563,1.6324940819290528,0.81975555,-1.8,,38.61309286483827,7.019738663075794,,10.623531177893952,20.5404798700854,9.48810774848296,1.24512607290667,19.630110459091863,-18.80047804538676,32.1100317065312,17.922562073128773,60,,,-18.80047804538676,,,,67,,,,,,,,0,,,,,,True,0.9,3.0,,,,,3.0,15,60,67,,7.0,50,40,-0.14,-0.26,0.01,1.0,-0.07,-2.35,0.11,63.0,False,56.0,0.0,Sell,1.166667,2318.424242
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,NIFTY_BANK,industry,10834602567338.0,688.15,687.1,,736.5339350762163,,812.5756283818982,714.7600000000006,747.9140000000016,760.6535000000024,835.8802499999983,,,Bearish,0.0,30.227027338202888,-13.29007884499856,-12.14998877367536,-1.1401,24.7837590631595,-4.463418020269329,21.260372309951943,50.98447547752226,-96.35854341736707,-183.2209963895678,0,8131036.0,29764639.4,27012385.866666667,0.2419732420739651,66.79,5595372423.4,559.54,99.624,,,33,685.99,683.82,690.54,692.92,688.37,688.3666666666667,11.327304000877003,740.0811295166505,689.4388704833506,739.75,686.2,843.0,686.2,848.9,686.2,1020.5,686.2,1020.5,739.75,1m high,7.5,48.3,0.28,739.75,686.2,686.2,,,,False,25616928.9,0.318,4.269,,685.32,690.98,676.82,739.75,751.08,762.4,4.56,22.0,-5.797399041752227,-8.818073406651658,-32.57,1.0743748171839878,1.375404057396118,1.1541501,-1.7,-3.38,13.44568190699492,1.7480323681285297,1.210676172716976,,13.7540298886995,6.82785576408465,0.9333100337634852,1.754463853655062,11.34558903513542,34.982694035678,,80,,,11.34558903513542,,,,67,,,,,,,,0,,,,,,True,1.09,3.0,,,,,3.0,7,80,67,,11.0,50,40,0.5,-0.7,0.07,0.82,-0.15,-2.35,0.11,63.0,False,39.0,0.0,Sell,1.125,1005.977273
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,NIFTY_BANK,industry,10044579825439.0,1388.1,1389.1,,1408.7980239058757,,1368.5684680204388,1419.3750000000002,1425.1440000000002,1361.3270000000016,1356.719999999999,,,Neutral,50.0,39.397463390974025,-4.728050612670586,0.541462578506279,-5.2695,15.47735389054499,-2.438852965982573,7.105427357601002e-15,13.893430405055462,-94.27753934191702,-166.2768445673024,0,1000532.0,9568624.100000037,9328660.900000002,0.0941895031250754,70.76,1388838469.1999998,138.88,97.1727,,,33,1383.8,1379.5,1392.7,1397.3,1388.4,1388.4,20.680037859732728,1451.7216767999455,1387.028323200055,1454.0,1384.1,1480.0,1325.3,1480.0,1187.6,1480.0,1187.6,1500.0,1454.0,1m high,4.75,6.62,16.88,1454.0,1384.1,1375.9,,,,False,8401933.8,0.119,3.265,,1382.93,1393.27,1367.42,1454.0,1474.68,1495.36,3.19,54.0,-3.0724111444731514,4.3684210526315725,-6.21,1.1873434424657892,1.3108029238819985,0.97379553,1.03,-0.65,17.943381592554292,2.617194099813912,2.4545103772905077,,15.796816290169,9.74115748257219,0.594743890036865,5.080821540326999,7.369882026370579,34.55734059748943,,80,,,7.369882026370579,,,,100,,,,,,,,0,,,,,,True,1.03,3.0,,,,,3.0,27,80,100,,11.0,50,40,-0.03,-0.14,0.24,0.95,-0.12,-2.35,0.18,72.0,False,39.0,0.0,Sell,1.054348,1751.021739
SBIN,State Bank of India,Finance,Regional Banks,NIFTY_BANK,industry,9304463109375.0,1008.6,1000.5,,1035.5693595477592,,1011.9501940085014,1036.75,1039.358,1028.3469999999998,1040.2577500000002,,,Bearish,0.0,39.20353155245891,-10.839092671718843,-5.653650340985598,-5.1854,16.321454030342256,-3.71360381861575,9.171095013930575,4.341493864920497,-76.82403433476388,-121.6338799460459,0,1286582.0,7133592.100000018,9149900.600000018,0.1719154780278558,53.11,1297646605.2,129.76,44.7918,,,33,1002.76,996.93,1013.16,1017.73,1007.33,1007.3333333333334,17.346509591122665,1076.839624592885,996.6603754071152,1086.8,992.4,1124.5,992.4,1124.5,933.9,1234.7,819.8,1234.7,1086.8,1m high,7.75,22.42,23.03,1082.0,992.4,992.4,,,,False,6966410.35,0.185,5.32,,1004.26,1012.94,983.73,1082.0,1106.87,1131.75,2.95,42.0,-5.826330532212883,-0.92337917485265,-18.31,1.467935305136925,1.505766236313924,0.9043073,-1.73,-3.41,10.79917769497623,1.4969297578845984,2.190189286568613,,15.092639252993202,6.764459533435691,1.31899282266467,6.557984119640567,4.927771998139533,28.40123439848117,,60,,,4.927771998139533,,,,100,,,,,,,,0,,,,,,True,0.74,3.0,,,,,3.0,7,60,100,,11.0,50,40,0.61,-0.18,-0.1,0.88,-0.08,-2.35,0.22,77.0,False,56.0,0.0,Sell,1.225,1263.047619
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,NIFTY_IT,industry,8176877529297.0,2207.6,2208.0,,2297.378156024209,,2545.806488058759,2298.2700000000004,2286.274000000003,2281.605000000002,2591.837499999993,,,Bearish,0.0,38.736763610597286,-18.29306096172513,-2.714829840348451,-15.5782,14.346647973137086,-5.738684884713924,1.0877132601143629,7.59165387090765,-92.65345577573716,-173.52371296054704,0,894917.0,2533871.5,2683038.2,0.3421863822348495,59.5,1975618769.2,197.56,28.210400000000003,,,33,2189.34,2171.07,2228.94,2250.27,2210.67,2210.6666666666665,56.59069330028901,2395.4149453137675,2201.1250546862334,2445.8,2192.4,2495.0,1976.8,2614.0,1976.8,3350.0,1976.8,4592.25,2445.8,1m high,10.79,51.75,11.68,2399.3,2192.3999,2016.0,,,,False,2352240.15,0.381,3.706,,2193.45,2221.75,2151.01,2399.3,2455.89,2512.48,3.39,51.0,-9.450369155045122,2.6790697674418564,-34.1,1.918922294289952,2.3472107417578254,1.0576844,-5.35,-1.7,16.039058697026277,7.285479652271804,15.350642983014575,10.536248504025432,47.9890914172003,44.2125262461657,0.104302536644988,7.695160610272186,1.067516881423239,24.8826393193624,15.927117200216951,80,,,1.067516881423239,,,,67,,,,,,,,0,,,,,,True,2.16,3.0,,,,,3.0,7,80,67,,16.0,50,50,0.4,-0.49,1.2,0.51,-0.12,-2.35,0.3,83.0,False,34.0,0.0,Sell,1.590909,2440.069767
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,6568384667969.0,1046.6,1039.3,,1052.9757978627883,,988.1827965796864,1071.4699999999998,1067.3500000000006,1000.1930000000008,978.0982500000014,,,Neutral,50.0,42.30478621168943,-6.887763754609978,-1.831036588064921,-5.0567,18.39540122659684,-3.083618853597572,13.817646218876988,19.222754987358314,-83.65650969529094,-111.68774260216536,0,910658.0,5253343.8,6839907.966666667,0.1602057765439939,67.82,953094662.8,95.31,43.735,,,33,1039.16,1031.73,1051.36,1056.13,1043.93,1043.9333333333332,20.094773447258632,1107.2686089115243,1035.6713910884753,1107.0,1034.8,1176.4,939.0,1176.4,787.9,1176.4,787.9,1176.4,1107.0,1m high,5.77,12.4,32.83,1107.0,1034.8,994.1,,,,False,4533000.65,0.201,3.921,,1041.58,1051.62,1024.75,1107.0,1128.85,1150.69,2.76,76.0,-4.681238615664854,18.76985928279617,-11.03,1.3969148731751084,1.5994611125780724,1.6523167,-0.58,-0.42,32.13386552041756,,2.0162032293119547,16.936395461190646,,,,17.7963262169719,16.05202209157313,43.7952675381863,,40,,,16.05202209157313,,,,100,,,,,,,,0,,,,,,True,0.41,3.0,,,,,3.0,27,40,100,,36.0,50,55,-0.28,0.21,0.73,0.42,-0.01,-2.35,0.21,76.0,False,47.0,0.0,Neutral,1.455882,1170.30303
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,5448429711914.0,3916.8,3922.6,,3994.8783984799256,,3936.221372803445,4023.64,3966.642,3998.8919999999966,3981.367500000002,,,Bearish,0.0,38.30997942813211,-17.661323488257494,-0.3296515070121861,-17.3317,12.61635077452888,-3.188491769242177,3.552713678800501e-15,5.967598541188273,-97.02187063750578,-152.418339214213,0,282990.0,1265400.100000006,1381418.3000000007,0.2091195453063149,70.35,1108415232.0,110.84,84.84240000000001,,,33,3901.46,3886.13,3941.06,3965.33,3925.73,3925.733333333333,55.17174522537918,4139.988070890845,3907.291929109156,4125.3,3910.4,4272.3,3720.0,4272.3,3288.1,4440.0,3288.1,4440.0,4125.3,1m high,5.32,13.36,19.12,4125.2998,3910.3999,3720.0,,,,False,1237392.5,0.229,3.981,,3903.01,3930.59,3861.63,4125.3,4180.47,4235.64,3.78,43.0,-3.884567249883432,-0.3358778625954152,-11.78,1.2936417230832618,1.2924148126596664,1.4087762,0.22,0.21,32.49108253836582,,7.232237191925244,18.82016317782132,,,,9.778357823020736,4.526142374057053,8.47399986344388,,20,,,4.526142374057053,,,,67,,,,,,,,0,,,,,,True,0.77,3.0,,,,,3.0,7,20,67,,90.0,50,55,-0.18,-0.17,0.05,0.66,-0.14,-2.35,0.04,53.0,False,55.0,0.0,Sell,1.344828,4458.964286
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,5187130343384.0,403.0,407.5,,415.17752937260633,,419.14856370645526,414.417500000001,419.0900000000003,414.5684999999999,415.996374999999,,,Bearish,0.0,40.56462501344604,-2.111415474197031,-1.1284270815600272,-0.983,12.126348151153914,-4.502369668246446,5.891522418808577,15.82780873380027,-97.48062015503884,-171.955420466058,0,2837883.0,5822292.4,15636720.466666669,0.46670204297786,61.96,1143666849.0,114.37,10.0004,,,33,401.01,399.03,406.31,409.63,404.33,404.3333333333333,8.182139859856791,425.3053958020754,403.5296041979267,428.15,402.35,450.2,385.9,450.2,360.75,468.475,360.75,611.0,428.15,1m high,6.24,16.25,11.71,428.15,402.35,385.9,,,,False,8249000.7,0.346,3.215,,400.95,405.05,394.82,428.15,436.33,444.51,3.07,49.0,2.1805273833671457,1.7419843473870176,-13.98,1.4456258393252486,1.9444415087473828,1.1269969,6.28,6.44,8.485210888020482,,0.3714211832274294,,,,,10.528036912872963,23.284584754517933,5.81197705184635,,40,,,23.284584754517933,,,,67,,,,,,,,0,,,,,,True,0.17,3.0,,,,,3.0,7,40,67,,36.0,50,40,1.47,-0.29,0.01,0.66,-0.13,-2.35,0.34,86.0,False,57.0,0.0,Strong sell,1.195652,535.956522
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,4658064769287.0,1939.8,1945.0,,2057.724422906384,,2195.7183044089843,2001.1350000000016,2074.630000000001,2144.919999999999,2218.552435901805,,,Bearish,0.0,33.963947957485374,-36.096610323227424,-33.860753594298906,-2.2359,39.63275219404309,-3.5117389574214157,54.66685095124688,58.80660370331856,-96.72131147540988,-130.79571192905195,40,150081.0,1261304.9000000008,1172401.7333333336,0.1115676804975076,58.68,291127123.8,29.11,37.735600000000005,,,33,1934.14,1928.47,1947.74,1955.67,1942.07,1942.0666666666664,30.387295427048723,2073.553126874061,1928.7168731259417,2092.0,1936.0,2239.3,1936.0,2408.0,1936.0,2625.87378974,1936.0,2987.97501195,2092.0,1m high,7.85,35.37,0.2,2090.8999,1936.0,1936.0,,,,False,1169692.35,0.129,5.579,,1932.2,1947.4,1909.41,2090.9,2121.29,2151.67,4.97,20.0,-7.008628954937682,-9.827073261435473,-26.13,1.4514966347992269,1.3213683750899008,0.44848818,-2.91,1.82,30.479009738576263,,0.8075628463339583,30.434921720267887,,,,3.8261794518833687,38.524122740193526,20.9554946213879,,60,,,38.524122740193526,,,,67,,,,,,,,0,,,,,,True,1.19,3.0,,,,,3.0,23,60,67,,27.0,50,30,0.12,-0.64,0.33,1.22,-0.09,-2.35,0.19,73.0,False,48.0,0.0,Strong sell,1.421053,2407.621622
