symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,233.53,182.0,182.0,,,,False,240203.95,0.325,5.214,,4422
21STCENMGM,46.49,37.36,30.6,,,,False,7524.7,0.196,7.636,,2140
360ONE,1222.9,1087.4,1060.6,,,,False,783946.8,1.11,4.752,,1729
3BBLACKBIO,1588.9,1099.5,1099.5,,,,False,23014.0,0.399,5.783,,100
3IINFOLTD,27.5,21.7,17.0,,,,False,297923.0,0.502,5.666,,5281
3MINDIA,37300.0,32480.0,32480.0,,,,False,3546.35,0.36,7.686,,6007
3PLAND,33.97,30.75,30.75,,,,False,3050.8,0.618,3.164,,4561
5PAISA,416.95,327.55,327.55,,,,False,84125.45,0.664,7.285,,2180
63MOONS,903.0,739.1,650.0,,,,False,391984.85,1.648,4.583,,5241
A2ZINFRA,17.12,14.06,12.0,,,,False,379767.45,1.121,3.978,,3879
AAATECH,98.4,90.05,85.0,,,,False,15673.9,0.468,3.068,,1442
AADHARHFC,510.45,459.3,459.3,,,,False,357474.4,0.646,4.298,,580
AAKASH,9.59,8.06,8.06,,,,False,133303.75,0.613,4.407,,2058
AAREYDRUGS,100.4,74.6,73.41,,,,True,223479.55,1.03,6.118,,1261
AARNAV,36.9,29.99,23.51,,,,False,29892.95,0.48,3.508,,133
AARON,147.89,123.35,111.15,,,,False,13612.2,1.87,4.506,,1970
AARTECH,53.36,46.5,44.85,,,,False,104804.55,0.678,3.17,,785
AARTIDRUGS,443.75,404.5,376.1,,,,False,145611.1,0.743,3.067,,5691
AARTIIND,551.75,486.5,462.05,,,,False,1031111.6,0.435,4.297,,6012
AARTIPHARM,898.95,806.4,650.8,898.95,806.4,20.0,False,458760.55,1.216,2.719,-7.709,895
AARTISURF,677.7,494.6,361.6,,,,False,25334.8,0.791,5.882,,1528
