symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
ETERNAL,320.6,53.43513521466481,26.27602912850976,Buy,1.6325883658266078,True,6
TITAN,5005.0,50.78947982081699,30.94047642040083,Buy,1.4801297648012977,True,6
JSWSTEEL,1310.0,53.07198886662749,30.043964098564853,Buy,0.8080030781069643,True,6
KOTAKBANK,414.0,55.567170368912855,46.728873505672325,Buy,6.701030927835052,True,6
BAJAJ_AUTO,11790.0,52.56688089496839,46.87726181347993,Buy,1.0975818898988168,True,6
ARHAM,209.65,63.12441310083908,44.980513723434576,Buy,11.813333333333336,True,6
VSSL,362.75,61.15026008186575,42.469254748309815,Buy,4.538904899135447,True,6
BEPL,133.56,63.13667827186461,37.26105020438988,Strong buy,7.735742518351217,True,6
COALINDIA,431.0,67.55422843158371,28.273143880359875,Strong buy,3.855421686746988,True,6
WENDT,8230.5,52.77253372668636,31.584424331644616,Buy,0.3841931942919868,True,6
TTKHLTCARE,1184.0,63.29543552594987,48.03005683937134,Strong buy,9.134482440777942,True,6
MSTCLTD,764.1,63.11266655544093,40.10384494418432,Buy,31.51462994836489,True,6
LGBBROSLTD,1729.7,69.45303398078993,25.55414724557033,Buy,12.427689307767308,True,6
CYBERMEDIA,22.73,63.09456411364904,53.30222460926183,Buy,40.56895485466913,True,6
SAMBANDAM,113.01,53.14485861106833,31.29442891746269,Buy,41.2625,True,6
UNIONBANK,183.89,50.96626796636557,30.68735900016815,Buy,0.1088790897708033,True,6
SIEMENS,3949.1,50.15542031810681,26.14189863008311,Buy,0.2258768590426905,True,6
TGBHOTELS,9.82,57.010491077295256,34.19482038926196,Strong buy,6.047516198704109,True,6
KAPSTON,564.3,58.290536630043725,29.60982456115976,Buy,-5.950000000000007,True,6
QUADFUTURE,439.85,61.92776879939751,42.906252136434745,Strong buy,19.88280185336605,True,6
SURAKSHA,335.65,64.75639473773475,46.95257196404042,Buy,34.25999999999999,True,6
GUJALKALI,712.55,56.225760683852144,39.52256109602013,Buy,5.095870206489669,True,6
BAJAJHIND,21.35,53.42122757072407,38.13541671533904,Buy,20.9631728045326,True,6
VIDHIING,350.2,59.80819223332441,25.134033926955983,Buy,10.473186119873814,True,6
SMCGLOBAL,83.93,65.46680781492512,26.07306967987377,Buy,6.240506329113932,True,6
