symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,9849,15356639,15366488,150811.325106,23594610976671.15,854703.4268175,9222002,23437.1
BANKNIFTY,4115,650281,654396,70156.086354,1112586504002.4,147011.016378,1155772,56487.45
IDEA,6611,21112,27723,73289.6144475,25424225011.5,79160.5280625,129127,15.26
RELIANCE,8172,109251,117423,52397.75625,71898814085.0,59908.8471,567428,1275.5
HDFCBANK,11388,142288,153676,51359.53784,66780514736.0,58114.6202,1080247,687.7
COFORGE,3536,51919,55455,31257.9596775,47346545573.75,40297.390415,69350,1830.6
ATHERENERG,4087,54804,58891,25063.1108625,35090483591.25,34967.246775,37466,1633.0
ADANIENT,2709,51964,54673,25760.973815700003,50274920036.31,33575.1406788,100307,3085.5
INFY,5191,76374,81565,21706.01488,33104160724.0,26923.30212,373950,1036.7
TCS,4528,43674,48202,22602.4408575,22417887561.75,26126.741475,244036,2207.5
ADANIPORTS,2552,27436,29988,21404.49028,23247051783.75,24414.4781175,75475,1767.6
CANBK,2382,22881,25263,20415.507975,20214027157.5,23963.01705,79057,125.85
PAYTM,1400,17835,19235,17771.81422,23185274155.25,22425.2157725,62264,1741.7
DIXON,2743,32204,34947,18616.16639,22853312911.5,22134.045505,139738,13685.0
ICICIBANK,1867,28489,30356,18240.49241,28264143432.0,21138.40673,235487,1389.1
BANKBARODA,2713,20281,22994,18994.5951975,14543157125.25,21095.1702,84649,238.05
INDIGO,2268,36822,39090,16749.21237,27854175987.0,20743.87224,82257,4928.5
BSE,2460,28846,31306,16225.80034,19723058254.0,20171.78288,144517,3289.2
AXISBANK,2288,27036,29324,17920.951375,21431591200.0,20076.988375,202435,1253.4
HINDALCO,2611,6194,8805,18819.64252,4553615157.0,19418.03409,101971,1021.7
HAL,2031,36510,38541,15218.436015,28153526898.0,19408.729995,79526,4974.0
SBIN,1992,34105,36097,15124.83015,26470000537.5,18125.610525,286990,1009.2
TECHM,1574,25274,26848,14491.98516,23900703270.0,18098.25786,56027,1520.8
MIDCPNIFTY,674,41597,42271,11784.839748,73346491896.0,17451.018708,108276,14537.85
ONGC,2394,51392,53786,12872.81025,28114019797.5,16575.408225,66627,237.6
PERSISTENT,1799,28122,29921,12293.52735,20047744470.0,16101.09705,55243,5468.0
HCLTECH,2840,25422,28262,13925.74668,12889771212.0,16094.2588,105885,1213.0
M&M,2227,24878,27105,13904.67234,15973178008.0,15902.85242,127464,3120.1
ASHOKLEY,1688,10879,12567,14021.507,9434412500.0,15482.507,59104,165.66
OIL,1539,20772,22311,11040.34596,15324894536.0,14460.03132,18134,508.1
LAURUSLABS,731,7261,7992,12072.850135,12199619041.5,14020.99055,45343,1944.1
WIPRO,2398,19908,22306,11963.9067,10308173250.0,13583.1642,130568,167.0
VBL,2200,18240,20440,11597.304375,10069038196.5,13163.44884,99712,409.25
KALYANKJIL,1282,12613,13895,10577.89017,10763025997.5,13159.925145,57326,614.6
PNB,1140,12104,13244,10717.8208,11661298000.0,12503.5208,48981,117.92
BHEL,962,6400,7362,10954.627425,7457290916.25,12373.2490875,52863,432.6
GVT&D,1750,17851,19601,10085.1189375,10596617470.0,11766.5436375,51376,4567.3
IDFCFIRSTB,1292,8874,10166,10473.0563875,7334656644.0,11527.7685775,67543,87.0
MCX,1174,14401,15575,8805.15297,11137081158.0,11180.67705,77750,3314.7
TMPV,2028,21159,23187,9800.66288,10581069840.0,11161.52128,119891,300.55
FORCEMOT,1776,34217,35993,7930.95065,16124703867.25,11050.4893225,21548,17840.0
BHARTIARTL,1103,15747,16850,9584.37102,14005546888.25,10836.9549025,216176,1822.7
DIVISLAB,845,18426,19271,8035.64207,17796188813.0,10396.8302,75203,9495.5
SWIGGY,1772,10471,12243,9153.038935,5602072541.75,10295.8318525,91712,280.6
BEL,1561,11928,13489,9026.0518875,7098473610.75,10027.114245,136099,405.5
HEROMOTOCO,1130,12452,13582,8828.03721,10059001761.0,9962.80482,60292,5211.5
AUBANK,843,7830,8673,8890.7902,8550905630.0,9933.6465,38739,1051.1
SOLARINDS,694,9318,10012,7787.30325,10414524193.5,9640.420185,46318,22465.0
CHOLAFIN,785,3344,4129,8980.099625,3910533131.25,9635.9309375,31641,1839.9
MARUTI,1224,30320,31544,7726.151165,19708876779.5,9632.86896,158060,12557.0
ADANIENSOL,843,6402,7245,8052.4073025,6384214752.75,9277.23483,53535,1408.5
BDL,1550,15277,16827,7847.3566975,8280080090.75,9272.387605,58745,1198.6
ADANIGREEN,993,8108,9101,7785.26448,6547496916.0,9128.63364,58401,1311.6
