symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
PATANJALI,76675,48010,28665,59.71,337013,108828.28257,132680810191,25072.70316,396
OFSS,45180,32224,12956,40.21,141003,77636.04024,151679326287,18983.26287,10911
MANKIND,27194,21071,6123,29.06,134508,24167.10467,80027603962,8797.18962,2437
BSE,204872,168154,36718,21.84,475511,197199.39762,290933916760,40306.3676,3161
GMRAIRPORT,43320,36633,6687,18.25,40737,47046.02206,24012919408,2951.15458,98
AUROPHARMA,41947,36893,5054,13.7,35595,93768.94054,24807437809,2978.53809,1713
APOLLOHOSP,43019,38060,4959,13.03,41833,54552.08017,41457521937,2802.96937,8912
NIFTY,11279451,9984741,1294710,12.97,111824013,600061.09981,169951777092930,3297843.2868,23414
LICHSGFIN,69621,61685,7936,12.87,63220,76580.4278,28407278910,3492.2891,568
KPITTECH,37906,34253,3653,10.66,37171,13812.21197,14417041171,1852.43421,536
MAZDOCK,65252,59976,5276,8.8,43409,28543.82649,20003441510,1805.1401,2232
ICICIGI,37418,34580,2838,8.21,48551,22244.72087,21931586231,2116.47731,1509
ADANIPORTS,74586,68953,5633,8.17,73322,53036.46282,57325369727,4653.14227,1787
PAYTM,68170,63489,4681,7.37,94458,93322.27847,116556323733,14840.91733,1810
UNITDSPR,32289,30115,2174,7.22,18406,15140.38072,9282431752,1799.75752,1397
CONCOR,33154,30974,2180,7.04,11136,13947.9825,5635415525,614.03025,487
INDHOTEL,44279,41369,2910,7.03,50003,24677.4017,35470011260,3646.4126,745
RVNL,52960,49564,3396,6.85,46739,16936.90691,17826291791,2045.33791,209
TMPV,141287,132675,8612,6.49,80539,34740.98784,36823074688,3895.70688,301
MAHABANK,14060,13212,848,6.42,3413,3366.0588,1558657945,181.12445,82
HAVELLS,43379,40815,2564,6.28,17228,17933.7446,7942908465,1018.78465,1103
TORNTPHARM,37526,35308,2218,6.28,31408,19955.8465,17724103995,1694.03995,4970
BHARTIARTL,228062,214591,13471,6.28,193582,127667.48066,158869628752,9664.90252,1830
NMDC,81499,76850,4649,6.05,15964,45026.40622,4373563410,483.1866,79
WAAREEENER,81328,76715,4613,6.01,31860,23469.52795,12113784698,865.77198,2499
KFINTECH,21513,20298,1215,5.99,8178,13557.77607,2983418021,241.11521,896
UNOMINDA,18012,17008,1004,5.9,15069,10241.65175,9272488406,712.52406,1227
NYKAA,17148,16202,946,5.84,11680,16904.82718,10566670656,897.33156,336
RADICO,15069,14242,827,5.81,16103,13059.55401,9564900706,810.53206,4480
GODFRYPHLP,11877,11227,650,5.79,5296,6225.61269,2382966561,200.15311,1980
HYUNDAI,28306,26762,1544,5.77,7489,11990.82766,3298644734,261.72234,2144
ATHERENERG,40309,38120,2189,5.74,26631,18375.59943,14610425988,2022.73488,1593
ETERNAL,112058,106156,5902,5.56,100706,86703.62096,73169663370,8958.72745,335
NAUKRI,36671,34748,1923,5.53,30517,18567.76971,20166599805,2061.31805,1296
JSWENERGY,38389,36460,1929,5.29,10093,18361.05912,3899301898,388.47898,517
BLUESTARCO,36762,34964,1798,5.14,21079,15263.45661,9271794499,1211.46499,1565
HDFCBANK,1112858,1059016,53842,5.08,757909,473527.55892,321014446330,35693.7033,739
CDSL,63044,60049,2995,4.99,42363,35896.07779,24622089806,2366.91806,1361
BANKNIFTY,1409683,1343456,66227,4.93,2553707,229421.44986,4327857718287,222742.72287,56470
SWIGGY,95446,91007,4439,4.88,43869,45767.62393,18100032048,2310.64673,272
SONACOMS,22410,21390,1020,4.77,20477,25818.51466,18072456372,2146.39122,795
HINDALCO,115546,110291,5255,4.76,55884,53327.99213,34064227015,2778.73015,981
TATAELXSI,43840,41906,1934,4.62,26519,13677.72202,10094721591,816.21591,3287
WIPRO,149069,142541,6528,4.58,50766,45395.4471,21143428080,2334.1308,164
BOSCHLTD,22949,21955,994,4.53,27632,6931.37279,33301410583,1662.98083,47565
UPL,36265,34763,1502,4.32,14879,16446.54461,9885381294,880.80894,559
BAJFINANCE,149990,144180,5810,4.03,46939,38459.02575,33408994710,2877.5721,1021
TITAN,64473,61988,2485,4.01,57826,39215.68311,45675601175,3032.37425,4875
PHOENIXLTD,16190,15571,619,3.98,15555,4484.78247,10219229258,1036.83258,1929
NIFTYFPI,132,127,5,3.94,38,33.75724,60377944,0.20944,1524
SBILIFE,39444,37955,1489,3.92,22983,13005.3369,14038134153,1205.04153,1756
HDFCLIFE,87590,84378,3212,3.81,41838,29949.82562,23072982108,2674.46608,559
LAURUSLABS,52992,51119,1873,3.66,74679,84936.80802,119737695747,15952.77747,2017
