index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,23366.0,23414.3,-0.21,2026-09-22,2026-09-21,False
NIFTY_BANK,^NSEBANK,56332.75,56470.65,-0.24,2026-09-22,2026-09-21,False
NIFTY_NEXT_50,^NSMIDCP,72055.2,72083.95,-0.04,2026-09-22,2026-09-21,False
INDIA_VIX,^INDIAVIX,11.28,11.25,0.29,2026-09-22,2026-09-21,False
SENSEX,^BSESN,74799.19,74858.99,-0.08,2026-09-22,2026-09-21,False
