symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,233.53,194.05,182.0,,,,False,226824.5,0.305,4.245,,4430
21STCENMGM,43.92,37.36,31.51,,,,False,3733.45,0.452,6.472,,2149
360ONE,1219.8,1037.1,1037.1,,,,False,684105.9,0.185,7.312,,1738
3BBLACKBIO,1588.9,1266.3,1099.5,,,,False,19135.95,0.092,4.868,,109
3IINFOLTD,26.25,21.7,18.01,,,,False,246827.3,0.139,5.036,,5290
3MINDIA,35095.0,31500.0,31500.0,,,,True,3818.7,0.201,4.244,,6015
3PLAND,33.97,28.51,28.51,,,,False,3631.15,1.014,3.762,,4570
5PAISA,381.95,307.2,307.2,,,,False,41917.6,0.086,6.914,,2189
63MOONS,945.0,739.1,677.0,,,,False,405735.0,0.295,5.08,,5250
A2ZINFRA,17.12,14.52,12.0,,,,False,215613.3,0.189,3.651,,3887
AAATECH,98.4,83.8,83.8,,,,False,49746.85,0.166,4.165,,1451
AADHARHFC,488.0,440.15,440.15,,,,False,332889.6,0.288,3.464,,588
AAKASH,9.98,8.18,8.06,,,,False,115283.65,0.192,4.071,,2067
AAREYDRUGS,103.99,74.6,73.41,,,,False,227706.9,0.063,7.105,,1269
AARNAV,34.8,28.32,24.99,,,,False,12204.1,0.266,3.54,,141
AARON,142.0,115.0,111.15,,,,False,11895.85,0.259,3.554,,1979
AARTECH,53.48,46.7,44.85,,,,False,39351.75,0.173,3.317,,793
AARTIDRUGS,444.0,409.95,401.0,444.0,409.95,20.0,False,132630.5,0.297,2.438,-2.027,5700
AARTIIND,545.9,459.55,459.55,,,,False,572969.75,0.342,5.979,,6021
AARTIPHARM,909.5,765.0,650.8,,,,False,591848.4,1.462,3.942,,904
AARTISURF,560.0,487.0,374.3,560.0,487.0,20.0,False,16592.35,0.269,2.864,-5.312,1536
AARVI,155.38,134.5,134.5,,,,False,17645.55,0.055,4.986,,2214
AASTHA,88.37,71.72,70.0,,,,False,865927.8,0.952,4.392,,57
AATMAJ,19.7,18.05,16.7,,,,False,2800.0,0.0,4.162,,797
AAVAS,1342.6,1234.2,1234.2,,,,False,134739.0,0.284,3.42,,1969
ABAN,16.1,14.04,14.04,,,,False,17672.85,0.172,4.356,,5986
ABANSENT,29.3,25.65,25.05,29.3,25.65,20.0,False,6620.85,0.205,2.777,-9.181,108
ABB,7699.0,6905.5,6905.5,,,,False,173789.95,0.597,5.896,,6021
ABBOTINDIA,27490.0,25135.0,25135.0,,,,False,8608.05,0.211,4.126,,5990
ABCAPITAL,416.45,378.0,378.0,,,,False,2357074.45,0.238,4.541,,2242
ABCOTS,223.45,200.1,196.81,223.45,200.1,20.0,False,17519.85,0.15,2.246,-8.257,1152
ABDL,664.0,586.55,580.0,,,,False,347052.15,0.917,3.977,,556
ABFRL,55.15,48.71,48.71,,,,False,4243198.0,0.265,4.495,,3255
ABINFRA,12.99,10.61,9.78,,,,False,456455.75,0.42,4.124,,1769
ABLBL,87.4,80.6,80.6,,,,False,569305.25,0.221,4.152,,314
ABMINTLLTD,63.15,48.02,39.15,,,,False,581.8,0.325,17.207,,2528
ABMKNO,197.0,168.3,168.3,,,,False,846.55,0.296,3.514,,107
ABREL,1431.5,1207.0,1207.0,,,,False,121844.9,0.343,6.187,,7713
ABSLAMC,1116.9,1004.0,973.3,1116.9,1004.0,20.0,False,237027.4,0.198,2.673,-8.049,1228
ABSMARINE,347.75,237.0,212.9,,,,False,110425.0,0.82,4.55,,581
ACC,1338.1,1219.1,1219.1,,,,False,120511.75,0.155,5.715,,6018
ACCELYA,1146.2,1106.1,1101.1,,,,False,4652.95,0.352,3.192,,6018
ACCENTMIC,731.7,578.05,486.0,,,,False,64550.0,0.356,5.386,,682
ACCURACY,4.73,4.06,4.06,,,,False,49707.65,0.184,3.314,,2027
ACE,1268.0,1073.8,957.8,,,,False,333390.9,0.375,4.518,,4934
ACEINTEG,19.8,16.81,16.81,19.8,16.81,20.0,False,4026.95,0.373,2.889,-8.838,2271
ACGL,1961.9,1702.0,1702.0,,,,False,768.35,0.385,3.457,,26
ACI,518.0,446.0,446.0,,,,False,471220.65,0.091,4.225,,951
ACL,46.0,40.7,40.7,,,,False,13161.6,0.096,3.703,,3917
