identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY22-09-2026CE23400.00,Index Options,NIFTY,22-Sep-2026,Call,23400,90.75,8856058,424767.53788300004,132358,23414.3,36.05697151424288
OPTIDXNIFTY22-09-2026PE23400.00,Index Options,NIFTY,22-Sep-2026,Put,23400,42.15,8115411,339236.3529165,247382,23414.3,-61.992786293958524
OPTIDXNIFTY22-09-2026CE23500.00,Index Options,NIFTY,22-Sep-2026,Call,23500,36.1,7146984,155439.755016,178853,23414.3,15.52
OPTIDXNIFTY22-09-2026CE23450.00,Index Options,NIFTY,22-Sep-2026,Call,23450,59.65,6828927,230728.95654900002,98924,23414.3,27.867095391211148
OPTIDXNIFTY22-09-2026PE23350.00,Index Options,NIFTY,22-Sep-2026,Put,23350,30.3,5515788,172953.04852799998,155256,23414.3,-64.60280373831776
OPTIDXNIFTY22-09-2026PE23300.00,Index Options,NIFTY,22-Sep-2026,Put,23300,21.95,5246181,114883.4946285,243496,23414.3,-66.46294881588999
OPTIDXNIFTY22-09-2026CE23350.00,Index Options,NIFTY,22-Sep-2026,Call,23350,128.0,4029058,263983.88016,39503,23414.3,39.89071038251366
OPTIDXNIFTY22-09-2026CE23600.00,Index Options,NIFTY,22-Sep-2026,Call,23600,9.55,3860663,28607.51283,164756,23414.3,-25.098039215686274
OPTIDXNIFTY22-09-2026PE23450.00,Index Options,NIFTY,22-Sep-2026,Put,23450,61.05,3740814,199215.179163,97810,23414.3,-56.702127659574465
OPTIDXNIFTY22-09-2026CE23550.00,Index Options,NIFTY,22-Sep-2026,Call,23550,20.0,3556455,46141.44717,95921,23414.3,-0.7444168734491315
OPTIDXNIFTY22-09-2026PE23200.00,Index Options,NIFTY,22-Sep-2026,Put,23200,12.7,2974009,31470.963238,172908,23414.3,-65.76819407008087
OPTIDXNIFTY22-09-2026CE23300.00,Index Options,NIFTY,22-Sep-2026,Call,23300,170.4,2860049,253311.679881,59836,23414.3,41.1764705882353
OPTIDXNIFTY22-09-2026PE23500.00,Index Options,NIFTY,22-Sep-2026,Put,23500,87.95,2683945,203049.8330575,77732,23414.3,-49.91457858769932
OPTIDXNIFTY22-09-2026CE23700.00,Index Options,NIFTY,22-Sep-2026,Call,23700,2.5,2459258,6585.892924,145155,23414.3,-54.12844036697248
OPTIDXNIFTY22-09-2026CE23650.00,Index Options,NIFTY,22-Sep-2026,Call,23650,4.6,2416163,10569.5050435,119469,23414.3,-43.90243902439025
OPTIDXNIFTY22-09-2026PE23250.00,Index Options,NIFTY,22-Sep-2026,Put,23250,16.35,2325721,35071.87268,121877,23414.3,-66.90283400809717
OPTIDXNIFTY22-09-2026PE23100.00,Index Options,NIFTY,22-Sep-2026,Put,23100,8.2,1804414,10309.519389,144841,23414.3,-60.76555023923445
OPTIDXNIFTY22-09-2026PE23000.00,Index Options,NIFTY,22-Sep-2026,Put,23000,6.15,1777244,6469.16816,189739,23414.3,-50.202429149797574
OPTIDXNIFTY22-09-2026PE23150.00,Index Options,NIFTY,22-Sep-2026,Put,23150,9.9,1684789,12911.380501500002,95207,23414.3,-64.32432432432432
OPTIDXNIFTY22-09-2026CE23750.00,Index Options,NIFTY,22-Sep-2026,Call,23750,1.5,1663752,3006.399864,80044,23414.3,-60.526315789473685
