date,symbol,subject,details,category
06-Sep-2026 01:22:24,VMSTMT,General Updates,Weblink for accessing Annual Report FY 2025-26 and Notice of 13th Annual General Meeting of your Company,General Updates
06-Sep-2026 00:12:42,TEXRAIL,Options to purchase securities,Texmaco Rail & Engineering Limited has informed the Exchange about Options to purchase securities,Options to purchase securities
06-Sep-2026 00:05:24,MARINE,Shareholders meeting,"Marine Electricals (India) Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 30, 2026",Shareholders meeting
06-Sep-2026 00:00:54,TEXRAIL,General Updates,Texmaco Rail & Engineering Limited has informed the Exchange about General Updates,General Updates
06-Sep-2026 00:00:14,JUBLCPL,General Updates,"Jubilant Agri and Consumer Products Limited has informed the Exchange about proceedings of Hon'ble NCLT Convened Meeting of Unsecured Creditors held on September 05, 2026.",General Updates
05-Sep-2026 23:55:07,JUBLCPL,Shareholders meeting,"Jubilant Agri and Consumer Products Limited has informed the Exchange regarding Proceedings of Hon'ble NCLT Convened Meeting of Equity Shareholders held on September 05, 2026",Shareholders meeting
05-Sep-2026 23:52:59,VMSTMT,Shareholders meeting,VMS TMT Limited has informed the Exchange about Shareholders meeting,Shareholders meeting
05-Sep-2026 23:43:50,SALASAR,Updates,Salasar Techno Engineering Limited has informed the Exchange regarding 'Dispatch of web-link letters' to the shareholders of the company whose email id is not registered with the Company/RTA/depository.,Updates
05-Sep-2026 23:26:13,HFCL,General Updates,HFCL Limited has informed the Exchange about Dispatch of Letter to Shareholders providing Web-Link to Annual Report,General Updates
05-Sep-2026 23:23:23,SALASAR,Change in Management,Salasar Techno Engineering Limited has informed the Exchange about change in Management,Change in Management
05-Sep-2026 23:20:50,PNGJL,Updates,P N Gadgil Jewellers Limited has informed the Exchange regarding 'Letter to Shareholders - Weblink of the Annual Report for the Financial Year 2025-26'.,Updates
05-Sep-2026 23:18:49,MARUTI,Corrigendum,Maruti Suzuki India Limited has informed the Exchange regarding Corrigendum to Press Release,Corrigendum
05-Sep-2026 23:12:32,SALASAR,Updates,Salasar Techno Engineering Limited has informed the Exchange regarding 'Annual Report for the FY 2025-26'.,Updates
05-Sep-2026 23:11:30,AXITA,General Updates,Axita Cotton Limited has informed the Exchange about declaration of record date of the final dividend for FY 2025-2026,General Updates
05-Sep-2026 23:05:50,AXITA,Shareholders meeting,"Axita Cotton Limited has informed the Exchange regarding Notice of 13th Annual General Meeting to be held on September 30, 2026",Shareholders meeting
05-Sep-2026 23:00:36,BRNL,Shareholders meeting,"Bharat Road Network Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 30, 2026",Shareholders meeting
05-Sep-2026 22:38:33,UNIVPHOTO,Record Date,"Universus Photo Imagings Limited has informed the Exchange regarding ""cut-off date"" for the purpose of determining the members eligible to vote on the resolutions set out in the notice of AGM and attend the AGM",Record Date
05-Sep-2026 22:38:02,S&SPOWER,Updates,S&S Power Switchgears Limited has informed the Exchange regarding 'General updates'.,Updates
05-Sep-2026 22:36:37,STARTECK,Copy of Newspaper Publication,Starteck Finance Limited has informed the Exchange about Copy of Newspaper Publication in respect of Addendum to the Notice of 41st Annual General Meeting,Copy of Newspaper Publication
05-Sep-2026 22:33:35,UNIVPHOTO,Outcome of Board Meeting,"Universus Photo Imagings Limited has informed the Exchange regarding Outcome of Board Meeting held on September 05, 2026.",Outcome of Board Meeting
