symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
PLASTIBLEN,201.48,62.50566124638616,31.186785768835485,Buy,9.499999999999996,True,6
HITECHCORP,326.25,65.49049883999467,39.01528112355003,Buy,4.233226837060703,True,6
JFLLIFE,13.1,61.355357531628,48.0645961472005,Buy,30.999999999999996,True,6
UNIVPHOTO,476.15,62.102499553282485,30.310295802766813,Buy,41.22794008601513,True,6
MANCREDIT,243.44,55.01608987438817,36.465605673511405,Buy,1.9003767266638727,True,6
KANPRPLA,232.45,68.50449264252994,30.254668515458604,Strong buy,18.657478305257776,True,6
CENTENKA,604.1,63.75887927742143,61.83624677811637,Buy,15.506692160611856,True,6
EICHERMOT,8049.0,64.34749518138028,28.089395662540223,Strong buy,9.8839590443686,True,6
HINDZINC,584.6,62.21574357502367,26.396194400639644,Buy,10.730182782460457,True,6
ORTEL,2.19,69.45763730452879,45.05258005722192,Buy,29.585798816568047,True,6
PDSL,379.4,61.98756330181276,36.28403737214679,Buy,7.784090909090903,True,6
INDIGOPNTS,1122.1,59.45155829485852,41.08620322025543,Buy,7.060395000477055,True,6
SMARTWORKS,488.5,56.33310819227136,27.29909016477337,Strong buy,4.738421955403092,True,6
SCPL,652.1,65.51991422621418,40.69199473228572,Strong buy,32.298640697910336,True,6
MENONBE,235.63,64.72112735647036,53.2591844949266,Buy,33.19954776710005,True,6
BAJAJHLDNG,11579.0,66.98575479110649,26.52171421550898,Strong buy,14.078817733990148,True,6
NURECA,340.3,64.39833900182101,52.24326932756917,Strong buy,43.76848331220956,True,6
CINELINE,89.34,62.22290694717928,46.55522684065979,Strong buy,11.828764551257985,True,6
SSWL,312.5,67.47107236075493,60.43038971566265,Buy,27.29124236252546,True,6
VEEDOL,1513.4,66.63154996280709,27.340950352259306,Buy,4.028045092108891,True,6
STYLEBAAZA,351.3,69.73773552570015,26.150566029871868,Buy,20.721649484536087,True,6
FMGOETZE,487.2,59.16239874291037,25.626749295961865,Buy,7.787610619469024,True,6
PIXTRANS,1947.0,64.34071652689548,29.224939643085868,Buy,6.167184688369044,True,6
BAFNAPH,268.3,66.57576316571158,55.95369736689472,Buy,28.557738380450417,True,6
QUESS,334.2,66.99184903702928,48.001139396878166,Buy,15.32091097308488,True,6
