symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
GODREJCP,95197,39553,55644,140.68,271062,147899.8993,115045081490,18486.1649,910
PIIND,52845,34508,18337,53.14,242914,91986.21794,101455796386,17274.70136,2483
APOLLOHOSP,54227,38881,15346,39.47,98974,73021.28925,102095394141,14382.44141,8597
MANAPPURAM,43469,33866,9603,28.36,95368,137124.6858,92815386060,18448.5606,352
HAL,104591,82574,22017,26.66,378596,178913.57818,270226732348,42198.29848,4995
NIFTY,6855770,5570555,1285215,23.07,45798384,885603.30221,72939325298170,2246848.7117,24435
GRASIM,91153,76264,14889,19.52,177025,174004.35327,133815210340,23166.5034,3307
FORCEMOT,23694,20054,3640,18.15,106900,30913.15473,50304794681,7135.94681,19269
FINNIFTY,22814,19326,3488,18.05,24256,2254.28379,38742299269,2383.94269,26426
NATIONALUM,54806,47296,7510,15.88,164452,133194.25106,116724699656,29759.68406,420
ASTRAL,31448,27292,4156,15.23,35547,32985.23217,19079273595,3404.03095,1464
FORTIS,33846,29664,4182,14.1,65793,30436.81168,43724810908,6524.49908,900
MAXHEALTH,37840,33337,4503,13.51,41528,22161.07467,20673816864,3455.28114,1007
BOSCHLTD,46804,41904,4900,11.69,146053,50583.61938,165524619709,15146.19709,46480
TCS,278007,252421,25586,10.14,455274,183268.14372,226451157489,30783.43989,2349
BSE,151231,137776,13455,9.77,152721,111575.32456,100792371680,17089.1168,3527
TMPV,102927,94251,8676,9.21,111750,92429.4424,53449110592,9947.82592,343
JUBLFOOD,42953,39497,3456,8.75,18682,39685.23787,7447177200,1897.772,484
GMRAIRPORT,33278,30992,2286,7.38,15308,19134.07249,9573244904,1647.09254,104
VMM,15453,14435,1018,7.05,6095,7244.79759,2563850019,551.26894,108
PAGEIND,19786,18484,1302,7.04,13320,27593.67972,7691145258,1523.65258,38295
PETRONET,28219,26412,1807,6.84,15362,8093.01048,7482277406,912.01406,279
HINDZINC,62838,58962,3876,6.57,64955,53202.84466,42706223224,6937.57974,584
DIXON,130333,122322,8011,6.55,90245,52512.53214,59329248092,7740.05592,13800
PNB,60574,57004,3570,6.26,96073,95745.7312,83019910080,14314.1408,118
PREMIERENE,19468,18346,1122,6.12,8235,9001.10945,4889493563,591.48563,1026
UNIONBANK,44530,42002,2528,6.02,39113,38173.30635,28961755360,5637.97923,187
CONCOR,28665,27116,1549,5.71,30191,15911.93325,18438200250,3209.7525,512
AMBER,45306,43004,2302,5.35,36374,32124.00604,22806596123,4063.86123,6985
SOLARINDS,28604,27264,1340,4.91,15615,23282.0259,12772276250,2571.0125,18730
ITC,224241,214016,10225,4.78,104503,48138.0206,46459075808,3756.49058,276
HDFCAMC,40248,38468,1780,4.63,15145,21810.78414,9561710538,1173.95538,2490
JIOFIN,159444,152691,6753,4.42,66622,61544.36173,34838430071,4971.16321,256
MIDCPNIFTY,117092,112258,4834,4.31,172599,60591.93548,305668436450,19522.1345,15032
MUTHOOTFIN,61470,58966,2504,4.25,29526,27184.6584,21528889981,2972.26231,2876
NIFTYNXT50,1066,1024,42,4.1,219,1504.89438,258376281,19.01281,74748
COCHINSHIP,25741,24762,979,3.95,7424,6352.08524,3994590372,654.78372,1506
IREDA,41906,40343,1563,3.87,11291,23651.90485,3834182865,1304.61315,117
NHPC,36261,34943,1318,3.77,8151,10936.99468,3356300185,390.65185,76
VEDL,104890,101143,3747,3.7,45146,21013.38282,12818432312,2679.07312,275
NESTLEIND,37958,36604,1354,3.7,18177,28055.4693,11174079095,1255.94095,1507
PATANJALI,52646,50776,1870,3.68,24195,32260.02749,6075294194,1609.02194,352
UNOMINDA,16081,15514,567,3.65,6943,13176.7812,3561590906,432.18906,1232
BANKNIFTY,1126172,1086908,39264,3.61,3137596,392750.60206,5426283918323,373025.01323,57885
MANKIND,28849,27889,960,3.44,10167,8319.1385,5492624147,526.39147,2433
WAAREEENER,79366,76748,2618,3.41,29549,28923.19608,11432120659,1499.75659,2668
INDUSTOWER,82665,79969,2696,3.37,49333,60586.11895,26199524874,3743.13174,383
FEDERALBNK,55398,53601,1797,3.35,14936,17241.863,11803337575,1218.12575,356
PFC,111892,108285,3607,3.33,56762,54145.78481,23721395386,2597.62386,376
SBICARD,47273,45752,1521,3.32,9274,19249.39264,2968189440,401.5744,656
TATASTEEL,140450,135937,4513,3.32,84602,67500.38735,37536361252,5150.50002,186
CHOLAFIN,38606,37380,1226,3.28,8628,12064.61462,9270707862,884.95362,1917
M&M,128065,124120,3945,3.18,66644,47565.56926,41854241252,4742.57252,3403
AXISBANK,210498,204043,6455,3.16,75616,94561.13637,49759765150,5330.9015,1230
ABB,41982,40786,1196,2.93,37004,29552.84377,33403430785,4966.05785,7710
IRFC,45760,44519,1241,2.79,12524,10727.43948,5103552475,765.9015,88
PRESTIGE,19711,19184,527,2.75,7533,6797.32884,4781013624,769.56624,1590
BHARTIARTL,188319,183366,4953,2.7,190640,201667.9464,158915671779,14463.88779,1945
GVT&D,41331,40259,1072,2.66,55218,36961.70181,27927413601,5423.01101,4406
PNBHOUSING,23341,22753,588,2.58,16795,14809.19823,11471311657,1768.85657,1157
LTF,36767,35875,892,2.49,8694,16772.97735,4616821237,689.52487,317
BLUESTARCO,34654,33824,830,2.45,18302,13362.90965,7949753799,1068.73299,1490
TATACONSUM,49353,48182,1171,2.43,23432,18006.36948,12245859147,1577.17147,1061
OBEROIRLTY,25099,24506,593,2.42,7165,7294.51646,3787304332,391.40332,1799
CAMS,21797,21304,493,2.31,9138,6794.2507,5425008146,544.97396,777
ANGELONE,32162,31442,720,2.29,16004,19708.2565,10192951775,1328.89275,291
TRENT,103653,101348,2305,2.27,51405,50455.61788,30617035393,3779.10643,2987
PGEL,33391,32658,733,2.24,18363,20494.29756,9033839294,1494.01294,614
NMDC,78091,76383,1708,2.24,20756,15855.86205,11024444317,1309.97317,85
OFSS,29523,28907,616,2.13,15838,30893.19914,15629854961,2457.64961,11679
LICHSGFIN,64356,63095,1261,2.0,11650,10614.3638,4899893220,517.3322,508
IDEA,119859,117599,2260,1.92,74986,159643.37221,58524349688,12954.60788,13
APLAPOLLO,29987,29425,562,1.91,10088,15066.13934,5695911770,723.8477,1997
COFORGE,62905,61764,1141,1.85,32393,34397.96646,24387615205,3924.39205,1801
MAZDOCK,50572,49662,910,1.83,38724,25227.91543,20082571805,3022.59305,2552
LUPIN,50965,50048,917,1.83,15688,15159.46805,14240604773,1276.38273,2281
SBILIFE,26180,25728,452,1.76,7638,15636.1731,3769500585,438.08085,1830
PERSISTENT,56862,55888,974,1.74,36963,28734.9662,23037296342,3763.46342,5474
AMBUJACEM,95996,94365,1631,1.73,17924,22651.3458,7044285084,902.13084,421
ADANIGREEN,74201,72960,1241,1.7,41557,35409.5979,31427112024,4959.00024,1332
HDFCBANK,986632,970304,16328,1.68,340278,189356.6621,148240968876,16985.40376,729
VOLTAS,37689,37076,613,1.65,21809,19859.28566,8839830435,1697.25435,1290
GODREJPROP,45441,44722,719,1.61,27705,16055.3599,17156962784,2529.58784,2015
COALINDIA,102790,101191,1599,1.58,18991,13465.78411,9355076518,972.55768,409
ULTRACEMCO,61974,61054,920,1.51,36950,37690.6489,18478393971,1885.39971,11891
JSWENERGY,37432,36880,552,1.5,11839,10476.55956,6241259176,701.24926,558
LTM,38400,37846,554,1.46,22844,32778.40587,13203586186,2313.91186,4762
HDFCLIFE,93688,92340,1348,1.46,19995,17016.62952,10436838280,1052.5878,537
TATAELXSI,36864,36360,504,1.39,21865,15325.41603,8612151173,1121.26173,3711
BAJFINANCE,157893,155796,2097,1.35,44965,52913.5434,32196135975,3588.30975,1094
ICICIGI,29316,28932,384,1.33,4438,4039.14709,2012407787,226.92787,1635
ADANIPORTS,101528,100272,1256,1.25,36515,27380.33232,27096342581,2761.61081,1665
LODHA,35177,34764,413,1.19,16256,17376.90175,10695305293,1644.05293,1209
ASIANPAINT,70531,69703,828,1.19,39368,32479.09762,23908896107,2608.81107,2740
PAYTM,82124,81192,932,1.15,48486,39826.14493,52911291830,9259.2083,1610
NAM-INDIA,16135,15961,174,1.09,3680,10602.28793,1687064231,107.89231,1182
SWIGGY,89345,88384,961,1.09,21884,38072.77277,7662586218,1429.93093,279
LAURUSLABS,50143,49604,539,1.09,18085,36063.11796,24823599928,3698.81928,1850
PHOENIXLTD,16327,16154,173,1.07,4179,8044.58039,2032675795,210.85795,1905
DRREDDY,51404,50860,544,1.07,34645,31360.60862,23179318912,2877.87662,1200
RBLBANK,21962,21741,221,1.02,4001,14049.86649,3586530292,509.29667,389
DMART,55380,54843,537,0.98,16192,19882.10275,8021410797,881.80797,4040
SONACOMS,20938,20750,188,0.91,10278,18910.88556,8449181560,1473.4431,804
CANBK,82438,81717,721,0.88,34955,47378.979,27086612625,4660.47,132
INDHOTEL,35121,34816,305,0.88,7435,12171.3897,4251989890,392.5989,724
ASHOKLEY,55129,54662,467,0.85,17366,21770.3295,13561153550,2586.2855,176
IOC,50274,49852,422,0.85,12472,13885.57755,7287268901,760.95776,140
JINDALSTEL,36092,35799,293,0.82,10100,8534.95375,6285232587,700.57587,1112
SUZLON,71822,71256,566,0.79,11158,14921.4459,5660940672,748.45672,47
SUNPHARMA,87428,86769,659,0.76,32022,21333.64716,20022619704,1923.89704,1944
CDSL,50994,50627,367,0.72,19578,13401.21931,11499243208,1461.92208,1339
MFSL,31077,30864,213,0.69,18451,16130.09868,9828514344,1906.66344,1516
UPL,51764,51425,339,0.66,13572,15556.75215,9377902371,1052.30871,570
BAJAJHLDNG,6765,6723,42,0.62,3609,2932.68017,3111709760,84.8726,11579
BPCL,31544,31353,191,0.61,10521,11806.38173,5517276892,691.60392,317
ADANIPOWER,72479,72058,421,0.58,27920,31306.64344,18334418430,2249.6318,206
KFINTECH,15886,15797,89,0.56,3660,4558.95109,1554142815,218.94315,922
UNITDSPR,29491,29334,157,0.54,7186,5801.49528,3868324720,459.1672,1535
BEL,152926,152112,814,0.54,61797,41085.40833,32307211587,4416.39462,405
COLPAL,39139,38946,193,0.5,6863,4986.16085,3456738799,260.86299,2005
JSWSTEEL,77838,77460,378,0.49,11525,12274.07742,8984511765,1009.71765,1269
VBL,74827,74506,321,0.43,11506,8039.07772,5936733680,635.7368,440
NYKAA,28754,28636,118,0.41,6114,9163.26812,5483414250,708.67375,328
KALYANKJIL,66958,66688,270,0.4,36735,30382.39935,27698524803,7408.74303,596
BIOCON,36156,36020,136,0.38,17461,22927.55175,16799298750,2500.4875,427
BANKBARODA,79999,79714,285,0.36,39731,39798.82032,25676507112,3983.49987,251
NTPC,127897,127455,442,0.35,33072,47108.70915,12479816085,1343.43585,339
360ONE,14557,14509,48,0.33,6247,12439.81775,2428781060,311.8106,1161
ADANIENSOL,40054,39929,125,0.31,23975,35867.30638,23078410461,4152.17961,1599
DELHIVERY,28301,28216,85,0.3,11909,26032.05401,9368195080,1311.76955,470
CUMMINSIND,42254,42151,103,0.24,19701,29975.55872,18082267590,1315.4759,5365
SHREECEM,22430,22376,54,0.24,8258,10045.52632,4408187026,331.62026,25570
HINDUNILVR,126898,126599,299,0.24,38574,31783.17552,21441671043,1419.41043,2063
KEI,21111,21069,42,0.2,18184,16625.35381,16661021265,2484.88765,5754
RELIANCE,460736,460029,707,0.15,170262,108120.04685,103669213660,10936.3866,1329
ONGC,66197,66099,98,0.15,21079,10012.8879,10685808315,1179.74565,239
ICICIBANK,220310,220034,276,0.13,77245,129939.58243,65235798383,6679.38383,1431
ABCAPITAL,27041,27017,24,0.09,5827,11110.84237,6456907323,733.87323,410
TIINDIA,15865,15858,7,0.04,9110,9013.43588,4351178236,939.48236,2839
GLENMARK,43450,43431,19,0.04,22983,33754.15998,16712447066,2762.34566,2290
INDIANB,25257,25246,11,0.04,22600,25266.3846,18099469560,3201.3956,897
DLF,78089,78056,33,0.04,28815,33898.94785,14963976376,2375.13376,661
HCLTECH,97654,97627,27,0.03,37445,26609.465,17933019128,2481.07128,1365
MPHASIS,25862,25859,3,0.01,10114,12854.60041,5851361494,1035.58994,2537
INFY,380269,380315,-46,-0.01,143389,91745.72256,58861879688,8090.61688,1176
WIPRO,120333,120351,-18,-0.01,26565,29862.2472,12022460610,1355.1561,183
ADANIENT,86473,86553,-80,-0.09,45702,38661.86218,39511498186,6957.40126,2985
CROMPTON,53389,53464,-75,-0.14,17106,14344.73012,8058316379,1037.78629,247
HAVELLS,25574,25620,-46,-0.18,5806,7164.0573,3036726380,316.9638,1265
LT,128211,128451,-240,-0.19,48911,69407.38269,27980851167,2950.44417,4020
SIEMENS,48304,48404,-100,-0.21,104064,52752.15552,69773245132,11286.02632,4019
BANKINDIA,30723,30842,-119,-0.39,18426,26632.97104,11460185724,1948.79724,145
SUPREMEIND,21485,21575,-90,-0.42,3958,4980.0164,1928277235,242.59735,3459
AUBANK,37558,37717,-159,-0.42,19943,25431.4916,19408508030,2381.8803,1091
AUROPHARMA,32584,32728,-144,-0.44,8173,15269.2375,5975311853,923.13853,1667
IDFCFIRSTB,66655,66964,-309,-0.46,15515,21919.46373,10269735402,1329.58052,85
MCX,92576,93022,-446,-0.48,263137,165527.93666,161758690440,34492.1919,2970
TATAPOWER,82357,82755,-398,-0.48,26711,19301.73836,12960663571,1466.94571,379
YESBANK,59204,59494,-290,-0.49,9581,18892.64666,5180118319,593.47819,22
TORNTPHARM,45091,45315,-224,-0.49,11024,14483.48808,5443187463,671.68713,4893
INOXWIND,32447,32623,-176,-0.54,6267,4984.84864,2635260288,493.75488,74
SRF,50430,50704,-274,-0.54,13931,11212.23524,6346656834,668.76834,2585
