symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
LLOYDSME,1986.2,14,13.173789173789176,12.09,17.58,41.13,,6.99,65.30974626298145,1888.24,2085.51,False,0,Buy,Non-Energy Minerals
AUSOMENT,141.95,14,21.53253424657533,20.45,19.64,85.04,,25.4,7.073051473446299,131.34,149.05,False,0,Strong buy,Finance
CANHLIFE,149.35,14,4.243735604104128,3.16,2.35,69.93,,29.97,5.416724038491524,141.22,156.82,False,0,Buy,Finance
ASTERDM,854.9,14,5.543209876543208,4.46,2.4,60.88,,6.61,27.58134103613173,813.53,897.64,False,0,Buy,Health Services
TASTYBITE,9357.0,14,5.134831460674158,4.05,6.76,57.73,,13.33,337.63616076321307,8850.55,9824.85,False,0,Buy,Consumer Non-Durables
BFINVEST,468.3,14,4.531250000000003,3.45,2.64,49.73,,24.86,17.782901212357846,441.63,491.72,False,0,Buy,Finance
SJS,2402.8,14,9.015017467447043,7.94,7.62,56.29,,11.12,97.14157650725494,2257.09,2522.94,False,0,Buy,Producer Manufacturing
SREEL,230.7,14,8.411654135338335,7.33,10.04,74.83,,11.83,9.14103858712932,216.99,242.24,False,0,Strong buy,Retail Trade
KANPRPLA,215.92,14,14.243386243386237,13.16,15.22,63.87,,14.39,10.17647021834811,200.66,226.72,False,0,Buy,Producer Manufacturing
AGARWALEYE,542.0,14,11.603006280242978,10.52,8.46,42.24,,7.79,21.29847165912926,510.05,569.1,False,0,Buy,Health Services
NILKAMAL,1868.6,14,42.6412213740458,41.56,41.24,43.37,,6.15,98.87025349788632,1720.29,1962.03,False,0,Buy,Consumer Durables
FMGOETZE,487.4,14,7.120879120879116,6.04,8.1,60.39,,18.47,15.035118391132889,464.85,511.77,False,0,Buy,Producer Manufacturing
NATIONALUM,388.0,13,9.295774647887324,8.22,13.71,45.61,6.53,14.73,10.34403316166153,372.48,407.4,False,0,Buy,Non-Energy Minerals
MCX,2895.0,13,3.392857142857143,2.31,1.5,40.89,0.58,20.21,92.91197604027292,2755.63,3039.75,False,0,Strong buy,Finance
HESTERBIO,2487.8,13,17.92197942835476,16.84,14.78,42.48,,7.87,113.51008923221498,2317.53,2612.19,False,0,Strong buy,Health Technology
PDSL,376.5,13,7.051464316178564,5.97,8.68,62.18,,22.18,15.24114784568082,353.64,395.32,False,0,Strong buy,Consumer Non-Durables
BHAGYANGR,386.3,13,1.6578947368421082,0.58,2.64,57.17,,11.91,20.83184917845717,355.05,405.62,False,0,Buy,Producer Manufacturing
RACLGEAR,1419.8,13,11.095461658841938,10.02,9.7,38.01,,19.16,72.75240918647694,1310.67,1490.79,False,0,Buy,Producer Manufacturing
GULPOLY,198.18,13,5.4148936170212805,4.33,7.04,47.88,,81.15,10.22862882465323,182.84,208.09,False,0,Buy,Consumer Non-Durables
SCHAEFFLER,4151.3,13,2.501234567901239,1.42,3.48,53.92,,18.0,106.0442961787314,3992.23,4358.87,False,0,Strong buy,Producer Manufacturing
