symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
ABANSENT,2026-08-12,26.26,27.57,4868,4868,100.0,1.34,19
UNIINFO,2026-08-12,12.4,12.36,166,166,100.0,0.02,10
UEL,2026-08-12,273.12,259.47,13502,13502,100.0,35.03,396
VALIANTLAB,2026-08-12,71.2,74.76,11746,11746,100.0,8.78,32
SAYAJIHOTL,2026-08-12,313.05,328.0,1,1,100.0,0.0,1
RSSOFTWARE,2026-08-12,31.56,33.13,4185,4185,100.0,1.39,24
ASTAR,2026-08-12,590.05,588.55,10,10,100.0,0.06,4
NATIONSTD,2026-08-12,173.15,164.5,2925,2925,100.0,4.81,140
BLUECHIP,2026-08-12,1.72,1.75,26124,26124,100.0,0.46,42
INDOTHAI,2026-08-12,89.89,85.4,71897,71897,100.0,61.4,641
NEAGI,2026-08-12,3138.4,3138.4,1,1,100.0,0.03,1
SHIVATEX,2026-08-12,163.84,161.18,1328,1326,99.85,2.16,24
ACEINTEG,2026-08-12,18.49,18.43,3060,3054,99.8,0.56,22
OBCL,2026-08-12,52.72,53.0,52099,51948,99.71,27.49,30
LAHOTIOV,2026-08-12,44.19,43.0,4469,4456,99.71,1.94,30
NIMBSPROJ,2026-08-12,185.49,184.99,267,265,99.25,0.48,11
THEINVEST,2026-08-12,96.74,97.23,4478,4435,99.04,4.34,65
ADL,2026-08-12,70.19,70.21,845,835,98.82,0.6,31
NDLVENTURE,2026-08-12,128.02,127.03,460385,454719,98.77,585.07,500
WILLAMAGOR,2026-08-12,25.4,26.25,517,509,98.45,0.13,11
ARTNIRMAN,2026-08-12,41.51,42.39,2851,2803,98.32,1.2,18
NEXTMEDIA,2026-08-12,3.7,3.79,12814,12596,98.3,0.47,42
BALAXI,2026-08-12,23.65,24.05,11702,11502,98.29,2.81,88
PKTEA,2026-08-12,673.75,691.0,112,110,98.21,0.77,11
PNC,2026-08-12,19.1,18.9,15917,15608,98.06,3.02,152
TEAMGTY,2026-08-12,224.8,220.28,28107,27446,97.65,61.89,62
SHRIKRISH,2026-08-12,40.63,40.83,208,203,97.6,0.08,11
SAHLIBHFI,2026-08-12,75.0,79.04,3607,3509,97.28,2.84,56
QUINT,2026-08-12,38.44,37.92,2334,2266,97.09,0.88,52
COMPUSOFT,2026-08-12,13.11,13.28,37255,36080,96.85,4.93,106
BLBLIMITED,2026-08-12,16.06,16.12,31461,30365,96.52,5.06,91
