index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,24471.7,24583.8,-0.46,2026-08-11,2026-08-10,False
NIFTY_BANK,^NSEBANK,57446.25,57686.95,-0.42,2026-08-11,2026-08-10,False
NIFTY_NEXT_50,^NSMIDCP,74650.85,74766.85,-0.16,2026-08-11,2026-08-10,False
INDIA_VIX,^INDIAVIX,12.25,12.16,0.74,2026-08-10,2026-08-07,False
SENSEX,^BSESN,78154.25,78542.44,-0.49,2026-08-11,2026-08-10,False
