market_regime,nifty_trend,nifty_pct_change,banknifty_trend,banknifty_pct_change,india_vix,vix_level,best_sector,best_sector_perf_1m,worst_sector,worst_sector_perf_1m,fii_net,dii_net,crude,crude_pct_change,usdinr,usdinr_pct_change,us_sp500_pct,us_dow_pct,us_vix,us_vix_pct,dxy,dxy_pct,us_10y,asia_cue,europe_cue,global_risk,overall_risk,generated_at_ist
Neutral,Neutral,0.08,Bullish,0.46,11.2,Low,Energy Minerals,6.5,Communications,-5.57,-542.71,2124.14,87.06,-0.88,95.71,-0.06,0.43,0.98,15.13,-5.5,98.8,-0.1,4.74,Bullish,Bullish,Risk-On,Low,2026-08-23T06:08:54.874703+05:30
