date,symbol,subject,details,category
23-Aug-2026 00:49:14,JUBLPHARMA,General Updates,"Jubilant Pharmova Limited has informed the Exchange about General Updates-USFDA Approval for Line 3, Contract manufacturing facility, Spokane, U.S.A",General Updates
23-Aug-2026 00:00:07,PNC,Name Change,"Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we are pleased to inform that the company has received an approval from the Shareholders' and Ministry of Corporate Affairs for change of name of the Company from ""PRITISH NANDY COMMUNICATIONS ",Name Change
22-Aug-2026 23:55:37,GODREJCP,General Updates,Godrej Consumer Products Limited has informed the Exchange about General Updates,General Updates
22-Aug-2026 23:23:08,FEDERALBNK,General Updates,The Federal Bank  Limited has informed the Exchange about Allotment of Equity Shares on exercise of Stock options pursuant to Employee Stock Option Scheme,General Updates
22-Aug-2026 22:50:48,XCHANGING,Copy of Newspaper Publication,Xchanging Solutions Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
22-Aug-2026 22:21:39,DPSCLTD,Corporate Insolvency Resolution Process,DPSC Limited has informed the Exchange about Corporate Insolvency Resolution Process-Prior Intimation of the 5th (Fifth) Meeting of the Committee of Creditors (CoC) of India Power Corporation Limited (IPCL),Corporate Insolvency Resolution Process
22-Aug-2026 21:53:04,RELINFRA,General Updates,Newspaper Publication   Special Window for transfer and dematerialisation of physical shares,General Updates
22-Aug-2026 21:50:19,JNPR,Analysts/Institutional Investor Meet/Con. Call Updates,Juniper Green Energy Limited has informed the Exchange about Earnings Conference Call to discuss the financial results of the Company for the quarter ended 30 June 2026,Analysts/Institutional Investor Meet/Con. Call Updates
22-Aug-2026 20:41:21,JSWINFRA,Acquisition,JSW Infrastructure Limited has informed the Exchange about Update on Acquisition,Acquisition
22-Aug-2026 20:32:17,SPANDANA,Copy of Newspaper Publication,Spandana Sphoorty Financial Limited has informed the Exchange about Newspaper advertisement for dispatch of First and Final Call Notice to the shareholders of Spandana Sphoorty Financial Limited (the  Company ),Copy of Newspaper Publication
22-Aug-2026 20:32:08,TCC,Amendment to AOA/MOA,TCC Concept Limited has informed the Exchange regarding the Amendment to AOA/MOA of the company.,Amendment to AOA/MOA
22-Aug-2026 20:19:04,BLACKBUCK,Copy of Newspaper Publication,BLACKBUCK LIMITED has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
22-Aug-2026 20:13:55,KIRLOSENG,Copy of Newspaper Publication,Kirloskar Oil Engines Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
22-Aug-2026 20:13:36,APOLLO,General Updates,Apollo Micro Systems Limited has informed the Exchange about General Updates,General Updates
22-Aug-2026 20:12:55,RCOM,Outcome of Board Meeting,"Reliance Communications Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2026.",Outcome of Board Meeting
22-Aug-2026 20:02:16,BOMDYEING,Action(s) taken or orders passed,Bombay Dyeing & Mfg Company Limited has informed the Exchange about Action(s) taken or orders passed - Deman cum show cause notice received,Action(s) taken or orders passed
22-Aug-2026 20:00:34,TCC,Shareholders meeting,"TCC Concept Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
22-Aug-2026 19:39:07,SCHAND,Copy of Newspaper Publication,"S Chand And Company Limited has informed the Exchange about Copy of Newspaper Publication - Intimation regarding 55th Annual General Meeting (""AGM"") and Record date for the Purpose of AGM for the financial year 2025-26.",Copy of Newspaper Publication
22-Aug-2026 19:31:34,BAGFILMS,Copy of Newspaper Publication,B.A.G Films and Media Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
22-Aug-2026 19:27:23,DIACABS,Bagging/Receiving of orders/contracts,Diamond Power Infrastructure Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
