symbol,date,open,high,low,close,volume
GLOBALE,2025-07-23,12.71,13.59,12.46,13.28,24822
GLOBALE,2025-07-24,13.8,13.89,12.65,13.33,12032
GLOBALE,2025-07-25,13.66,13.7,12.72,13.22,7315
GLOBALE,2025-07-28,13.22,13.22,12.62,12.79,6084
GLOBALE,2025-07-29,12.55,12.99,12.55,12.97,2402
GLOBALE,2025-07-30,12.75,13.43,12.5,13.37,5104
GLOBALE,2025-07-31,13.6,13.6,12.81,13.29,1623
GLOBALE,2025-08-01,13.05,13.6,12.75,13.1,2525
GLOBALE,2025-08-04,14.1,14.1,12.75,13.46,12103
GLOBALE,2025-08-05,13.52,13.74,13.0,13.44,2560
GLOBALE,2025-08-06,14.4,14.69,13.09,14.02,16601
GLOBALE,2025-08-07,14.09,14.69,12.61,13.8,5566
GLOBALE,2025-08-08,14.08,14.9,13.02,14.05,8592
GLOBALE,2025-08-11,14.05,14.75,13.09,13.18,8698
GLOBALE,2025-08-12,13.95,13.95,12.04,13.61,12636
GLOBALE,2025-08-13,13.85,13.85,12.4,13.37,3673
GLOBALE,2025-08-14,13.34,14.7,13.11,13.47,9775
GLOBALE,2025-08-18,13.47,14.55,12.6,13.38,4133
GLOBALE,2025-08-19,14.37,14.37,12.72,13.64,7935
GLOBALE,2025-08-20,14.49,14.91,12.82,13.63,155293
GLOBALE,2025-08-21,13.98,14.48,13.43,13.75,24558
GLOBALE,2025-08-22,14.0,14.89,13.53,14.0,11164
GLOBALE,2025-08-25,14.0,14.71,13.3,14.09,37516
GLOBALE,2025-08-26,14.6,14.6,13.64,13.64,28533
GLOBALE,2025-08-28,13.51,14.34,13.51,13.87,15053
GLOBALE,2025-08-29,13.87,14.45,13.3,13.55,17498
GLOBALE,2025-09-01,13.55,13.95,12.61,13.83,6109
GLOBALE,2025-09-02,14.45,14.45,13.5,13.98,6055
GLOBALE,2025-09-03,13.7,14.25,13.7,14.16,4311
GLOBALE,2025-09-04,14.48,14.48,13.73,14.03,3518
GLOBALE,2025-09-05,14.3,15.0,13.62,14.01,5855
GLOBALE,2025-09-08,14.7,14.7,13.5,13.54,27135
GLOBALE,2025-09-09,13.98,13.98,13.6,13.65,18848
GLOBALE,2025-09-10,14.58,14.58,13.65,13.82,17727
GLOBALE,2025-09-11,14.48,14.48,13.65,13.96,3727
GLOBALE,2025-09-12,14.44,14.44,13.51,13.87,14789
GLOBALE,2025-09-15,14.43,14.44,13.52,13.92,13030
GLOBALE,2025-09-16,14.4,14.4,13.62,13.78,2723
GLOBALE,2025-09-17,13.8,14.14,13.5,13.9,3296
GLOBALE,2025-09-18,13.9,14.19,13.89,14.08,2023
GLOBALE,2025-09-19,14.18,14.18,13.68,13.9,6136
GLOBALE,2025-09-22,13.9,14.39,13.69,13.84,8838
GLOBALE,2025-09-23,13.83,15.22,13.83,13.95,8848
GLOBALE,2025-09-24,14.24,14.25,13.65,13.94,1691
GLOBALE,2025-09-25,14.2,14.2,12.54,13.15,65806
GLOBALE,2025-09-26,13.85,14.0,12.94,13.61,21374
GLOBALE,2025-09-29,13.99,13.99,13.26,13.68,1846
GLOBALE,2025-09-30,13.93,13.93,13.06,13.48,2819
GLOBALE,2025-10-01,13.19,13.74,13.14,13.27,1586
GLOBALE,2025-10-03,13.85,13.85,12.7,13.2,1428
GLOBALE,2025-10-06,13.88,13.88,12.78,13.26,3543
GLOBALE,2025-10-07,13.53,13.53,12.93,13.25,1012
GLOBALE,2025-10-08,13.25,13.6,12.91,12.91,5773
GLOBALE,2025-10-09,13.5,13.5,12.85,13.05,3192
GLOBALE,2025-10-10,13.57,13.57,12.62,13.23,893
GLOBALE,2025-10-13,13.23,13.48,12.04,13.19,6153
GLOBALE,2025-10-14,13.19,13.43,12.04,12.72,11901
GLOBALE,2025-10-15,12.78,13.63,12.51,12.55,3322
GLOBALE,2025-10-16,12.4,13.58,12.4,12.98,1915
GLOBALE,2025-10-17,13.25,13.25,12.55,13.2,1494
GLOBALE,2025-10-20,13.26,13.54,12.61,13.16,9129
GLOBALE,2025-10-21,13.16,13.96,13.16,13.61,3180
GLOBALE,2025-10-23,13.88,13.88,13.03,13.45,3876
GLOBALE,2025-10-24,13.44,13.88,12.4,13.15,6711
GLOBALE,2025-10-27,13.12,14.4,12.65,13.26,37384
GLOBALE,2025-10-28,13.72,13.72,12.7,12.99,6071
GLOBALE,2025-10-29,13.99,13.99,12.61,12.71,8334
GLOBALE,2025-10-30,12.96,12.96,11.99,12.72,11468
GLOBALE,2025-10-31,12.83,12.84,11.56,12.21,38267
GLOBALE,2025-11-03,12.49,12.89,12.45,12.59,9547
GLOBALE,2025-11-04,13.48,13.48,12.51,12.8,3880
GLOBALE,2025-11-06,12.54,13.38,12.0,12.51,11392
GLOBALE,2025-11-07,12.76,12.89,12.22,12.75,2774
GLOBALE,2025-11-10,12.75,12.99,12.34,12.43,7560
