symbol,date,open,high,low,close,volume
INM,2024-02-23,270.0,283.5,270.0,283.5,667200
INM,2024-02-26,297.65,297.65,270.5,277.8,369000
INM,2024-02-27,270.0,274.4,263.95,269.65,151200
INM,2024-02-28,266.0,277.8,266.0,269.7,91200
INM,2024-02-29,270.0,275.0,263.0,269.95,56400
INM,2024-03-01,270.0,282.85,260.0,276.1,48600
INM,2024-03-04,265.0,275.0,265.0,267.1,21600
INM,2024-03-05,255.0,267.1,253.75,254.0,109200
INM,2024-03-06,254.0,263.8,241.3,255.95,92400
INM,2024-03-07,260.0,268.7,259.0,265.8,27000
INM,2024-03-11,251.0,264.0,251.0,262.4,39000
INM,2024-03-12,244.0,253.0,232.0,242.55,65400
INM,2024-03-13,224.0,235.0,216.0,227.65,39600
INM,2024-03-14,210.0,250.0,210.0,248.25,72000
INM,2024-03-18,264.0,265.0,264.0,265.0,3000
INM,2024-03-19,258.0,265.0,258.0,260.0,4200
INM,2024-03-20,264.0,264.0,263.0,263.0,1200
INM,2024-03-21,263.95,267.0,259.0,261.0,9600
INM,2024-03-22,260.0,260.0,258.0,258.0,1200
INM,2024-03-26,250.0,256.0,248.0,248.0,6000
INM,2024-03-27,251.0,251.0,244.0,244.65,15600
INM,2024-03-28,248.0,272.0,248.0,266.3,23400
INM,2024-04-01,272.95,273.0,267.95,270.85,10800
INM,2024-04-02,273.0,273.9,268.0,270.55,19800
INM,2024-04-03,272.0,273.05,272.0,272.35,1800
INM,2024-04-04,283.8,284.95,271.0,279.65,19200
INM,2024-04-05,289.0,300.0,270.25,280.05,48000
INM,2024-04-08,284.0,291.95,284.0,291.95,2400
INM,2024-04-09,290.0,291.0,286.0,286.0,7200
INM,2024-04-10,290.0,290.9,288.0,290.9,5400
INM,2024-04-12,290.0,290.0,285.0,285.5,7200
INM,2024-04-15,286.0,286.0,277.5,277.5,7200
INM,2024-04-16,295.0,295.0,290.0,291.95,14400
INM,2024-04-18,295.0,315.0,295.0,299.35,22800
INM,2024-04-19,299.3,304.0,299.3,304.0,3600
INM,2024-04-22,305.5,305.5,300.0,303.0,5400
INM,2024-04-23,303.5,303.75,299.0,303.0,4800
INM,2024-04-24,309.1,309.1,304.0,305.0,2400
INM,2024-04-25,310.0,310.0,306.0,309.0,3600
INM,2024-04-26,306.0,306.0,301.25,301.25,2400
INM,2024-04-29,301.5,301.5,297.0,297.65,10800
INM,2024-04-30,300.05,300.05,295.0,295.5,8400
INM,2024-05-02,300.05,300.05,272.25,292.1,10800
INM,2024-05-03,285.0,289.0,285.0,287.5,3000
INM,2024-05-06,285.05,285.05,277.0,277.0,5400
INM,2024-05-07,285.0,299.5,280.0,280.0,4800
INM,2024-05-08,280.0,280.0,280.0,280.0,0
INM,2024-05-09,285.0,285.0,282.0,282.4,3600
INM,2024-05-10,286.0,286.0,283.0,283.0,2400
INM,2024-05-13,285.0,285.0,281.0,283.0,3600
INM,2024-05-14,284.0,284.0,280.05,280.05,3600
INM,2024-05-15,280.05,280.05,280.05,280.05,0
INM,2024-05-16,280.05,280.05,280.05,280.05,0
INM,2024-05-17,280.0,280.0,271.05,271.05,2400
INM,2024-05-21,293.95,294.0,284.0,284.0,3600
INM,2024-05-22,275.0,277.0,275.0,277.0,1200
INM,2024-05-23,277.0,277.0,277.0,277.0,0
INM,2024-05-24,272.05,278.0,265.05,265.05,93600
INM,2024-05-27,265.0,265.0,264.0,264.0,1200
INM,2024-05-28,264.0,270.0,262.0,262.0,3000
INM,2024-05-29,260.0,274.9,260.0,266.0,7800
INM,2024-05-30,266.0,266.0,266.0,266.0,0
INM,2024-05-31,266.0,269.0,266.0,269.0,2400
INM,2024-06-03,269.0,269.0,269.0,269.0,0
INM,2024-06-04,253.15,253.15,235.0,250.0,2400
INM,2024-06-05,201.0,259.0,201.0,250.0,13200
INM,2024-06-06,258.9,258.95,258.9,258.95,2400
INM,2024-06-07,259.0,259.0,259.0,259.0,1200
INM,2024-06-10,265.0,268.9,265.0,268.9,2400
INM,2024-06-11,243.55,267.5,243.0,267.5,4200
INM,2024-06-12,267.5,267.5,267.5,267.5,0
INM,2024-06-13,265.0,265.0,260.0,260.0,1200
INM,2024-06-14,251.0,292.5,251.0,282.0,19800
INM,2024-06-18,285.0,292.7,251.0,255.3,18000
INM,2024-06-19,260.0,260.0,255.0,255.0,1200
INM,2024-06-20,260.0,273.4,260.0,272.0,3000
INM,2024-06-21,267.55,269.8,267.55,269.0,3000
INM,2024-06-24,265.0,271.95,265.0,265.0,2400
INM,2024-06-25,266.0,266.0,265.0,265.0,1200
INM,2024-06-26,265.0,265.0,265.0,265.0,0
INM,2024-06-27,249.6,260.0,249.6,249.6,3000
INM,2024-06-28,249.6,249.6,249.6,249.6,0
INM,2024-07-01,264.0,265.0,245.1,255.0,7200
INM,2024-07-02,260.0,260.0,257.0,257.0,1200
INM,2024-07-03,266.9,266.9,260.35,265.75,5400
INM,2024-07-04,265.75,268.75,265.75,268.75,5400
INM,2024-07-05,261.5,270.0,261.5,270.0,1800
INM,2024-07-08,260.55,264.5,259.6,264.0,4800
INM,2024-07-09,264.0,264.0,264.0,264.0,0
INM,2024-07-10,261.0,316.0,261.0,286.5,36600
INM,2024-07-11,280.0,284.0,272.7,284.0,3600
INM,2024-07-12,284.0,284.0,268.85,281.05,5400
INM,2024-07-15,285.0,285.0,285.0,285.0,600
INM,2024-07-16,288.0,289.95,273.65,281.0,4200
INM,2024-07-18,274.0,274.0,274.0,274.0,600
INM,2024-07-19,272.55,272.55,271.0,271.05,1800
INM,2024-07-22,271.0,281.4,260.75,270.0,4200
INM,2024-07-23,279.5,279.5,272.0,277.5,8400
INM,2024-07-24,268.45,268.45,268.45,268.45,600
INM,2024-07-25,270.0,270.0,270.0,270.0,600
INM,2024-07-26,260.05,270.0,260.0,269.0,3600
INM,2024-07-29,269.0,269.0,266.0,266.0,7200
INM,2024-07-30,262.1,263.5,262.1,263.5,7200
INM,2024-07-31,270.95,270.95,270.95,270.95,600
INM,2024-08-01,270.95,270.95,270.95,270.95,0
INM,2024-08-02,270.95,270.95,270.95,270.95,0
INM,2024-08-05,269.9,269.9,268.0,268.0,1200
INM,2024-08-06,289.0,289.0,268.0,268.0,1200
INM,2024-08-07,258.6,258.6,250.0,255.0,6600
INM,2024-08-08,260.0,267.5,253.0,266.75,12000
INM,2024-08-09,270.0,270.5,265.0,270.5,3000
INM,2024-08-12,274.0,274.0,256.0,256.0,1200
INM,2024-08-13,270.0,275.8,262.5,270.95,9600
INM,2024-08-14,268.9,272.0,264.0,268.0,5400
INM,2024-08-16,260.05,260.05,260.05,260.05,600
INM,2024-08-19,274.9,274.9,258.05,258.05,1800
INM,2024-08-20,273.5,273.5,262.1,262.1,3000
INM,2024-08-21,267.0,267.0,265.0,265.0,1200
INM,2024-08-22,263.0,265.0,259.05,259.05,1800
INM,2024-08-23,259.05,259.05,259.05,259.05,0
INM,2024-08-26,243.0,260.0,243.0,251.5,5400
INM,2024-08-27,251.5,251.5,251.5,251.5,0
INM,2024-08-28,278.75,278.75,263.0,263.0,6600
INM,2024-08-29,263.0,263.0,263.0,263.0,0
INM,2024-08-30,261.1,261.1,261.1,261.1,600
INM,2024-09-02,271.0,271.0,261.1,261.1,3600
INM,2024-09-03,260.0,261.1,260.0,261.1,1200
INM,2024-09-04,261.1,261.1,261.1,261.1,0
INM,2024-09-05,270.0,275.0,265.0,272.8,38400
INM,2024-09-06,272.8,272.8,272.8,272.8,0
INM,2024-09-09,270.0,270.0,270.0,270.0,600
INM,2024-09-10,263.25,264.0,260.0,260.0,16800
INM,2024-09-11,262.0,269.0,262.0,269.0,30600
INM,2024-09-12,270.0,278.95,270.0,278.95,10800
INM,2024-09-13,294.7,322.0,294.7,312.9,80400
INM,2024-09-16,315.5,325.0,301.3,309.55,10200
INM,2024-09-17,325.0,335.0,325.0,335.0,16200
INM,2024-09-18,350.0,350.0,335.0,342.45,13800
INM,2024-09-19,345.0,345.0,321.0,344.7,12000
INM,2024-09-20,343.0,343.0,343.0,343.0,600
INM,2024-09-23,342.0,350.1,342.0,346.55,15000
INM,2024-09-24,343.0,347.0,340.0,347.0,4800
INM,2024-09-25,348.0,350.0,316.6,341.35,27600
INM,2024-09-26,360.0,360.0,330.0,334.0,8400
INM,2024-09-27,349.0,354.45,337.5,341.75,6000
INM,2024-09-30,345.0,346.75,337.75,343.5,3000
INM,2024-10-01,339.0,345.0,330.0,340.8,7800
INM,2024-10-03,340.8,340.8,338.0,340.75,2400
INM,2024-10-04,340.0,340.0,331.3,331.3,2400
INM,2024-10-07,325.0,325.0,320.0,322.2,6000
INM,2024-10-08,319.1,336.0,319.1,334.9,3000
INM,2024-10-09,330.0,336.0,330.0,336.0,7200
INM,2024-10-10,339.9,350.0,327.0,327.0,9600
INM,2024-10-11,339.0,339.0,330.05,331.0,10200
INM,2024-10-14,338.6,338.6,338.6,338.6,600
INM,2024-10-15,330.6,330.6,330.6,330.6,600
INM,2024-10-16,337.0,338.6,337.0,337.85,2400
INM,2024-10-17,335.0,335.0,320.0,328.3,11400
INM,2024-10-18,320.0,320.0,320.0,320.0,600
INM,2024-10-21,330.0,330.0,320.2,320.2,1200
INM,2024-10-22,320.0,383.0,317.0,351.2,12600
INM,2024-10-23,345.0,345.0,329.0,329.0,4200
INM,2024-10-24,329.0,329.0,329.0,329.0,0
INM,2024-10-25,309.3,309.3,309.0,309.0,1200
INM,2024-10-28,295.1,320.0,295.1,320.0,1800
INM,2024-10-29,320.0,320.0,320.0,320.0,0
INM,2024-10-30,320.0,320.0,320.0,320.0,0
INM,2024-10-31,329.95,330.0,322.0,327.0,4200
INM,2024-11-01,327.0,327.0,327.0,327.0,0
INM,2024-11-04,306.8,306.8,306.8,306.8,600
INM,2024-11-05,315.0,315.0,315.0,315.0,600
INM,2024-11-06,335.4,340.0,325.0,325.0,4800
INM,2024-11-07,329.9,329.9,329.9,329.9,600
INM,2024-11-08,336.5,336.5,320.0,325.0,5400
INM,2024-11-11,325.0,325.0,325.0,325.0,0
INM,2024-11-12,326.0,326.0,320.0,320.0,1200
INM,2024-11-13,320.0,331.9,317.0,331.9,1800
INM,2024-11-14,331.9,331.9,331.9,331.9,0
INM,2024-11-18,319.95,320.0,319.95,320.0,1200
INM,2024-11-19,319.95,320.0,319.95,320.0,1800
INM,2024-11-21,308.0,320.0,308.0,320.0,1200
INM,2024-11-22,320.0,323.4,300.55,323.4,2400
INM,2024-11-25,323.4,323.4,323.4,323.4,600
INM,2024-11-26,310.0,311.95,308.0,310.0,5400
INM,2024-11-27,308.0,315.0,305.05,305.05,2400
INM,2024-11-28,311.95,312.0,311.95,312.0,1200
INM,2024-11-29,311.95,311.95,311.95,311.95,600
INM,2024-12-02,305.75,312.0,305.75,310.0,33000
INM,2024-12-03,315.0,329.0,315.0,329.0,10800
INM,2024-12-04,307.05,311.0,307.05,311.0,1200
INM,2024-12-05,307.55,307.55,307.5,307.5,1200
INM,2024-12-06,308.0,308.0,301.0,301.0,1200
INM,2024-12-09,301.0,301.0,301.0,301.0,0
INM,2024-12-10,301.0,302.0,300.0,300.0,18600
INM,2024-12-11,302.0,306.0,301.5,306.0,12600
INM,2024-12-12,289.0,310.0,289.0,310.0,2400
INM,2024-12-13,302.0,325.0,302.0,324.45,13800
INM,2024-12-16,324.45,324.45,324.45,324.45,0
INM,2024-12-17,330.0,330.0,318.2,318.2,1200
INM,2024-12-18,318.2,318.2,318.2,318.2,0
INM,2024-12-19,317.0,317.0,285.0,296.4,7200
INM,2024-12-20,295.0,309.6,285.0,290.05,9000
INM,2024-12-23,304.95,323.9,304.95,323.9,9600
INM,2024-12-24,320.0,328.0,320.0,325.9,4200
INM,2024-12-26,315.0,330.0,315.0,330.0,25800
INM,2024-12-27,330.0,330.0,330.0,330.0,0
INM,2024-12-30,330.0,330.0,330.0,330.0,0
INM,2024-12-31,340.0,340.0,330.0,330.0,3000
INM,2025-01-01,320.1,320.1,320.1,320.1,600
INM,2025-01-02,330.0,330.0,330.0,330.0,600
INM,2025-01-03,330.0,350.0,328.0,330.0,16200
INM,2025-01-06,330.0,330.0,310.05,310.05,1800
INM,2025-01-07,336.0,340.0,329.0,331.5,13200
INM,2025-01-08,325.0,337.0,325.0,337.0,1200
INM,2025-01-09,320.0,320.0,320.0,320.0,600
INM,2025-01-10,320.0,320.0,315.0,315.0,1800
INM,2025-01-13,308.7,310.0,308.7,308.7,1800
INM,2025-01-14,319.8,319.8,302.65,317.45,2400
INM,2025-01-15,323.4,323.4,323.4,323.4,600
INM,2025-01-16,310.0,310.0,310.0,310.0,600
INM,2025-01-17,311.0,311.0,311.0,311.0,600
INM,2025-01-20,311.0,313.0,311.0,313.0,1200
INM,2025-01-21,316.0,319.9,315.95,319.0,10200
INM,2025-01-22,314.0,314.0,311.0,314.0,1800
INM,2025-01-23,303.55,310.5,303.55,310.5,1800
INM,2025-01-24,324.45,325.0,315.0,315.0,5400
INM,2025-01-27,310.2,310.2,308.0,308.0,34200
INM,2025-01-28,308.0,308.0,284.5,291.0,1200
INM,2025-01-29,305.0,305.0,300.0,300.0,19800
INM,2025-01-30,305.0,305.0,305.0,305.0,1800
INM,2025-01-31,305.0,305.0,305.0,305.0,600
INM,2025-02-01,305.0,305.0,305.0,305.0,0
INM,2025-02-03,315.0,315.0,310.0,310.0,1800
INM,2025-02-04,310.0,310.0,310.0,310.0,0
INM,2025-02-05,310.0,310.0,310.0,310.0,0
INM,2025-02-06,287.55,319.0,287.55,319.0,2400
INM,2025-02-07,316.0,316.0,316.0,316.0,600
INM,2025-02-10,309.0,309.0,309.0,309.0,600
INM,2025-02-11,300.0,300.0,300.0,300.0,600
INM,2025-02-12,300.0,316.9,300.0,316.9,2400
INM,2025-02-13,325.0,330.0,310.0,329.0,6600
INM,2025-02-14,330.0,330.0,330.0,330.0,600
INM,2025-02-17,320.0,320.0,307.2,307.2,1200
INM,2025-02-18,295.0,295.0,295.0,295.0,1200
INM,2025-02-19,315.0,315.0,315.0,315.0,600
INM,2025-02-20,304.0,340.0,304.0,340.0,4800
INM,2025-02-21,326.3,326.3,320.0,320.0,3000
INM,2025-02-24,308.2,308.2,300.0,300.0,1800
INM,2025-02-25,300.55,316.0,300.55,312.7,3000
INM,2025-02-27,311.95,312.0,311.95,312.0,1200
INM,2025-02-28,311.9,311.9,311.9,311.9,1200
INM,2025-03-03,287.15,290.0,287.15,288.0,1800
